;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.30380427837371826;RDF20-21;Engineering and technology;0.2876361012458801;RDF10;Natural sciences;0.2639497220516205;RDF508;Media and communications;0.9984452128410339;RDF102;Computer and information sciences;0.9983190894126892;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9982281923294067;RDF103;Physical sciences;0.9957104325294495;RDF105;Earth and related environmental sciences;0.9952030181884766
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF20-21;Engineering and technology;0.22133822739124298;RDF10;Natural sciences;0.22004511952400208;RDF50;Social sciences;0.19647817313671112;RDF601;History, archaeology and related studies;0.9992445707321167;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9985978603363037;RDF508;Media and communications;0.9977872371673584;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9963071346282959;RDF105;Earth and related environmental sciences;0.9959771037101746
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.2827315032482147;RDF10;Natural sciences;0.2783481776714325;RDF50;Social sciences;0.16427288949489594;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9987910389900208;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.996851921081543;RDF202;Industrial, systems and processes engineering;0.9968087673187256;RDF302;Clinical medicine;0.9941800832748413;RDF102;Computer and information sciences;0.9931095242500305
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.386836439371109;RDF10;Natural sciences;0.2178448736667633;RDF50;Social sciences;0.13008111715316772;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9941118955612183;RDF302;Clinical medicine;0.9903290271759033;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9884918332099915;RDF303;Health sciences;0.9871664047241211;RDF102;Computer and information sciences;0.9861113429069519
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF20-21;Engineering and technology;0.29255977272987366;RDF10;Natural sciences;0.2468416690826416;RDF30;Medical, health and life sciences;0.24636003375053406;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.998510479927063;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9982926249504089;RDF102;Computer and information sciences;0.9976449608802795;RDF508;Media and communications;0.9974491000175476;RDF203;Electrical engineering, computer engineering, and information engineering;0.9973060488700867
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF10;Natural sciences;0.2606313228607178;RDF20-21;Engineering and technology;0.23916871845722198;RDF40;Agricultural and veterinary sciences;0.2127210646867752;RDF508;Media and communications;0.9995121359825134;RDF203;Electrical engineering, computer engineering, and information engineering;0.9994069337844849;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9993857741355896;RDF102;Computer and information sciences;0.9993188381195068;RDF103;Physical sciences;0.9989677667617798
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF20-21;Engineering and technology;0.34327495098114014;RDF10;Natural sciences;0.22600631415843964;RDF40;Agricultural and veterinary sciences;0.15855011343955994;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9984811544418335;RDF102;Computer and information sciences;0.9965704083442688;RDF105;Earth and related environmental sciences;0.994168758392334;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9935368895530701;RDF204;Mechanical engineering;0.9927250742912292
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.3526497483253479;RDF10;Natural sciences;0.24001699686050415;RDF30;Medical, health and life sciences;0.1252509206533432;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9985505938529968;RDF103;Physical sciences;0.9981541037559509;RDF508;Media and communications;0.9977481365203857;RDF102;Computer and information sciences;0.9977038502693176;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9969366192817688
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.5729162096977234;RDF40;Agricultural and veterinary sciences;0.09593108296394348;RDF10;Natural sciences;0.08578237891197205;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9985277652740479;RDF102;Computer and information sciences;0.9879112839698792;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9565936326980591;RDF105;Earth and related environmental sciences;0.9540517330169678;RDF203;Electrical engineering, computer engineering, and information engineering;0.9375547170639038
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF20-21;Engineering and technology;0.3007616698741913;RDF10;Natural sciences;0.22747068107128143;RDF50;Social sciences;0.22614173591136932;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9978718757629395;RDF102;Computer and information sciences;0.9967269897460938;RDF105;Earth and related environmental sciences;0.9947289228439331;RDF508;Media and communications;0.9943908452987671;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9926256537437439
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF20-21;Engineering and technology;0.376677930355072;RDF10;Natural sciences;0.2578774094581604;RDF50;Social sciences;0.22143752872943878;RDF103;Physical sciences;0.9948604106903076;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9945836067199707;RDF105;Earth and related environmental sciences;0.9932941198348999;RDF102;Computer and information sciences;0.9916761517524719;RDF203;Electrical engineering, computer engineering, and information engineering;0.9910492300987244
21;Biophysical and genetic control of root growth;RDF40;Agricultural and veterinary sciences;0.23512384295463562;RDF50;Social sciences;0.1979941427707672;RDF20-21;Engineering and technology;0.1820448338985443;RDF508;Media and communications;0.9992958307266235;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9992342591285706;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9990187883377075;RDF203;Electrical engineering, computer engineering, and information engineering;0.9988664984703064;RDF202;Industrial, systems and processes engineering;0.9975939393043518
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.5228719115257263;RDF10;Natural sciences;0.17876897752285004;RDF40;Agricultural and veterinary sciences;0.10146237909793854;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9983770251274109;RDF102;Computer and information sciences;0.9917564392089844;RDF103;Physical sciences;0.9873018264770508;RDF204;Mechanical engineering;0.984752357006073;RDF203;Electrical engineering, computer engineering, and information engineering;0.9782811403274536
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF20-21;Engineering and technology;0.28632497787475586;RDF10;Natural sciences;0.22827817499637604;RDF30;Medical, health and life sciences;0.2265017032623291;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9976032972335815;RDF508;Media and communications;0.997104823589325;RDF103;Physical sciences;0.9970592856407166;RDF202;Industrial, systems and processes engineering;0.9954083561897278;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9944933652877808
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF10;Natural sciences;0.2840581238269806;RDF20-21;Engineering and technology;0.2396685779094696;RDF50;Social sciences;0.21316564083099365;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9991507530212402;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.99903404712677;RDF102;Computer and information sciences;0.9988926649093628;RDF302;Clinical medicine;0.9985506534576416;RDF105;Earth and related environmental sciences;0.9985306262969971
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF40;Agricultural and veterinary sciences;0.4712888300418854;RDF30;Medical, health and life sciences;0.17783601582050323;RDF20-21;Engineering and technology;0.13822858035564423;RDF204;Mechanical engineering;0.9993988275527954;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9987697005271912;RDF508;Media and communications;0.9986954927444458;RDF208;Environmental engineering and related engineering;0.9981469511985779;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9975177049636841
26;La nouvelle politique de la redistribution (Political science and public administration);RDF40;Agricultural and veterinary sciences;0.24816599488258362;RDF50;Social sciences;0.21772624552249908;RDF10;Natural sciences;0.19478772580623627;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9991703629493713;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9984928965568542;RDF508;Media and communications;0.9983707070350647;RDF203;Electrical engineering, computer engineering, and information engineering;0.9973528981208801;RDF102;Computer and information sciences;0.9973165988922119
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF20-21;Engineering and technology;0.2678743004798889;RDF10;Natural sciences;0.23825232684612274;RDF30;Medical, health and life sciences;0.19906727969646454;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9989514946937561;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9985392689704895;RDF202;Industrial, systems and processes engineering;0.9979251027107239;RDF508;Media and communications;0.9977393746376038;RDF102;Computer and information sciences;0.9973580837249756
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF40;Agricultural and veterinary sciences;0.3067750632762909;RDF50;Social sciences;0.19691167771816254;RDF30;Medical, health and life sciences;0.18354187905788422;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.998886227607727;RDF508;Media and communications;0.9986141920089722;RDF203;Electrical engineering, computer engineering, and information engineering;0.9980006217956543;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9979169964790344;RDF601;History, archaeology and related studies;0.996314287185669
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.27900204062461853;RDF10;Natural sciences;0.2752135097980499;RDF30;Medical, health and life sciences;0.14963099360466003;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9990817904472351;RDF508;Media and communications;0.9973938465118408;RDF102;Computer and information sciences;0.9971826672554016;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9962491989135742;RDF202;Industrial, systems and processes engineering;0.9962199330329895
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF20-21;Engineering and technology;0.49809175729751587;RDF10;Natural sciences;0.1529514044523239;RDF40;Agricultural and veterinary sciences;0.13737279176712036;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9978172779083252;RDF102;Computer and information sciences;0.9948253631591797;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9871787428855896;RDF105;Earth and related environmental sciences;0.9849563241004944;RDF203;Electrical engineering, computer engineering, and information engineering;0.9787532687187195
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF10;Natural sciences;0.23026306927204132;RDF40;Agricultural and veterinary sciences;0.18610887229442596;RDF20-21;Engineering and technology;0.1807355433702469;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9992114305496216;RDF508;Media and communications;0.9990673661231995;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9986954927444458;RDF203;Electrical engineering, computer engineering, and information engineering;0.9984542727470398;RDF102;Computer and information sciences;0.9983158111572266
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.28003257513046265;RDF40;Agricultural and veterinary sciences;0.24520471692085266;RDF30;Medical, health and life sciences;0.18097926676273346;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9972207546234131;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9959849119186401;RDF102;Computer and information sciences;0.9922218918800354;RDF203;Electrical engineering, computer engineering, and information engineering;0.9879229664802551;RDF202;Industrial, systems and processes engineering;0.9866748452186584
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.2610045075416565;RDF20-21;Engineering and technology;0.20208296179771423;RDF50;Social sciences;0.18762768805027008;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9984782338142395;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9978635907173157;RDF508;Media and communications;0.9976948499679565;RDF203;Electrical engineering, computer engineering, and information engineering;0.9969721436500549;RDF102;Computer and information sciences;0.9961755275726318
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF20-21;Engineering and technology;0.47333094477653503;RDF30;Medical, health and life sciences;0.21713034808635712;RDF10;Natural sciences;0.1741287112236023;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9971990585327148;RDF508;Media and communications;0.9970821738243103;RDF102;Computer and information sciences;0.9951231479644775;RDF202;Industrial, systems and processes engineering;0.9908123016357422;RDF303;Health sciences;0.9895311594009399
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF20-21;Engineering and technology;0.42649975419044495;RDF10;Natural sciences;0.22562922537326813;RDF50;Social sciences;0.12906283140182495;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9981104731559753;RDF203;Electrical engineering, computer engineering, and information engineering;0.9978760480880737;RDF102;Computer and information sciences;0.9978299736976624;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9957766532897949;RDF103;Physical sciences;0.995345413684845
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF20-21;Engineering and technology;0.3910563886165619;RDF10;Natural sciences;0.3471341133117676;RDF50;Social sciences;0.12870509922504425;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9982590079307556;RDF102;Computer and information sciences;0.9973060488700867;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9950659275054932;RDF105;Earth and related environmental sciences;0.993333101272583;RDF203;Electrical engineering, computer engineering, and information engineering;0.9923933744430542
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF20-21;Engineering and technology;0.30678024888038635;RDF30;Medical, health and life sciences;0.20920594036579132;RDF40;Agricultural and veterinary sciences;0.19538262486457825;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9987355470657349;RDF508;Media and communications;0.9986356496810913;RDF203;Electrical engineering, computer engineering, and information engineering;0.9962199330329895;RDF202;Industrial, systems and processes engineering;0.9947186708450317;RDF102;Computer and information sciences;0.9933459758758545
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF20-21;Engineering and technology;0.40490439534187317;RDF10;Natural sciences;0.1779291331768036;RDF50;Social sciences;0.1527865082025528;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9986060261726379;RDF508;Media and communications;0.9978635907173157;RDF601;History, archaeology and related studies;0.9974291324615479;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9973580241203308;RDF203;Electrical engineering, computer engineering, and information engineering;0.9972743988037109
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF20-21;Engineering and technology;0.6850956678390503;RDF40;Agricultural and veterinary sciences;0.08744104206562042;RDF10;Natural sciences;0.06605231761932373;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9958093166351318;RDF202;Industrial, systems and processes engineering;0.9785902500152588;RDF208;Environmental engineering and related engineering;0.9739684462547302;RDF508;Media and communications;0.9665844440460205;RDF102;Computer and information sciences;0.9658029675483704
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF20-21;Engineering and technology;0.37657108902931213;RDF50;Social sciences;0.24360790848731995;RDF10;Natural sciences;0.19612713158130646;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9990339875221252;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9984722137451172;RDF105;Earth and related environmental sciences;0.9975703358650208;RDF102;Computer and information sciences;0.9963214993476868;RDF202;Industrial, systems and processes engineering;0.9888527989387512
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF50;Social sciences;0.24424614012241364;RDF10;Natural sciences;0.19587433338165283;RDF40;Agricultural and veterinary sciences;0.1865399181842804;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9992129802703857;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9988991022109985;RDF508;Media and communications;0.9974639415740967;RDF102;Computer and information sciences;0.9970535635948181;RDF202;Industrial, systems and processes engineering;0.9966496229171753
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF20-21;Engineering and technology;0.6036905646324158;RDF10;Natural sciences;0.12385077029466629;RDF40;Agricultural and veterinary sciences;0.08765199035406113;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9966820478439331;RDF102;Computer and information sciences;0.991635799407959;RDF105;Earth and related environmental sciences;0.9851433038711548;RDF103;Physical sciences;0.9832788705825806;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9672560095787048
43;The ethical challenges of Artificial Intelligence for start-ups;RDF40;Agricultural and veterinary sciences;0.49362584948539734;RDF20-21;Engineering and technology;0.1392335593700409;RDF30;Medical, health and life sciences;0.12876999378204346;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9991671442985535;RDF508;Media and communications;0.9986826777458191;RDF103;Physical sciences;0.9974589943885803;RDF208;Environmental engineering and related engineering;0.9948051571846008;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9946774244308472
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.2506013810634613;RDF50;Social sciences;0.181562140583992;RDF40;Agricultural and veterinary sciences;0.1692345142364502;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9989737868309021;RDF508;Media and communications;0.9983157515525818;RDF203;Electrical engineering, computer engineering, and information engineering;0.9977569580078125;RDF102;Computer and information sciences;0.99156254529953;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9909272193908691
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF40;Agricultural and veterinary sciences;0.3739100396633148;RDF20-21;Engineering and technology;0.32868799567222595;RDF50;Social sciences;0.09154115617275238;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9989877343177795;RDF508;Media and communications;0.9980006217956543;RDF102;Computer and information sciences;0.9974441528320312;RDF203;Electrical engineering, computer engineering, and information engineering;0.9928370118141174;RDF103;Physical sciences;0.9895210862159729
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF10;Natural sciences;0.34881943464279175;RDF20-21;Engineering and technology;0.16933824121952057;RDF30;Medical, health and life sciences;0.16736538708209991;RDF102;Computer and information sciences;0.9992649555206299;RDF302;Clinical medicine;0.9989657402038574;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9984988570213318;RDF503;Education;0.9978966116905212;RDF303;Health sciences;0.9974934458732605
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.38322293758392334;RDF40;Agricultural and veterinary sciences;0.27441248297691345;RDF10;Natural sciences;0.16037631034851074;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9985335469245911;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9967962503433228;RDF203;Electrical engineering, computer engineering, and information engineering;0.9958820343017578;RDF102;Computer and information sciences;0.9925969839096069;RDF103;Physical sciences;0.9894499182701111
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF20-21;Engineering and technology;0.42249879240989685;RDF50;Social sciences;0.24692314863204956;RDF10;Natural sciences;0.18493691086769104;RDF102;Computer and information sciences;0.9976813793182373;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9972955584526062;RDF105;Earth and related environmental sciences;0.9962418675422668;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9959535598754883;RDF508;Media and communications;0.9896318912506104
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF40;Agricultural and veterinary sciences;0.23793144524097443;RDF50;Social sciences;0.22482940554618835;RDF10;Natural sciences;0.1999674141407013;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9982178211212158;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9969366192817688;RDF102;Computer and information sciences;0.9943526387214661;RDF202;Industrial, systems and processes engineering;0.9935368895530701;RDF103;Physical sciences;0.9934865236282349
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF40;Agricultural and veterinary sciences;0.2660483717918396;RDF20-21;Engineering and technology;0.19578897953033447;RDF10;Natural sciences;0.19464513659477234;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9990619421005249;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9989837408065796;RDF508;Media and communications;0.9987791776657104;RDF203;Electrical engineering, computer engineering, and information engineering;0.9975225925445557;RDF102;Computer and information sciences;0.9957848787307739
