;sequence;code_d_1;labels_d_1;scores_d_1;code_d_2;labels_d_2;scores_d_2;code_d_3;labels_d_3;scores_d_3;code_d_4;labels_d_4;scores_d_4;code_d_5;labels_d_5;scores_d_5;code_d_6;labels_d_6;scores_d_6
10;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Études autochtones);RDF30;Medical, health and life sciences;0.7287636995315552;RDF50;Social sciences;0.10597985237836838;RDF10;Natural sciences;0.06056267023086548;RDF60;Humanities and the arts;0.04634440690279007;RDF20-21;Engineering and technology;0.03344587981700897;RDF40;Agricultural and veterinary sciences;0.02490346133708954
11;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Sciences sociales multi- ou interdisciplinaires);RDF50;Social sciences;0.9801720976829529;RDF30;Medical, health and life sciences;0.005794266238808632;RDF60;Humanities and the arts;0.004655823577195406;RDF20-21;Engineering and technology;0.004289145581424236;RDF10;Natural sciences;0.0028460477478802204;RDF40;Agricultural and veterinary sciences;0.002242631744593382
12;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra (nan);RDF20-21;Engineering and technology;0.8878446221351624;RDF60;Humanities and the arts;0.050081122666597366;RDF30;Medical, health and life sciences;0.03300980105996132;RDF10;Natural sciences;0.020961826667189598;RDF50;Social sciences;0.006330868229269981;RDF40;Agricultural and veterinary sciences;0.0017718069721013308
13;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Beaux-arts, recherche-création);RDF60;Humanities and the arts;0.6348140835762024;RDF50;Social sciences;0.1777508705854416;RDF20-21;Engineering and technology;0.09065337479114532;RDF30;Medical, health and life sciences;0.073628731071949;RDF10;Natural sciences;0.01330444123595953;RDF40;Agricultural and veterinary sciences;0.009848475456237793
14;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Beaux-arts, recherche-création);RDF60;Humanities and the arts;0.4238111972808838;RDF10;Natural sciences;0.2616129517555237;RDF30;Medical, health and life sciences;0.12875118851661682;RDF50;Social sciences;0.06905027478933334;RDF20-21;Engineering and technology;0.06771472096443176;RDF40;Agricultural and veterinary sciences;0.049059703946113586
15;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Études littéraires);RDF30;Medical, health and life sciences;0.5893253087997437;RDF40;Agricultural and veterinary sciences;0.12057939171791077;RDF20-21;Engineering and technology;0.0994769036769867;RDF50;Social sciences;0.08525345474481583;RDF60;Humanities and the arts;0.06485741585493088;RDF10;Natural sciences;0.04050753638148308
16;Une deuxième peau à vif: vêtement, genre et violence dans la Bible hébraïque (Philosophie, études classiques, religieuses et médiévales);RDF30;Medical, health and life sciences;0.24896782636642456;RDF60;Humanities and the arts;0.19163736701011658;RDF50;Social sciences;0.15338462591171265;RDF20-21;Engineering and technology;0.15189401805400848;RDF10;Natural sciences;0.12941531836986542;RDF40;Agricultural and veterinary sciences;0.12470081448554993
17;Plateforme intégrée de caractérisation expérimentale/numérique pour la conception de matériaux poreux innovants (Génie mécanique);RDF20-21;Engineering and technology;0.6712120771408081;RDF10;Natural sciences;0.11772630363702774;RDF30;Medical, health and life sciences;0.08210598677396774;RDF60;Humanities and the arts;0.06900526583194733;RDF50;Social sciences;0.036541204899549484;RDF40;Agricultural and veterinary sciences;0.023409176617860794
18;"Le ""patient expert"": enjeux épistémiques et normatifs (Philosophie, études classiques, religieuses et médiévales)";RDF30;Medical, health and life sciences;0.8812751173973083;RDF10;Natural sciences;0.06434005498886108;RDF50;Social sciences;0.019951092079281807;RDF60;Humanities and the arts;0.015782613307237625;RDF40;Agricultural and veterinary sciences;0.010350490920245647;RDF20-21;Engineering and technology;0.008300624787807465
19;Les données numériques en santé: peut-on bâtir la confiance (nan);RDF30;Medical, health and life sciences;0.5780826807022095;RDF10;Natural sciences;0.17083920538425446;RDF50;Social sciences;0.12437982857227325;RDF20-21;Engineering and technology;0.08020768314599991;RDF40;Agricultural and veterinary sciences;0.023767299950122833;RDF60;Humanities and the arts;0.022723253816366196
20;Privilège des minoritaires et inégalités épistémiques: une perspective féministe et décoloniale sur la reconnaissance des savoirs expérientiels dans la lutte contre la pauvreté au Québec et en Belgique francophone (Sociologie, démographie et domaines connexes);RDF50;Social sciences;0.9392675757408142;RDF60;Humanities and the arts;0.025128599256277084;RDF30;Medical, health and life sciences;0.01872877962887287;RDF20-21;Engineering and technology;0.006529631093144417;RDF10;Natural sciences;0.00626723188906908;RDF40;Agricultural and veterinary sciences;0.004078165628015995
21;L'esthétique moyenne ou la coupe régulière (Sociologie, démographie et domaines connexes);RDF50;Social sciences;0.9488848447799683;RDF60;Humanities and the arts;0.0298243910074234;RDF30;Medical, health and life sciences;0.007076999172568321;RDF10;Natural sciences;0.005228453781455755;RDF40;Agricultural and veterinary sciences;0.00516754062846303;RDF20-21;Engineering and technology;0.0038177550304681063
