;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.34363335371017456;RDF50;Social sciences;0.3330608606338501;RDF30;Medical, health and life sciences;0.09730559587478638;RDF102;Computer and information sciences;0.9606574773788452;RDF202;Industrial, systems and processes engineering;0.17412923276424408;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.12721826136112213;RDF507;Social and economic geography;0.08151976019144058;RDF203;Electrical engineering, computer engineering, and information engineering;0.07081620395183563
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8986420631408691;RDF10;Natural sciences;0.04837629199028015;RDF50;Social sciences;0.016459204256534576;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.23265866935253143;RDF104;Chemical sciences;0.04742587357759476;RDF202;Industrial, systems and processes engineering;0.03138042986392975;RDF208;Environmental engineering and related engineering;0.026963500306010246;RDF105;Earth and related environmental sciences;0.018546564504504204
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF40;Agricultural and veterinary sciences;0.276843398809433;RDF20-21;Engineering and technology;0.21518518030643463;RDF60;Humanities and the arts;0.1900857836008072;RDF102;Computer and information sciences;0.9862576723098755;RDF104;Chemical sciences;0.5355842709541321;RDF105;Earth and related environmental sciences;0.491211861371994;RDF508;Media and communications;0.42009395360946655;RDF404;Agricultural biotechnology and food sciences;0.3199707269668579
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.40317562222480774;RDF60;Humanities and the arts;0.2814619541168213;RDF50;Social sciences;0.11261575669050217;RDF404;Agricultural biotechnology and food sciences;0.9612438082695007;RDF503;Education;0.936517596244812;RDF303;Health sciences;0.9289262890815735;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2683658003807068;RDF507;Social and economic geography;0.24436300992965698
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF50;Social sciences;0.31915852427482605;RDF20-21;Engineering and technology;0.3081330358982086;RDF60;Humanities and the arts;0.23078098893165588;RDF102;Computer and information sciences;0.942506730556488;RDF508;Media and communications;0.9343951940536499;RDF507;Social and economic geography;0.7655933499336243;RDF203;Electrical engineering, computer engineering, and information engineering;0.2088235765695572;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.12549345195293427
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9458316564559937;RDF20-21;Engineering and technology;0.02946828491985798;RDF60;Humanities and the arts;0.01257552020251751;RDF504;Sociology and related studies;0.7520125508308411;RDF509;Other social sciences;0.2889702320098877;RDF507;Social and economic geography;0.25312182307243347;RDF502;Economics and business administration;0.07423137128353119;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.044680871069431305
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF50;Social sciences;0.2551092803478241;RDF60;Humanities and the arts;0.23227964341640472;RDF10;Natural sciences;0.19713318347930908;RDF106;Biological sciences;0.9399133324623108;RDF303;Health sciences;0.017045317217707634;RDF605;Other humanities;0.01353214867413044;RDF509;Other social sciences;0.006192990578711033;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0055549247190356255
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.6789517402648926;RDF20-21;Engineering and technology;0.16834557056427002;RDF50;Social sciences;0.05886446312069893;RDF508;Media and communications;0.9902161359786987;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9569571614265442;RDF605;Other humanities;0.8059378862380981;RDF404;Agricultural biotechnology and food sciences;0.4990234673023224;RDF507;Social and economic geography;0.3009510040283203
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.8962481617927551;RDF50;Social sciences;0.06099045276641846;RDF20-21;Engineering and technology;0.016804637387394905;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9518632292747498;RDF507;Social and economic geography;0.7017130851745605;RDF605;Other humanities;0.524394690990448;RDF508;Media and communications;0.30259713530540466;RDF506;Political science and policy administration;0.022116590291261673
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF20-21;Engineering and technology;0.6418749094009399;RDF10;Natural sciences;0.16134324669837952;RDF30;Medical, health and life sciences;0.10810938477516174;RDF106;Biological sciences;0.963230550289154;RDF207;Medical and biomedical engineering;0.8947895169258118;RDF301;Basic medicine and life sciences;0.8692713379859924;RDF303;Health sciences;0.24077458679676056;RDF203;Electrical engineering, computer engineering, and information engineering;0.2133771777153015
53;Impact Award: Insight;RDF30;Medical, health and life sciences;0.33880868554115295;RDF40;Agricultural and veterinary sciences;0.18565183877944946;RDF20-21;Engineering and technology;0.17715021967887878;RDF508;Media and communications;0.9857180714607239;RDF404;Agricultural biotechnology and food sciences;0.9700134992599487;RDF104;Chemical sciences;0.9695556163787842;RDF202;Industrial, systems and processes engineering;0.9403530359268188;RDF503;Education;0.9390248656272888
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.3422136902809143;RDF20-21;Engineering and technology;0.23704449832439423;RDF50;Social sciences;0.16165030002593994;RDF104;Chemical sciences;0.9805806279182434;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.01484241709113121;RDF205;Chemical engineering;0.014728614129126072;RDF605;Other humanities;0.005060331895947456;RDF105;Earth and related environmental sciences;0.004264634568244219
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9301515817642212;RDF50;Social sciences;0.030608724802732468;RDF20-21;Engineering and technology;0.013062200509011745;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.77390056848526;RDF508;Media and communications;0.2895725667476654;RDF507;Social and economic geography;0.26057755947113037;RDF605;Other humanities;0.032344333827495575;RDF404;Agricultural biotechnology and food sciences;0.008315778337419033
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9176189303398132;RDF50;Social sciences;0.04825356602668762;RDF10;Natural sciences;0.014152726158499718;RDF508;Media and communications;0.39779219031333923;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2429233193397522;RDF208;Environmental engineering and related engineering;0.06008664891123772;RDF605;Other humanities;0.05665242671966553;RDF105;Earth and related environmental sciences;0.016914913430809975
