;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.817066490650177;RDF106;Biological sciences;0.9969722032546997;RDF107;Other natural sciences;0.3071501553058624;RDF101;Mathematics and statistics;0.0035380860790610313
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.8988481163978577;RDF211;Nano-technology;0.9709092378616333;RDF207;Medical and biomedical engineering;0.35692283511161804;RDF210;Industrial biotechnology;0.21967211365699768
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.9735691547393799;RDF304;Medical biotechnology;0.9219218492507935;RDF303;Health sciences;0.6175702810287476;RDF301;Basic medicine and life sciences;0.3515336215496063
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.6378331184387207;RDF303;Health sciences;0.9676557183265686;RDF305;Other medical sciences;0.411583811044693;RDF302;Clinical medicine;0.18713267147541046
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.9320961236953735;RDF503;Education;0.9773707985877991;RDF507;Social and economic geography;0.04208773002028465;RDF509;Other social sciences;0.03649376705288887
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.9473822712898254;RDF103;Physical sciences;0.9964618682861328;RDF104;Chemical sciences;0.010489091277122498;RDF107;Other natural sciences;0.003945406526327133
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.8824631571769714;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7956581115722656;RDF208;Environmental engineering and related engineering;0.23265865445137024;RDF212;Other engineering and technologies;0.12808825075626373
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.6769655346870422;RDF506;Political science and policy administration;0.8783142566680908;RDF503;Education;0.01897803694009781;RDF509;Other social sciences;0.005060331895947456
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.7364228367805481;RDF501;Psychology and cognitive sciences;0.05146276578307152;RDF509;Other social sciences;0.021948255598545074;RDF504;Sociology and related studies;0.01065251138061285
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.46854859590530396;RDF106;Biological sciences;0.9853843450546265;RDF107;Other natural sciences;0.933673083782196;RDF103;Physical sciences;0.018689308315515518
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9861147403717041;RDF204;Mechanical engineering;0.9848109483718872;RDF202;Industrial, systems and processes engineering;0.9036349058151245;RDF212;Other engineering and technologies;0.7554566264152527
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF20-21;Engineering and technology;0.8713012337684631;RDF212;Other engineering and technologies;0.0014550630003213882;RDF207;Medical and biomedical engineering;0.0008830458973534405;RDF211;Nano-technology;7.484622619813308e-05
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.9927937984466553;RDF203;Electrical engineering, computer engineering, and information engineering;0.043042849749326706;RDF212;Other engineering and technologies;0.04146227240562439;RDF202;Industrial, systems and processes engineering;0.009708477184176445
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF20-21;Engineering and technology;0.6483259201049805;RDF204;Mechanical engineering;0.9693242311477661;RDF207;Medical and biomedical engineering;0.946596622467041;RDF212;Other engineering and technologies;0.31447145342826843
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.9147655367851257;RDF506;Political science and policy administration;0.9175984859466553;RDF509;Other social sciences;0.0022518474142998457;RDF502;Economics and business administration;0.0020190139766782522
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7288272976875305;RDF304;Medical biotechnology;0.9955316185951233;RDF303;Health sciences;0.9934101700782776;RDF302;Clinical medicine;0.8958876132965088
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.9899907112121582;RDF206;Materials engineering and resources engineering;0.9853843450546265;RDF205;Chemical engineering;0.8615381717681885;RDF203;Electrical engineering, computer engineering, and information engineering;0.12721826136112213
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.5077993869781494;RDF106;Biological sciences;0.9872772693634033;RDF104;Chemical sciences;0.9623913764953613;RDF107;Other natural sciences;0.3268083333969116
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF20-21;Engineering and technology;0.7081311345100403;RDF212;Other engineering and technologies;0.006903837900608778;RDF203;Electrical engineering, computer engineering, and information engineering;0.0059110685251653194;RDF206;Materials engineering and resources engineering;0.001957016997039318
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF50;Social sciences;0.47146692872047424;RDF503;Education;0.06142404302954674;RDF507;Social and economic geography;0.011508150026202202;RDF506;Political science and policy administration;0.003945406526327133
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.7307319045066833;RDF212;Other engineering and technologies;0.0037654140032827854;RDF206;Materials engineering and resources engineering;0.001325022429227829;RDF202;Industrial, systems and processes engineering;0.0009547316585667431
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.631584644317627;RDF106;Biological sciences;0.9959298372268677;RDF107;Other natural sciences;0.0039454069919884205;RDF104;Chemical sciences;0.00022693384380545467
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.66900634765625;RDF304;Medical biotechnology;0.7918210625648499;RDF303;Health sciences;0.7918210625648499;RDF301;Basic medicine and life sciences;0.6306280493736267
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.955704927444458;RDF303;Health sciences;0.9928231239318848;RDF302;Clinical medicine;0.9730364680290222;RDF301;Basic medicine and life sciences;0.8238958716392517
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF60;Humanities and the arts;0.5206473469734192;RDF602;Languages and literature;0.09704755991697311;RDF605;Other humanities;0.03622005507349968;RDF603;Philosophy;0.015072628855705261
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF40;Agricultural and veterinary sciences;0.42502865195274353;RDF402;Animal and dairy sciences;0.9918752908706665;RDF404;Agricultural biotechnology and food sciences;0.9828232526779175;RDF401;Agriculture, forestry, and fisheries;0.9771973490715027
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.9834383726119995;RDF105;Earth and related environmental sciences;0.9927672147750854;RDF103;Physical sciences;0.02161533385515213;RDF101;Mathematics and statistics;0.015663648024201393
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF10;Natural sciences;0.5106291770935059;RDF104;Chemical sciences;0.9284087419509888;RDF103;Physical sciences;0.8122723698616028;RDF107;Other natural sciences;0.20850107073783875
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF20-21;Engineering and technology;0.9187236428260803;RDF212;Other engineering and technologies;0.005469274707138538;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.00041084850090555847;RDF206;Materials engineering and resources engineering;0.000265302398474887
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.628911018371582;RDF601;History, archaeology and related studies;0.983085036277771;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9118099808692932;RDF605;Other humanities;0.09636510908603668
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF30;Medical, health and life sciences;0.48857176303863525;RDF303;Health sciences;0.3589146137237549;RDF302;Clinical medicine;0.0010817153379321098;RDF305;Other medical sciences;0.0003199982165824622
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.9839218854904175;RDF212;Other engineering and technologies;0.1937568634748459;RDF203;Electrical engineering, computer engineering, and information engineering;0.05541279911994934;RDF206;Materials engineering and resources engineering;0.00015356240328401327
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9863294959068298;RDF202;Industrial, systems and processes engineering;0.47073662281036377;RDF208;Environmental engineering and related engineering;0.19620941579341888;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.023870833218097687
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.9830580949783325;RDF203;Electrical engineering, computer engineering, and information engineering;0.6710395216941833;RDF212;Other engineering and technologies;0.4342213571071625;RDF206;Materials engineering and resources engineering;0.004755199886858463
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF10;Natural sciences;0.763418436050415;RDF107;Other natural sciences;0.18713267147541046;RDF105;Earth and related environmental sciences;0.13251455128192902;RDF106;Biological sciences;0.023509453982114792
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.887226402759552;RDF212;Other engineering and technologies;0.8227595090866089;RDF203;Electrical engineering, computer engineering, and information engineering;0.16398024559020996;RDF206;Materials engineering and resources engineering;0.007815889082849026
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9950801730155945;RDF509;Other social sciences;0.39152228832244873;RDF504;Sociology and related studies;0.30881521105766296;RDF507;Social and economic geography;0.08945459872484207
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.821713387966156;RDF304;Medical biotechnology;0.013020490296185017;RDF303;Health sciences;0.010818448849022388;RDF301;Basic medicine and life sciences;0.0022170129232108593
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.745122492313385;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9801293015480042;RDF605;Other humanities;0.04672495648264885;RDF601;History, archaeology and related studies;0.00025714197545312345
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.967735230922699;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.974821150302887;RDF601;History, archaeology and related studies;0.2855711579322815;RDF605;Other humanities;0.020645931363105774
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.46434158086776733;RDF106;Biological sciences;0.7466935515403748;RDF107;Other natural sciences;0.049589019268751144;RDF103;Physical sciences;0.0002611903182696551
53;Impact Award: Insight;RDF60;Humanities and the arts;0.703345537185669;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9759464859962463;RDF601;History, archaeology and related studies;0.13432104885578156;RDF605;Other humanities;0.06052939221262932
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF20-21;Engineering and technology;0.5659533739089966;RDF205;Chemical engineering;0.004264634568244219;RDF212;Other engineering and technologies;0.0007208380266092718;RDF206;Materials engineering and resources engineering;0.00015843621804378927
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9804556369781494;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8914335370063782;RDF605;Other humanities;0.03384403511881828;RDF601;History, archaeology and related studies;0.004198795184493065
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9845908880233765;RDF601;History, archaeology and related studies;0.29098087549209595;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.06008664891123772;RDF605;Other humanities;0.03676946461200714
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5372610688209534;RDF207;Medical and biomedical engineering;0.8524448275566101;RDF210;Industrial biotechnology;0.09401018172502518;RDF205;Chemical engineering;0.024609927088022232
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF30;Medical, health and life sciences;0.6316091418266296;RDF304;Medical biotechnology;0.993096113204956;RDF303;Health sciences;0.9874720573425293;RDF302;Clinical medicine;0.9441768527030945
59;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Literature);RDF60;Humanities and the arts;0.9493756890296936;RDF602;Languages and literature;0.9918121099472046;RDF601;History, archaeology and related studies;0.5438324809074402;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.034618835896253586
60;Using a point-of-care electrophysiological method to study the impact of neuro-sacral function on recovery after acute spinal cord injury;RDF30;Medical, health and life sciences;0.9292537569999695;RDF302;Clinical medicine;0.9416541457176208;RDF303;Health sciences;0.9246877431869507;RDF305;Other medical sciences;0.8701565861701965
61;Local intersectoral networks and institutional transformations: how can local actors promote social innovations? (Education);RDF50;Social sciences;0.9717645645141602;RDF503;Education;0.9925392866134644;RDF507;Social and economic geography;0.8812066316604614;RDF504;Sociology and related studies;0.034100424498319626
62;Plasma biomarkers of Alzheimer's disease in insomnia before and after cognitive behavioral therapy for insomnia;RDF30;Medical, health and life sciences;0.93524569272995;RDF303;Health sciences;0.9923638105392456;RDF304;Medical biotechnology;0.9835969805717468;RDF302;Clinical medicine;0.9785493016242981
63;Developing algorithm aided fabrication methods for polyhedral structures (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.998503565788269;RDF202;Industrial, systems and processes engineering;0.03258974477648735;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02822098694741726;RDF212;Other engineering and technologies;0.012241275049746037
64;SARS-CoV-2 Spike conformation: impact on Fc-mediated effector functions (Virology & Viral Pathogenesis);RDF30;Medical, health and life sciences;0.9600428342819214;RDF303;Health sciences;0.9603611826896667;RDF304;Medical biotechnology;0.9594592452049255;RDF301;Basic medicine and life sciences;0.891433596611023
65;Questions in number theory (Mathematics and Statistics);RDF20-21;Engineering and technology;0.3738819360733032;RDF212;Other engineering and technologies;0.0004802972252946347;RDF202;Industrial, systems and processes engineering;0.00045831286115571856;RDF208;Environmental engineering and related engineering;0.00012731103925034404
66;The mammalian target of rapamycin provides the female rodent heart sex-dependent resistance to ischemic damage (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.4927941858768463;RDF304;Medical biotechnology;0.9849274158477783;RDF301;Basic medicine and life sciences;0.9136765003204346;RDF303;Health sciences;0.5828472375869751
67;The CAnadian Mother-ChIld COLlaborative Training Platform - The CAMCCO-L Training Platform (Health Research Training Platform);RDF30;Medical, health and life sciences;0.4932701885700226;RDF303;Health sciences;0.8875949382781982;RDF305;Other medical sciences;0.37210583686828613;RDF301;Basic medicine and life sciences;0.3387877345085144
68;Life course body fatness and physical activity, and ovarian cancer etiology (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.8250414729118347;RDF303;Health sciences;0.9801293015480042;RDF301;Basic medicine and life sciences;0.8933094143867493;RDF304;Medical biotechnology;0.45132651925086975
69;Modeling cue-triggered relapse to cocaine use in rats (Behavioural Sciences – Neurobiological Basis of Behavioural Processes);RDF30;Medical, health and life sciences;0.8558753132820129;RDF301;Basic medicine and life sciences;0.0772387906908989;RDF304;Medical biotechnology;0.025760561227798462;RDF303;Health sciences;0.007937993854284286
70;Exploring emotional underpinnings of audit work amidst the rise of the digital age;RDF50;Social sciences;0.5188746452331543;RDF501;Psychology and cognitive sciences;0.8233283758163452;RDF502;Economics and business administration;0.8164063692092896;RDF509;Other social sciences;0.03358950465917587
71;Moving towards culturally safe services for Indigenous people in forensic mental health: A Partnership Development Programme;RDF30;Medical, health and life sciences;0.9751045107841492;RDF303;Health sciences;0.9693242311477661;RDF305;Other medical sciences;0.004331501666456461;RDF302;Clinical medicine;0.0008693674462847412
72;Development of functional language brain networks: a multimodal neuroimaging approach (Physics);RDF10;Natural sciences;0.9578430652618408;RDF103;Physical sciences;0.28537195920944214;RDF106;Biological sciences;0.167763352394104;RDF107;Other natural sciences;0.0060035958886146545
73;Une deuxième peau à vif: vêtement, genre et violence dans la Bible hébraïque (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.9903693795204163;RDF603;Philosophy;0.9722043871879578;RDF602;Languages and literature;0.957912266254425;RDF605;Other humanities;0.4152248799800873
74;Social Innovation through Participatory Art and Design with Youth at the Margins - Solutions for Engaging and Empowering Youth with Trans-Atlantic Mirroring (Social Innovation);RDF60;Humanities and the arts;0.48376309871673584;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.6802417039871216;RDF605;Other humanities;0.0020829709246754646;RDF603;Philosophy;0.00024536947603337467
75;Assessment of renal function in adults born preterm: The HAPI-Kidney study (Clinical Investigation – Reproduction, Maternal, Child and Youth Health);RDF30;Medical, health and life sciences;0.9823205471038818;RDF302;Clinical medicine;0.9891815781593323;RDF303;Health sciences;0.9878528118133545;RDF301;Basic medicine and life sciences;0.728168785572052
76;Unveiling the Role of Cellular Aging in Postmenopausal Syndrome: Rationale for Senolytic-Based Strategies to Enhance Women's Health;RDF30;Medical, health and life sciences;0.7835978865623474;RDF303;Health sciences;0.9905142188072205;RDF304;Medical biotechnology;0.9591542482376099;RDF302;Clinical medicine;0.9281487464904785
77;Optimizing the Ageing Brain? Situating Ethical Aspects of Dementia Prevention (BEAD);RDF30;Medical, health and life sciences;0.9630036950111389;RDF303;Health sciences;0.9939024448394775;RDF305;Other medical sciences;0.9155071973800659;RDF304;Medical biotechnology;0.8910549879074097
78;Multicommunicating during team meetings and its effect on team functioning;RDF50;Social sciences;0.3958125710487366;RDF501;Psychology and cognitive sciences;0.9732407331466675;RDF508;Media and communications;0.9664104580879211;RDF504;Sociology and related studies;0.4539879858493805
79;Transitioning from late adolescence into emerging adulthood: The role of past and current parenting (Psychology);RDF30;Medical, health and life sciences;0.5899516940116882;RDF303;Health sciences;0.001081715221516788;RDF301;Basic medicine and life sciences;0.0002694791473913938;RDF305;Other medical sciences;0.000265302398474887
80;Plateforme intégrée de caractérisation expérimentale/numérique pour la conception de matériaux poreux innovants (Mechanical Engineering);RDF20-21;Engineering and technology;0.99736088514328;RDF204;Mechanical engineering;0.9984752535820007;RDF211;Nano-technology;0.37934964895248413;RDF206;Materials engineering and resources engineering;0.04535258188843727
81;How Peers in Healthcare Teams Transform Homelessness Prevention and Care Practices: A Participatory Multiple Case Study;RDF30;Medical, health and life sciences;0.9724940061569214;RDF303;Health sciences;0.9903663396835327;RDF305;Other medical sciences;0.3487837612628937;RDF301;Basic medicine and life sciences;0.3090237081050873
82;Online stochastic optimization for dynamic operations management systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9978325366973877;RDF202;Industrial, systems and processes engineering;0.6457903385162354;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0060035958886146545;RDF212;Other engineering and technologies;0.0039454069919884205
83;Assessing latent-structure models in natural language processing with artificial datasets (Computer Science);RDF20-21;Engineering and technology;0.9937319159507751;RDF203;Electrical engineering, computer engineering, and information engineering;0.7534666657447815;RDF212;Other engineering and technologies;0.004331501666456461;RDF206;Materials engineering and resources engineering;0.0006166297243908048
84;Electroactive Self-Assembled Monolayers: Putting Surface-Confined Redox Reactions to Work (Chemistry);RDF20-21;Engineering and technology;0.960041880607605;RDF205;Chemical engineering;0.2683658003807068;RDF206;Materials engineering and resources engineering;0.07263670861721039;RDF212;Other engineering and technologies;0.008187909610569477
85;Role of SCPPPQ1, a junctional epithelium protein, in maintaining periodontal integrity and health (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9800134301185608;RDF303;Health sciences;0.989751398563385;RDF304;Medical biotechnology;0.9795114398002625;RDF302;Clinical medicine;0.9734434485435486
86;What dreams may come: How cinema shapes the language, experience, and images of dreaming (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9806656837463379;RDF508;Media and communications;0.17217186093330383;RDF503;Education;0.026963500306010246;RDF504;Sociology and related studies;0.01542455330491066
87;Supramolecular strategies to target cellular membranes (Chemistry);RDF20-21;Engineering and technology;0.5382058024406433;RDF205;Chemical engineering;0.341802179813385;RDF211;Nano-technology;0.11201594769954681;RDF212;Other engineering and technologies;0.005469274707138538
88;Geopolitics, bargaining, and firm selection along the Belt and Road;RDF50;Social sciences;0.9734858870506287;RDF506;Political science and policy administration;0.9773708581924438;RDF502;Economics and business administration;0.06954174488782883;RDF509;Other social sciences;0.05877655744552612
89;Role of neuron-glia interactions in sensori-motor integration in mastication (Movement & Exercise);RDF30;Medical, health and life sciences;0.5939280986785889;RDF304;Medical biotechnology;0.896975576877594;RDF303;Health sciences;0.5358271598815918;RDF302;Clinical medicine;0.0541987344622612
90;Dual-Energy Cone-Beam CT as an online quantitative imaging modality for adaptive radiotherapy (Physics);RDF30;Medical, health and life sciences;0.8284014463424683;RDF302;Clinical medicine;0.012527932412922382;RDF305;Other medical sciences;0.007460644003003836;RDF301;Basic medicine and life sciences;0.006289901677519083
91;"Le ""patient expert"": enjeux épistémiques et normatifs (Philosophy, medieval studies, classics, religious)";RDF60;Humanities and the arts;0.7319901585578918;RDF603;Philosophy;0.9609516859054565;RDF602;Languages and literature;0.9572778344154358;RDF605;Other humanities;0.9473810791969299
92;Les données numériques en santé: peut-on bâtir la confiance;RDF30;Medical, health and life sciences;0.5137757062911987;RDF303;Health sciences;0.9606574773788452;RDF301;Basic medicine and life sciences;0.318909227848053;RDF305;Other medical sciences;0.17497345805168152
93;Role of ARF1 as a key GTPAse regulating immune surveillance in breast cancer;RDF30;Medical, health and life sciences;0.8782853484153748;RDF303;Health sciences;0.9859363436698914;RDF304;Medical biotechnology;0.9820138216018677;RDF302;Clinical medicine;0.9525741338729858
94;Critical Replacement of Thermogravimetric Analyzer to Leverage Materials Discovery and Innovation (Chemistry);RDF20-21;Engineering and technology;0.9933558106422424;RDF205;Chemical engineering;0.9905873537063599;RDF206;Materials engineering and resources engineering;0.6055658459663391;RDF212;Other engineering and technologies;0.002590979216620326
95;Partnering with Canadian Youth to Co-Design a Toolkit to Support Youth who Experience Climate-Related Distress;RDF10;Natural sciences;0.3614596724510193;RDF105;Earth and related environmental sciences;0.9230391383171082;RDF107;Other natural sciences;0.05223086103796959;RDF103;Physical sciences;0.013020490296185017
96;Family Acculturation: Identity, Legitimacy, and the Marketplace;RDF50;Social sciences;0.9121274352073669;RDF501;Psychology and cognitive sciences;0.8807970881462097;RDF508;Media and communications;0.8534247875213623;RDF504;Sociology and related studies;0.8003801107406616
97;Low-Resource Text Understanding (Computer Science);RDF20-21;Engineering and technology;0.9940940737724304;RDF203;Electrical engineering, computer engineering, and information engineering;0.47037169337272644;RDF212;Other engineering and technologies;0.005730246659368277;RDF206;Materials engineering and resources engineering;0.0007208380266092718
98;Privilège des minoritaires et inégalités épistémiques: une perspective féministe et décoloniale sur la reconnaissance des savoirs expérientiels dans la lutte contre la pauvreté au Québec et en Belgique francophone (Sociology, demography and related fields);RDF50;Social sciences;0.9591180682182312;RDF504;Sociology and related studies;0.9693242311477661;RDF507;Social and economic geography;0.8976953029632568;RDF506;Political science and policy administration;0.3846159279346466
