;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.9787606000900269;RDF50;Social sciences;0.007020167540758848;RDF10;Natural sciences;0.006751229055225849;RDF303;Health sciences;0.982557475566864;RDF302;Clinical medicine;0.9788748621940613;RDF301;Basic medicine and life sciences;0.35420966148376465;RDF305;Other medical sciences;0.13296423852443695;RDF304;Medical biotechnology;0.037892427295446396
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.8331210613250732;RDF50;Social sciences;0.07629092782735825;RDF10;Natural sciences;0.03547857329249382;RDF603;Philosophy;0.9914887547492981;RDF602;Languages and literature;0.18624301254749298;RDF601;History, archaeology and related studies;0.17809657752513885;RDF605;Other humanities;0.07263670861721039;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;6.814872904215008e-05
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.817066490650177;RDF30;Medical, health and life sciences;0.14735282957553864;RDF20-21;Engineering and technology;0.029761645942926407;RDF106;Biological sciences;0.9969722032546997;RDF107;Other natural sciences;0.3071501553058624;RDF101;Mathematics and statistics;0.0035380860790610313;RDF104;Chemical sciences;0.0028449096716940403;RDF103;Physical sciences;0.0004108485591132194
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.8988481163978577;RDF30;Medical, health and life sciences;0.0816691666841507;RDF10;Natural sciences;0.010222094133496284;RDF211;Nano-technology;0.9709092378616333;RDF207;Medical and biomedical engineering;0.35692283511161804;RDF210;Industrial biotechnology;0.21967211365699768;RDF206;Materials engineering and resources engineering;0.09807932376861572;RDF209;Environmental biotechnology;0.04146227613091469
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.9735691547393799;RDF20-21;Engineering and technology;0.017692774534225464;RDF10;Natural sciences;0.006663160398602486;RDF304;Medical biotechnology;0.9219218492507935;RDF303;Health sciences;0.6175702810287476;RDF301;Basic medicine and life sciences;0.3515336215496063;RDF305;Other medical sciences;0.23792989552021027;RDF302;Clinical medicine;0.030675802379846573
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.6378331184387207;RDF50;Social sciences;0.30843594670295715;RDF60;Humanities and the arts;0.025120936334133148;RDF303;Health sciences;0.9676557183265686;RDF305;Other medical sciences;0.411583811044693;RDF302;Clinical medicine;0.18713267147541046;RDF301;Basic medicine and life sciences;0.04023794084787369;RDF304;Medical biotechnology;0.003027834929525852
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.9320961236953735;RDF60;Humanities and the arts;0.03061286360025406;RDF20-21;Engineering and technology;0.015881745144724846;RDF503;Education;0.9773707985877991;RDF507;Social and economic geography;0.04208773002028465;RDF509;Other social sciences;0.03649376705288887;RDF504;Sociology and related studies;0.03622005507349968;RDF502;Economics and business administration;0.00628990214318037
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.9473822712898254;RDF20-21;Engineering and technology;0.04430965706706047;RDF30;Medical, health and life sciences;0.0034167941194027662;RDF103;Physical sciences;0.9964618682861328;RDF104;Chemical sciences;0.010489091277122498;RDF107;Other natural sciences;0.003945406526327133;RDF101;Mathematics and statistics;0.0006361911655403674;RDF105;Earth and related environmental sciences;6.205050158314407e-05
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.8824631571769714;RDF10;Natural sciences;0.10959365963935852;RDF60;Humanities and the arts;0.004086615052074194;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7956581115722656;RDF208;Environmental engineering and related engineering;0.23265865445137024;RDF212;Other engineering and technologies;0.12808825075626373;RDF204;Mechanical engineering;0.09773431718349457;RDF206;Materials engineering and resources engineering;0.05707139894366264
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.6769655346870422;RDF30;Medical, health and life sciences;0.11401959508657455;RDF60;Humanities and the arts;0.07836444675922394;RDF506;Political science and policy administration;0.8783142566680908;RDF503;Education;0.01897803694009781;RDF509;Other social sciences;0.005060331895947456;RDF505;Law and legal practice;0.0020829709246754646;RDF508;Media and communications;0.0014325366355478764
