;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.9787606000900269;RDF50;Social sciences;0.007020167540758848;RDF10;Natural sciences;0.006751229055225849;RDF303;Health sciences;0.982557475566864;RDF302;Clinical medicine;0.9788748621940613;RDF207;Medical and biomedical engineering;0.9102267026901245;RDF106;Biological sciences;0.38116198778152466;RDF301;Basic medicine and life sciences;0.35420966148376465
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.8331210613250732;RDF50;Social sciences;0.07629092782735825;RDF10;Natural sciences;0.03547857329249382;RDF603;Philosophy;0.9914887547492981;RDF503;Education;0.9783846735954285;RDF602;Languages and literature;0.18624301254749298;RDF601;History, archaeology and related studies;0.17809657752513885;RDF605;Other humanities;0.07263670861721039
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.817066490650177;RDF30;Medical, health and life sciences;0.14735282957553864;RDF20-21;Engineering and technology;0.029761645942926407;RDF106;Biological sciences;0.9969722032546997;RDF301;Basic medicine and life sciences;0.6876299977302551;RDF107;Other natural sciences;0.3071501553058624;RDF207;Medical and biomedical engineering;0.10521054267883301;RDF304;Medical biotechnology;0.07807816565036774
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.8988481163978577;RDF30;Medical, health and life sciences;0.0816691666841507;RDF10;Natural sciences;0.010222094133496284;RDF106;Biological sciences;0.9728307723999023;RDF211;Nano-technology;0.9709092378616333;RDF301;Basic medicine and life sciences;0.8269914388656616;RDF304;Medical biotechnology;0.689462423324585;RDF207;Medical and biomedical engineering;0.35692283511161804
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.9735691547393799;RDF20-21;Engineering and technology;0.017692774534225464;RDF10;Natural sciences;0.006663160398602486;RDF106;Biological sciences;0.9943580627441406;RDF207;Medical and biomedical engineering;0.9594592452049255;RDF304;Medical biotechnology;0.9219218492507935;RDF303;Health sciences;0.6175702810287476;RDF301;Basic medicine and life sciences;0.3515336215496063
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.6378331184387207;RDF50;Social sciences;0.30843594670295715;RDF60;Humanities and the arts;0.025120936334133148;RDF303;Health sciences;0.9676557183265686;RDF508;Media and communications;0.906653106212616;RDF207;Medical and biomedical engineering;0.6578682661056519;RDF501;Psychology and cognitive sciences;0.6475754380226135;RDF305;Other medical sciences;0.411583811044693
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.9320961236953735;RDF60;Humanities and the arts;0.03061286360025406;RDF20-21;Engineering and technology;0.015881745144724846;RDF503;Education;0.9773707985877991;RDF507;Social and economic geography;0.04208773002028465;RDF509;Other social sciences;0.03649376705288887;RDF504;Sociology and related studies;0.03622005507349968;RDF502;Economics and business administration;0.00628990214318037
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.9473822712898254;RDF20-21;Engineering and technology;0.04430965706706047;RDF30;Medical, health and life sciences;0.0034167941194027662;RDF103;Physical sciences;0.9964618682861328;RDF211;Nano-technology;0.056652430444955826;RDF603;Philosophy;0.034618835896253586;RDF206;Materials engineering and resources engineering;0.01798621006309986;RDF104;Chemical sciences;0.010489091277122498
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.8824631571769714;RDF10;Natural sciences;0.10959365963935852;RDF60;Humanities and the arts;0.004086615052074194;RDF103;Physical sciences;0.9618217349052429;RDF101;Mathematics and statistics;0.9365176558494568;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7956581115722656;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7511921525001526;RDF208;Environmental engineering and related engineering;0.23265865445137024
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.6769655346870422;RDF30;Medical, health and life sciences;0.11401959508657455;RDF60;Humanities and the arts;0.07836444675922394;RDF506;Political science and policy administration;0.8783142566680908;RDF503;Education;0.01897803694009781;RDF605;Other humanities;0.005641908850520849;RDF509;Other social sciences;0.005060331895947456;RDF505;Law and legal practice;0.0020829709246754646
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.7364228367805481;RDF30;Medical, health and life sciences;0.260536253452301;RDF20-21;Engineering and technology;0.001073103048838675;RDF501;Psychology and cognitive sciences;0.05146276578307152;RDF303;Health sciences;0.022116590291261673;RDF509;Other social sciences;0.021948255598545074;RDF504;Sociology and related studies;0.01065251138061285;RDF208;Environmental engineering and related engineering;0.00985985528677702
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.46854859590530396;RDF20-21;Engineering and technology;0.24690774083137512;RDF30;Medical, health and life sciences;0.16447602212429047;RDF106;Biological sciences;0.9853843450546265;RDF404;Agricultural biotechnology and food sciences;0.9728307127952576;RDF304;Medical biotechnology;0.9609516859054565;RDF301;Basic medicine and life sciences;0.9348725080490112;RDF107;Other natural sciences;0.933673083782196
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9861147403717041;RDF10;Natural sciences;0.010371743701398373;RDF40;Agricultural and veterinary sciences;0.0014825635589659214;RDF204;Mechanical engineering;0.9848109483718872;RDF101;Mathematics and statistics;0.9073122143745422;RDF202;Industrial, systems and processes engineering;0.9036349058151245;RDF103;Physical sciences;0.8910549283027649;RDF212;Other engineering and technologies;0.7554566264152527
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF20-21;Engineering and technology;0.8713012337684631;RDF10;Natural sciences;0.09680727869272232;RDF30;Medical, health and life sciences;0.01555834524333477;RDF103;Physical sciences;0.9964063763618469;RDF101;Mathematics and statistics;0.14270912110805511;RDF603;Philosophy;0.0018386653391644359;RDF212;Other engineering and technologies;0.0014550630003213882;RDF207;Medical and biomedical engineering;0.0008830458973534405
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.9927937984466553;RDF10;Natural sciences;0.0033114892430603504;RDF50;Social sciences;0.001317219459451735;RDF102;Computer and information sciences;0.939024806022644;RDF101;Mathematics and statistics;0.11797800660133362;RDF103;Physical sciences;0.06418263912200928;RDF203;Electrical engineering, computer engineering, and information engineering;0.043042849749326706;RDF212;Other engineering and technologies;0.04146227240562439
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF20-21;Engineering and technology;0.6483259201049805;RDF30;Medical, health and life sciences;0.320944607257843;RDF10;Natural sciences;0.024175290018320084;RDF204;Mechanical engineering;0.9693242311477661;RDF207;Medical and biomedical engineering;0.946596622467041;RDF305;Other medical sciences;0.888372004032135;RDF304;Medical biotechnology;0.8791467547416687;RDF301;Basic medicine and life sciences;0.5884162187576294
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.9147655367851257;RDF60;Humanities and the arts;0.028058532625436783;RDF10;Natural sciences;0.024761568754911423;RDF506;Political science and policy administration;0.9175984859466553;RDF509;Other social sciences;0.0022518474142998457;RDF502;Economics and business administration;0.0020190139766782522;RDF507;Social and economic geography;0.0012448433553799987;RDF605;Other humanities;0.0007672923966310918
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7288272976875305;RDF20-21;Engineering and technology;0.26812058687210083;RDF10;Natural sciences;0.0025476894807070494;RDF304;Medical biotechnology;0.9955316185951233;RDF303;Health sciences;0.9934101700782776;RDF207;Medical and biomedical engineering;0.9872773289680481;RDF106;Biological sciences;0.9824231266975403;RDF211;Nano-technology;0.9600626826286316
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.9899907112121582;RDF10;Natural sciences;0.00817287340760231;RDF30;Medical, health and life sciences;0.0006204535602591932;RDF206;Materials engineering and resources engineering;0.9853843450546265;RDF104;Chemical sciences;0.9740425944328308;RDF205;Chemical engineering;0.8615381717681885;RDF103;Physical sciences;0.572961688041687;RDF203;Electrical engineering, computer engineering, and information engineering;0.12721826136112213
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.5077993869781494;RDF30;Medical, health and life sciences;0.4623565673828125;RDF20-21;Engineering and technology;0.0262889564037323;RDF106;Biological sciences;0.9872772693634033;RDF104;Chemical sciences;0.9623913764953613;RDF301;Basic medicine and life sciences;0.8824278712272644;RDF304;Medical biotechnology;0.685949444770813;RDF107;Other natural sciences;0.3268083333969116
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF20-21;Engineering and technology;0.7081311345100403;RDF10;Natural sciences;0.14727723598480225;RDF50;Social sciences;0.08007324486970901;RDF101;Mathematics and statistics;0.9932024478912354;RDF102;Computer and information sciences;0.13117322325706482;RDF212;Other engineering and technologies;0.006903837900608778;RDF203;Electrical engineering, computer engineering, and information engineering;0.0059110685251653194;RDF503;Education;0.0019877743907272816
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF50;Social sciences;0.47146692872047424;RDF60;Humanities and the arts;0.4411754608154297;RDF20-21;Engineering and technology;0.04103571176528931;RDF601;History, archaeology and related studies;0.9933589100837708;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.11201595515012741;RDF503;Education;0.06142404302954674;RDF602;Languages and literature;0.022457052022218704;RDF605;Other humanities;0.02178117260336876
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.7307319045066833;RDF10;Natural sciences;0.16241265833377838;RDF50;Social sciences;0.04726477712392807;RDF101;Mathematics and statistics;0.9980430006980896;RDF102;Computer and information sciences;0.02931223064661026;RDF212;Other engineering and technologies;0.0037654140032827854;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0022518474142998457;RDF206;Materials engineering and resources engineering;0.001325022429227829
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.631584644317627;RDF30;Medical, health and life sciences;0.35986605286598206;RDF20-21;Engineering and technology;0.006907494273036718;RDF106;Biological sciences;0.9959298372268677;RDF207;Medical and biomedical engineering;0.9015746116638184;RDF301;Basic medicine and life sciences;0.879561185836792;RDF304;Medical biotechnology;0.7270074486732483;RDF303;Health sciences;0.700177788734436
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.66900634765625;RDF10;Natural sciences;0.31233450770378113;RDF20-21;Engineering and technology;0.014665254391729832;RDF106;Biological sciences;0.9945307374000549;RDF207;Medical and biomedical engineering;0.8936811089515686;RDF303;Health sciences;0.7918210625648499;RDF304;Medical biotechnology;0.7918210625648499;RDF301;Basic medicine and life sciences;0.6306280493736267
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.955704927444458;RDF20-21;Engineering and technology;0.025122839957475662;RDF10;Natural sciences;0.012509792111814022;RDF303;Health sciences;0.9928231239318848;RDF302;Clinical medicine;0.9730364680290222;RDF501;Psychology and cognitive sciences;0.9700134992599487;RDF207;Medical and biomedical engineering;0.8807970881462097;RDF104;Chemical sciences;0.8344069123268127
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF60;Humanities and the arts;0.5206473469734192;RDF50;Social sciences;0.21788756549358368;RDF30;Medical, health and life sciences;0.1184634119272232;RDF503;Education;0.989751398563385;RDF602;Languages and literature;0.09704755991697311;RDF605;Other humanities;0.03622005507349968;RDF303;Health sciences;0.018404891714453697;RDF603;Philosophy;0.015072628855705261
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF40;Agricultural and veterinary sciences;0.42502865195274353;RDF10;Natural sciences;0.3869929909706116;RDF30;Medical, health and life sciences;0.177178293466568;RDF402;Animal and dairy sciences;0.9918752908706665;RDF404;Agricultural biotechnology and food sciences;0.9828232526779175;RDF106;Biological sciences;0.9793540835380554;RDF401;Agriculture, forestry, and fisheries;0.9771973490715027;RDF403;Veterinary sciences;0.9511421918869019
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.9834383726119995;RDF20-21;Engineering and technology;0.011720827780663967;RDF50;Social sciences;0.0019133726600557566;RDF105;Earth and related environmental sciences;0.9927672147750854;RDF208;Environmental engineering and related engineering;0.024609927088022232;RDF103;Physical sciences;0.02161533385515213;RDF101;Mathematics and statistics;0.015663648024201393;RDF107;Other natural sciences;0.013121271505951881
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF10;Natural sciences;0.5106291770935059;RDF20-21;Engineering and technology;0.3915129601955414;RDF50;Social sciences;0.046395670622587204;RDF502;Economics and business administration;0.9500415325164795;RDF104;Chemical sciences;0.9284087419509888;RDF501;Psychology and cognitive sciences;0.8998278379440308;RDF202;Industrial, systems and processes engineering;0.8381505012512207;RDF103;Physical sciences;0.8122723698616028
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF20-21;Engineering and technology;0.9187236428260803;RDF50;Social sciences;0.0408417172729969;RDF60;Humanities and the arts;0.019904663786292076;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9005298018455505;RDF103;Physical sciences;0.8402588963508606;RDF605;Other humanities;0.018689308315515518;RDF107;Other natural sciences;0.008711384609341621;RDF507;Social and economic geography;0.006903837900608778
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.628911018371582;RDF50;Social sciences;0.2893458306789398;RDF10;Natural sciences;0.0290718711912632;RDF601;History, archaeology and related studies;0.983085036277771;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9118099808692932;RDF506;Political science and policy administration;0.7172099947929382;RDF508;Media and communications;0.2724114954471588;RDF507;Social and economic geography;0.22439520061016083
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF30;Medical, health and life sciences;0.48857176303863525;RDF50;Social sciences;0.38876333832740784;RDF60;Humanities and the arts;0.08069729804992676;RDF507;Social and economic geography;0.5273165106773376;RDF303;Health sciences;0.3589146137237549;RDF508;Media and communications;0.13161905109882355;RDF504;Sociology and related studies;0.08151976019144058;RDF601;History, archaeology and related studies;0.03210070729255676
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.9839218854904175;RDF50;Social sciences;0.008512591943144798;RDF10;Natural sciences;0.0032818967010825872;RDF102;Computer and information sciences;0.96909099817276;RDF212;Other engineering and technologies;0.1937568634748459;RDF501;Psychology and cognitive sciences;0.06754668802022934;RDF203;Electrical engineering, computer engineering, and information engineering;0.05541279911994934;RDF603;Philosophy;0.022977370768785477
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9863294959068298;RDF10;Natural sciences;0.011043068952858448;RDF50;Social sciences;0.0011019876692444086;RDF202;Industrial, systems and processes engineering;0.47073662281036377;RDF208;Environmental engineering and related engineering;0.19620941579341888;RDF104;Chemical sciences;0.03488088771700859;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.023870833218097687;RDF107;Other natural sciences;0.007345826830714941
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.9830580949783325;RDF50;Social sciences;0.0083732595667243;RDF30;Medical, health and life sciences;0.0033831025939434767;RDF102;Computer and information sciences;0.9918120503425598;RDF203;Electrical engineering, computer engineering, and information engineering;0.6710395216941833;RDF212;Other engineering and technologies;0.4342213571071625;RDF602;Languages and literature;0.1208532303571701;RDF501;Psychology and cognitive sciences;0.015663648024201393
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF10;Natural sciences;0.763418436050415;RDF30;Medical, health and life sciences;0.10574173927307129;RDF50;Social sciences;0.06503435969352722;RDF303;Health sciences;0.8113772869110107;RDF503;Education;0.5898345112800598;RDF601;History, archaeology and related studies;0.2240554392337799;RDF107;Other natural sciences;0.18713267147541046;RDF603;Philosophy;0.15817435085773468
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.887226402759552;RDF50;Social sciences;0.05649736151099205;RDF60;Humanities and the arts;0.04434528946876526;RDF102;Computer and information sciences;0.9585376977920532;RDF508;Media and communications;0.8479677438735962;RDF212;Other engineering and technologies;0.8227595090866089;RDF507;Social and economic geography;0.21502089500427246;RDF503;Education;0.18862269818782806
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9950801730155945;RDF60;Humanities and the arts;0.0014275338035076857;RDF20-21;Engineering and technology;0.0012210344430059195;RDF509;Other social sciences;0.39152228832244873;RDF504;Sociology and related studies;0.30881521105766296;RDF507;Social and economic geography;0.08945459872484207;RDF206;Materials engineering and resources engineering;0.030908958986401558;RDF502;Economics and business administration;0.030675800517201424
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.821713387966156;RDF10;Natural sciences;0.10284949094057083;RDF60;Humanities and the arts;0.02923755906522274;RDF106;Biological sciences;0.9462003707885742;RDF501;Psychology and cognitive sciences;0.9149008989334106;RDF503;Education;0.7718434929847717;RDF602;Languages and literature;0.038178276270627975;RDF207;Medical and biomedical engineering;0.03622005879878998
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.745122492313385;RDF20-21;Engineering and technology;0.24190586805343628;RDF50;Social sciences;0.007898506708443165;RDF508;Media and communications;0.9889278411865234;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9801293015480042;RDF212;Other engineering and technologies;0.5316957235336304;RDF103;Physical sciences;0.06608538329601288;RDF605;Other humanities;0.04672495648264885
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.967735230922699;RDF50;Social sciences;0.029683269560337067;RDF20-21;Engineering and technology;0.0013041917700320482;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.974821150302887;RDF507;Social and economic geography;0.9334307909011841;RDF601;History, archaeology and related studies;0.2855711579322815;RDF508;Media and communications;0.104112409055233;RDF504;Sociology and related studies;0.104112409055233
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.46434158086776733;RDF20-21;Engineering and technology;0.39408159255981445;RDF30;Medical, health and life sciences;0.13860610127449036;RDF503;Education;0.9664104580879211;RDF106;Biological sciences;0.7466935515403748;RDF207;Medical and biomedical engineering;0.5251253247261047;RDF303;Health sciences;0.10894504934549332;RDF107;Other natural sciences;0.049589019268751144
53;Impact Award: Insight;RDF60;Humanities and the arts;0.703345537185669;RDF20-21;Engineering and technology;0.14369796216487885;RDF30;Medical, health and life sciences;0.054448459297418594;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9759464859962463;RDF508;Media and communications;0.9569571018218994;RDF212;Other engineering and technologies;0.8003801107406616;RDF501;Psychology and cognitive sciences;0.512204647064209;RDF202;Industrial, systems and processes engineering;0.1561049073934555
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF20-21;Engineering and technology;0.5659533739089966;RDF10;Natural sciences;0.3125491440296173;RDF30;Medical, health and life sciences;0.039120111614465714;RDF104;Chemical sciences;0.9968764185905457;RDF205;Chemical engineering;0.004264634568244219;RDF107;Other natural sciences;0.001782196224667132;RDF212;Other engineering and technologies;0.0007208380266092718;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0002737216418609023
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9804556369781494;RDF20-21;Engineering and technology;0.008889691904187202;RDF50;Social sciences;0.006303735543042421;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8914335370063782;RDF507;Social and economic geography;0.18242552876472473;RDF508;Media and communications;0.053009770810604095;RDF605;Other humanities;0.03384403511881828;RDF504;Sociology and related studies;0.024798160418868065
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9845908880233765;RDF20-21;Engineering and technology;0.004559560213238001;RDF50;Social sciences;0.004151526838541031;RDF208;Environmental engineering and related engineering;0.5765419602394104;RDF601;History, archaeology and related studies;0.29098087549209595;RDF508;Media and communications;0.10123348236083984;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.06008664891123772;RDF605;Other humanities;0.03676946461200714
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5372610688209534;RDF30;Medical, health and life sciences;0.41841936111450195;RDF10;Natural sciences;0.04110672324895859;RDF106;Biological sciences;0.994401752948761;RDF304;Medical biotechnology;0.9669139981269836;RDF207;Medical and biomedical engineering;0.8524448275566101;RDF301;Basic medicine and life sciences;0.8325091600418091;RDF104;Chemical sciences;0.750552773475647
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF30;Medical, health and life sciences;0.6316091418266296;RDF10;Natural sciences;0.27378228306770325;RDF20-21;Engineering and technology;0.09314973652362823;RDF106;Biological sciences;0.9959927201271057;RDF304;Medical biotechnology;0.993096113204956;RDF303;Health sciences;0.9874720573425293;RDF207;Medical and biomedical engineering;0.9575961828231812;RDF302;Clinical medicine;0.9441768527030945
