;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.32339614629745483;RDF103;Physical sciences;0.9969423413276672;RDF107;Other natural sciences;0.0002845173585228622;RDF101;Mathematics and statistics;9.121867333306e-05
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.8439124822616577;RDF212;Other engineering and technologies;0.714244544506073;RDF202;Industrial, systems and processes engineering;0.42416349053382874;RDF203;Electrical engineering, computer engineering, and information engineering;0.25833481550216675
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.7343049645423889;RDF304;Medical biotechnology;0.8483520746231079;RDF303;Health sciences;0.7187425494194031;RDF305;Other medical sciences;0.3215566575527191
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.4779149889945984;RDF506;Political science and policy administration;0.9887853860855103;RDF509;Other social sciences;0.005007291212677956;RDF507;Social and economic geography;0.0018027351470664144
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7643048167228699;RDF304;Medical biotechnology;0.13058434426784515;RDF303;Health sciences;0.08990073949098587;RDF302;Clinical medicine;0.02014032006263733
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.8536017537117004;RDF208;Environmental engineering and related engineering;0.5162134766578674;RDF211;Nano-technology;0.2552623450756073;RDF206;Materials engineering and resources engineering;0.15471649169921875
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.4454492926597595;RDF106;Biological sciences;0.8816496729850769;RDF107;Other natural sciences;0.0019512748112902045;RDF105;Earth and related environmental sciences;0.0006902317400090396
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF10;Natural sciences;0.36513522267341614;RDF101;Mathematics and statistics;0.9993374943733215;RDF105;Earth and related environmental sciences;0.000666258274577558;RDF107;Other natural sciences;0.00033111649099737406
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF50;Social sciences;0.29270419478416443;RDF507;Social and economic geography;0.04352438822388649;RDF503;Education;0.024021150544285774;RDF508;Media and communications;0.004779797978699207
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF10;Natural sciences;0.2743515372276306;RDF101;Mathematics and statistics;0.9982007741928101;RDF107;Other natural sciences;0.00039669033139944077;RDF103;Physical sciences;0.00014490200555883348
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.4465893805027008;RDF106;Biological sciences;0.9897280335426331;RDF107;Other natural sciences;0.0007112271850928664;RDF105;Earth and related environmental sciences;0.0001458715123590082
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.7389203310012817;RDF301;Basic medicine and life sciences;0.3358306884765625;RDF304;Medical biotechnology;0.06799979507923126;RDF303;Health sciences;0.008263503201305866
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.5279472470283508;RDF303;Health sciences;0.7707321047782898;RDF304;Medical biotechnology;0.1883630007505417;RDF302;Clinical medicine;0.09590363502502441
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.6842130422592163;RDF503;Education;0.9541733860969543;RDF509;Other social sciences;0.11161702126264572;RDF504;Sociology and related studies;0.06744056940078735
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF10;Natural sciences;0.3663610816001892;RDF106;Biological sciences;0.5424286127090454;RDF105;Earth and related environmental sciences;0.39916327595710754;RDF107;Other natural sciences;0.07848408073186874
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.5360912084579468;RDF105;Earth and related environmental sciences;0.9942804574966431;RDF103;Physical sciences;0.0009466108167544007;RDF107;Other natural sciences;0.0005378930363804102
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF50;Social sciences;0.39425960183143616;RDF501;Psychology and cognitive sciences;0.40174248814582825;RDF504;Sociology and related studies;0.15433646738529205;RDF502;Economics and business administration;0.14107966423034668
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF50;Social sciences;0.34067589044570923;RDF509;Other social sciences;0.013698018155992031;RDF507;Social and economic geography;0.01010539848357439;RDF504;Sociology and related studies;0.00012711025192402303
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.4187392592430115;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.06135231629014015;RDF602;Languages and literature;0.050183117389678955;RDF601;History, archaeology and related studies;0.03705606982111931
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF60;Humanities and the arts;0.5889626741409302;RDF601;History, archaeology and related studies;0.8340514898300171;RDF605;Other humanities;0.004127341788262129;RDF603;Philosophy;0.0017432753229513764
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.4672871232032776;RDF212;Other engineering and technologies;0.00798632763326168;RDF203;Electrical engineering, computer engineering, and information engineering;0.0004298051062505692;RDF211;Nano-technology;0.000328562397044152
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8570557832717896;RDF202;Industrial, systems and processes engineering;0.6758075952529907;RDF208;Environmental engineering and related engineering;0.04732075333595276;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02869083546102047
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.201606884598732;RDF207;Medical and biomedical engineering;0.17937694489955902;RDF202;Industrial, systems and processes engineering;0.16098608076572418;RDF208;Environmental engineering and related engineering;0.10991167277097702
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.41821539402008057;RDF303;Health sciences;0.8117287755012512;RDF301;Basic medicine and life sciences;0.4651576578617096;RDF305;Other medical sciences;0.22711032629013062
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.2477908879518509;RDF203;Electrical engineering, computer engineering, and information engineering;0.016204833984375;RDF211;Nano-technology;0.007120788563042879;RDF212;Other engineering and technologies;0.002937526674941182
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9521465301513672;RDF504;Sociology and related studies;0.8054593801498413;RDF509;Other social sciences;0.8050828576087952;RDF501;Psychology and cognitive sciences;0.10194467753171921
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.5108218193054199;RDF106;Biological sciences;0.9424031376838684;RDF105;Earth and related environmental sciences;0.0006094494019635022;RDF107;Other natural sciences;0.0005574047681875527
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.6118841767311096;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2656484842300415;RDF605;Other humanities;0.001788456691429019;RDF602;Languages and literature;0.0002610875526443124
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9367074966430664;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.37132528424263;RDF605;Other humanities;0.23216918110847473;RDF603;Philosophy;0.0007353900582529604
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.6728399395942688;RDF106;Biological sciences;0.9568130970001221;RDF107;Other natural sciences;0.0006997173768468201;RDF105;Earth and related environmental sciences;0.00017316333833150566
53;Impact Award: Insight;RDF60;Humanities and the arts;0.2480960339307785;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.42311275005340576;RDF601;History, archaeology and related studies;0.2986737787723541;RDF603;Philosophy;0.1815710961818695
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.2888849973678589;RDF104;Chemical sciences;0.9956052303314209;RDF105;Earth and related environmental sciences;0.0010626937728375196;RDF107;Other natural sciences;0.000352987990481779
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.7639428973197937;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2454955279827118;RDF605;Other humanities;0.006320832762867212;RDF602;Languages and literature;0.002142227254807949
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.872097909450531;RDF601;History, archaeology and related studies;0.8315371870994568;RDF605;Other humanities;0.5101600885391235;RDF602;Languages and literature;0.4908781945705414
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5409510135650635;RDF207;Medical and biomedical engineering;0.6234049797058105;RDF210;Industrial biotechnology;0.5124157667160034;RDF202;Industrial, systems and processes engineering;0.047538116574287415
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF30;Medical, health and life sciences;0.8266803026199341;RDF303;Health sciences;0.5830704569816589;RDF304;Medical biotechnology;0.29529571533203125;RDF302;Clinical medicine;0.015845492482185364
59;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Literature);RDF30;Medical, health and life sciences;0.28649666905403137;RDF302;Clinical medicine;0.3961092233657837;RDF303;Health sciences;0.1664397418498993;RDF301;Basic medicine and life sciences;0.02984466403722763
60;Using a point-of-care electrophysiological method to study the impact of neuro-sacral function on recovery after acute spinal cord injury;RDF30;Medical, health and life sciences;0.4031868577003479;RDF303;Health sciences;0.6239542961120605;RDF304;Medical biotechnology;0.3128330409526825;RDF302;Clinical medicine;0.1479884386062622
61;Local intersectoral networks and institutional transformations: how can local actors promote social innovations? (Education);RDF50;Social sciences;0.31126704812049866;RDF503;Education;0.9954624772071838;RDF507;Social and economic geography;0.00701364129781723;RDF504;Sociology and related studies;0.00646381126716733
62;Plasma biomarkers of Alzheimer's disease in insomnia before and after cognitive behavioral therapy for insomnia;RDF30;Medical, health and life sciences;0.8176946043968201;RDF303;Health sciences;0.934907853603363;RDF302;Clinical medicine;0.3906823694705963;RDF304;Medical biotechnology;0.2597973942756653
63;Developing algorithm aided fabrication methods for polyhedral structures (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9730034470558167;RDF202;Industrial, systems and processes engineering;0.7112002968788147;RDF212;Other engineering and technologies;0.0031947060488164425;RDF211;Nano-technology;0.001467391150072217
64;SARS-CoV-2 Spike conformation: impact on Fc-mediated effector functions (Virology & Viral Pathogenesis);RDF30;Medical, health and life sciences;0.47202521562576294;RDF303;Health sciences;0.14059749245643616;RDF304;Medical biotechnology;0.012917927466332912;RDF302;Clinical medicine;0.011739902198314667
65;Questions in number theory (Mathematics and Statistics);RDF10;Natural sciences;0.28409940004348755;RDF101;Mathematics and statistics;0.9879012703895569;RDF107;Other natural sciences;0.00022110676218289882;RDF103;Physical sciences;0.00010453336290083826
66;The mammalian target of rapamycin provides the female rodent heart sex-dependent resistance to ischemic damage (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.44005411863327026;RDF303;Health sciences;0.947399914264679;RDF304;Medical biotechnology;0.6186432242393494;RDF302;Clinical medicine;0.09316109865903854
67;The CAnadian Mother-ChIld COLlaborative Training Platform - The CAMCCO-L Training Platform (Health Research Training Platform);RDF30;Medical, health and life sciences;0.7317073345184326;RDF303;Health sciences;0.8688725829124451;RDF304;Medical biotechnology;0.08499912917613983;RDF302;Clinical medicine;0.04294207692146301
68;Life course body fatness and physical activity, and ovarian cancer etiology (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.8955183625221252;RDF303;Health sciences;0.8743350505828857;RDF305;Other medical sciences;0.02185916155576706;RDF301;Basic medicine and life sciences;0.0077888090163469315
69;Modeling cue-triggered relapse to cocaine use in rats (Behavioural Sciences – Neurobiological Basis of Behavioural Processes);RDF10;Natural sciences;0.2630421817302704;RDF106;Biological sciences;0.028992783278226852;RDF107;Other natural sciences;9.547497757012025e-05;RDF105;Earth and related environmental sciences;7.711425860179588e-05
70;Exploring emotional underpinnings of audit work amidst the rise of the digital age;RDF50;Social sciences;0.25289109349250793;RDF509;Other social sciences;0.021265309303998947;RDF504;Sociology and related studies;0.004864049609750509;RDF501;Psychology and cognitive sciences;0.0023572405334562063
71;Moving towards culturally safe services for Indigenous people in forensic mental health: A Partnership Development Programme;RDF50;Social sciences;0.27418115735054016;RDF501;Psychology and cognitive sciences;0.017771273851394653;RDF509;Other social sciences;0.0018951728707179427;RDF504;Sociology and related studies;0.0012391527416184545
72;Development of functional language brain networks: a multimodal neuroimaging approach (Physics);RDF10;Natural sciences;0.34948885440826416;RDF103;Physical sciences;0.9905989766120911;RDF106;Biological sciences;0.0014303302159532905;RDF107;Other natural sciences;0.00042017537634819746
73;Une deuxième peau à vif: vêtement, genre et violence dans la Bible hébraïque (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.7467460036277771;RDF605;Other humanities;0.04148448258638382;RDF603;Philosophy;0.02007151022553444;RDF602;Languages and literature;0.01102771982550621
74;Social Innovation through Participatory Art and Design with Youth at the Margins - Solutions for Engaging and Empowering Youth with Trans-Atlantic Mirroring (Social Innovation);RDF60;Humanities and the arts;0.5579720735549927;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.29925039410591125;RDF605;Other humanities;0.004544282332062721;RDF603;Philosophy;0.0005223464104346931
75;Assessment of renal function in adults born preterm: The HAPI-Kidney study (Clinical Investigation – Reproduction, Maternal, Child and Youth Health);RDF30;Medical, health and life sciences;0.9590557217597961;RDF303;Health sciences;0.991621732711792;RDF302;Clinical medicine;0.9848750233650208;RDF304;Medical biotechnology;0.02440742217004299
76;Unveiling the Role of Cellular Aging in Postmenopausal Syndrome: Rationale for Senolytic-Based Strategies to Enhance Women's Health;RDF30;Medical, health and life sciences;0.7707284688949585;RDF303;Health sciences;0.9745529890060425;RDF302;Clinical medicine;0.26314976811408997;RDF301;Basic medicine and life sciences;0.2525938153266907
77;Optimizing the Ageing Brain? Situating Ethical Aspects of Dementia Prevention (BEAD);RDF30;Medical, health and life sciences;0.4453689455986023;RDF301;Basic medicine and life sciences;0.02496684528887272;RDF303;Health sciences;0.0210085678845644;RDF302;Clinical medicine;0.009180659428238869
78;Multicommunicating during team meetings and its effect on team functioning;RDF20-21;Engineering and technology;0.28269973397254944;RDF202;Industrial, systems and processes engineering;0.2473224699497223;RDF203;Electrical engineering, computer engineering, and information engineering;0.15943896770477295;RDF207;Medical and biomedical engineering;0.15243221819400787
79;Transitioning from late adolescence into emerging adulthood: The role of past and current parenting (Psychology);RDF50;Social sciences;0.30380913615226746;RDF501;Psychology and cognitive sciences;0.8140894174575806;RDF504;Sociology and related studies;0.0005736419116146863;RDF503;Education;0.0002911220071837306
80;Plateforme intégrée de caractérisation expérimentale/numérique pour la conception de matériaux poreux innovants (Mechanical Engineering);RDF20-21;Engineering and technology;0.965675950050354;RDF204;Mechanical engineering;0.9993792772293091;RDF211;Nano-technology;0.030980855226516724;RDF202;Industrial, systems and processes engineering;0.01882968470454216
81;How Peers in Healthcare Teams Transform Homelessness Prevention and Care Practices: A Participatory Multiple Case Study;RDF30;Medical, health and life sciences;0.65250164270401;RDF303;Health sciences;0.7931632995605469;RDF302;Clinical medicine;0.028394876047968864;RDF301;Basic medicine and life sciences;0.009727569296956062
82;Online stochastic optimization for dynamic operations management systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8785127401351929;RDF202;Industrial, systems and processes engineering;0.8902193903923035;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0027551595121622086;RDF210;Industrial biotechnology;0.0017388439737260342
83;Assessing latent-structure models in natural language processing with artificial datasets (Computer Science);RDF10;Natural sciences;0.2795470952987671;RDF102;Computer and information sciences;0.9536354541778564;RDF105;Earth and related environmental sciences;0.0001409703108947724;RDF107;Other natural sciences;0.00012914226681459695
84;Electroactive Self-Assembled Monolayers: Putting Surface-Confined Redox Reactions to Work (Chemistry);RDF10;Natural sciences;0.3173377811908722;RDF104;Chemical sciences;0.9990901350975037;RDF105;Earth and related environmental sciences;0.002008392009884119;RDF107;Other natural sciences;0.0006230695289559662
85;Role of SCPPPQ1, a junctional epithelium protein, in maintaining periodontal integrity and health (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9156167507171631;RDF302;Clinical medicine;0.9460468888282776;RDF303;Health sciences;0.9231376647949219;RDF304;Medical biotechnology;0.16790418326854706
86;What dreams may come: How cinema shapes the language, experience, and images of dreaming (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9537855386734009;RDF509;Other social sciences;0.09521835297346115;RDF504;Sociology and related studies;0.030883416533470154;RDF508;Media and communications;0.011030061170458794
87;Supramolecular strategies to target cellular membranes (Chemistry);RDF10;Natural sciences;0.3165834844112396;RDF104;Chemical sciences;0.9966208934783936;RDF106;Biological sciences;0.0017192244995385408;RDF107;Other natural sciences;0.00037149927811697125
88;Geopolitics, bargaining, and firm selection along the Belt and Road;RDF50;Social sciences;0.24687844514846802;RDF507;Social and economic geography;0.6531845331192017;RDF506;Political science and policy administration;0.024886969476938248;RDF509;Other social sciences;0.006351493299007416
89;Role of neuron-glia interactions in sensori-motor integration in mastication (Movement & Exercise);RDF30;Medical, health and life sciences;0.33811721205711365;RDF303;Health sciences;0.047464970499277115;RDF301;Basic medicine and life sciences;0.006976644042879343;RDF305;Other medical sciences;0.002707340056076646
90;Dual-Energy Cone-Beam CT as an online quantitative imaging modality for adaptive radiotherapy (Physics);RDF20-21;Engineering and technology;0.34199538826942444;RDF207;Medical and biomedical engineering;0.0006743068224750459;RDF212;Other engineering and technologies;0.000485478900372982;RDF211;Nano-technology;0.00023951298499014229
91;"Le ""patient expert"": enjeux épistémiques et normatifs (Philosophy, medieval studies, classics, religious)";RDF60;Humanities and the arts;0.9800261855125427;RDF603;Philosophy;0.9892420768737793;RDF605;Other humanities;0.9678339958190918;RDF602;Languages and literature;0.05460357666015625
92;Les données numériques en santé: peut-on bâtir la confiance;RDF10;Natural sciences;0.6223828792572021;RDF106;Biological sciences;0.8539197444915771;RDF101;Mathematics and statistics;0.7869816422462463;RDF107;Other natural sciences;0.6492366790771484
93;Role of ARF1 as a key GTPAse regulating immune surveillance in breast cancer;RDF30;Medical, health and life sciences;0.7062135934829712;RDF303;Health sciences;0.8148016929626465;RDF304;Medical biotechnology;0.18486721813678741;RDF301;Basic medicine and life sciences;0.1060681939125061
94;Critical Replacement of Thermogravimetric Analyzer to Leverage Materials Discovery and Innovation (Chemistry);RDF20-21;Engineering and technology;0.6075130105018616;RDF205;Chemical engineering;0.8674407005310059;RDF206;Materials engineering and resources engineering;0.1858254224061966;RDF212;Other engineering and technologies;0.025698022916913033
95;Partnering with Canadian Youth to Co-Design a Toolkit to Support Youth who Experience Climate-Related Distress;RDF20-21;Engineering and technology;0.28571170568466187;RDF208;Environmental engineering and related engineering;0.14492051303386688;RDF212;Other engineering and technologies;0.04965151101350784;RDF206;Materials engineering and resources engineering;0.0038349044043570757
96;Family Acculturation: Identity, Legitimacy, and the Marketplace;RDF50;Social sciences;0.40975862741470337;RDF507;Social and economic geography;0.5733451247215271;RDF504;Sociology and related studies;0.03767680749297142;RDF508;Media and communications;0.003763774875551462
97;Low-Resource Text Understanding (Computer Science);RDF20-21;Engineering and technology;0.36630427837371826;RDF203;Electrical engineering, computer engineering, and information engineering;0.05999429523944855;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0009633676381781697;RDF211;Nano-technology;0.00048782132216729224
98;Privilège des minoritaires et inégalités épistémiques: une perspective féministe et décoloniale sur la reconnaissance des savoirs expérientiels dans la lutte contre la pauvreté au Québec et en Belgique francophone (Sociology, demography and related fields);RDF50;Social sciences;0.9730045795440674;RDF504;Sociology and related studies;0.9824417233467102;RDF509;Other social sciences;0.6343773007392883;RDF507;Social and economic geography;0.21130025386810303
99;L'esthétique moyenne ou la coupe régulière (Sociology, demography and related fields);RDF50;Social sciences;0.982207715511322;RDF504;Sociology and related studies;0.9973289966583252;RDF509;Other social sciences;0.2614116668701172;RDF507;Social and economic geography;0.09515731036663055
