;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.8784321546554565;RDF10;Natural sciences;0.04936474934220314;RDF20-21;Engineering and technology;0.019788525998592377;RDF106;Biological sciences;0.8803949952125549;RDF303;Health sciences;0.43626323342323303;RDF304;Medical biotechnology;0.008924809284508228;RDF301;Basic medicine and life sciences;0.007616323884576559;RDF302;Clinical medicine;0.0053432355634868145
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.4259275794029236;RDF20-21;Engineering and technology;0.2552458643913269;RDF50;Social sciences;0.12551581859588623;RDF505;Law and legal practice;0.7197285890579224;RDF303;Health sciences;0.5330725908279419;RDF207;Medical and biomedical engineering;0.3169039487838745;RDF302;Clinical medicine;0.2766421437263489;RDF508;Media and communications;0.21891677379608154
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.8919538855552673;RDF10;Natural sciences;0.032461605966091156;RDF20-21;Engineering and technology;0.026842212304472923;RDF503;Education;0.725106954574585;RDF509;Other social sciences;0.46043166518211365;RDF504;Sociology and related studies;0.05011962726712227;RDF105;Earth and related environmental sciences;0.04701153188943863;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.03624266758561134
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.3053555488586426;RDF10;Natural sciences;0.3012203872203827;RDF40;Agricultural and veterinary sciences;0.11259584128856659;RDF103;Physical sciences;0.9985089302062988;RDF211;Nano-technology;0.01881689392030239;RDF212;Other engineering and technologies;0.000736353627871722;RDF202;Industrial, systems and processes engineering;0.00044518645154312253;RDF105;Earth and related environmental sciences;0.00040284483111463487
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.4305732846260071;RDF10;Natural sciences;0.33231836557388306;RDF60;Humanities and the arts;0.08018346130847931;RDF105;Earth and related environmental sciences;0.7819774746894836;RDF208;Environmental engineering and related engineering;0.4546849727630615;RDF103;Physical sciences;0.2251233607530594;RDF206;Materials engineering and resources engineering;0.13938306272029877;RDF202;Industrial, systems and processes engineering;0.13814009726047516
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.6426217555999756;RDF10;Natural sciences;0.07874935865402222;RDF20-21;Engineering and technology;0.0779198408126831;RDF506;Political science and policy administration;0.9950382709503174;RDF509;Other social sciences;0.005740470718592405;RDF504;Sociology and related studies;0.0026099339593201876;RDF505;Law and legal practice;0.00170402682852;RDF503;Education;0.0013969356659799814
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9718623757362366;RDF30;Medical, health and life sciences;0.009911281056702137;RDF10;Natural sciences;0.006763271987438202;RDF504;Sociology and related studies;0.16347749531269073;RDF501;Psychology and cognitive sciences;0.07675261050462723;RDF509;Other social sciences;0.03136011213064194;RDF303;Health sciences;0.003995048347860575;RDF105;Earth and related environmental sciences;0.003222700906917453
21;Biophysical and genetic control of root growth;RDF20-21;Engineering and technology;0.5551735162734985;RDF10;Natural sciences;0.3696173429489136;RDF30;Medical, health and life sciences;0.027128584682941437;RDF106;Biological sciences;0.9875550866127014;RDF404;Agricultural biotechnology and food sciences;0.7656195759773254;RDF210;Industrial biotechnology;0.19639012217521667;RDF401;Agriculture, forestry, and fisheries;0.1435145139694214;RDF207;Medical and biomedical engineering;0.1029014065861702
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.8662151098251343;RDF10;Natural sciences;0.04960950091481209;RDF50;Social sciences;0.036955464631319046;RDF202;Industrial, systems and processes engineering;0.6522809267044067;RDF101;Mathematics and statistics;0.4588443636894226;RDF212;Other engineering and technologies;0.14282317459583282;RDF102;Computer and information sciences;0.12053097039461136;RDF204;Mechanical engineering;0.06181392818689346
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.32339614629745483;RDF30;Medical, health and life sciences;0.2415785789489746;RDF20-21;Engineering and technology;0.13152047991752625;RDF103;Physical sciences;0.9969423413276672;RDF303;Health sciences;0.0025487348902970552;RDF305;Other medical sciences;0.0015304229455068707;RDF107;Other natural sciences;0.0002845173585228622;RDF212;Other engineering and technologies;0.00023069239978212863
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.8439124822616577;RDF40;Agricultural and veterinary sciences;0.05427676811814308;RDF10;Natural sciences;0.04278937354683876;RDF212;Other engineering and technologies;0.714244544506073;RDF202;Industrial, systems and processes engineering;0.42416349053382874;RDF405;Other agricultural sciences;0.35401010513305664;RDF203;Electrical engineering, computer engineering, and information engineering;0.25833481550216675;RDF503;Education;0.18384547531604767
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.7343049645423889;RDF20-21;Engineering and technology;0.09068123996257782;RDF60;Humanities and the arts;0.0843685194849968;RDF207;Medical and biomedical engineering;0.8767722249031067;RDF304;Medical biotechnology;0.8483520746231079;RDF303;Health sciences;0.7187425494194031;RDF105;Earth and related environmental sciences;0.7156779170036316;RDF204;Mechanical engineering;0.583714485168457
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.4779149889945984;RDF10;Natural sciences;0.1086835116147995;RDF30;Medical, health and life sciences;0.10613614320755005;RDF506;Political science and policy administration;0.9887853860855103;RDF509;Other social sciences;0.005007291212677956;RDF401;Agriculture, forestry, and fisheries;0.002751737367361784;RDF507;Social and economic geography;0.0018027351470664144;RDF503;Education;0.0014860819792374969
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.7643048167228699;RDF20-21;Engineering and technology;0.07690225541591644;RDF50;Social sciences;0.04790526255965233;RDF207;Medical and biomedical engineering;0.4466369152069092;RDF304;Medical biotechnology;0.13058434426784515;RDF303;Health sciences;0.08990073949098587;RDF206;Materials engineering and resources engineering;0.027911964803934097;RDF211;Nano-technology;0.022888699546456337
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.8536017537117004;RDF10;Natural sciences;0.04398280009627342;RDF50;Social sciences;0.035745080560445786;RDF208;Environmental engineering and related engineering;0.5162134766578674;RDF211;Nano-technology;0.2552623450756073;RDF206;Materials engineering and resources engineering;0.15471649169921875;RDF202;Industrial, systems and processes engineering;0.04808304086327553;RDF212;Other engineering and technologies;0.02503998391330242
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.4454492926597595;RDF30;Medical, health and life sciences;0.31266823410987854;RDF50;Social sciences;0.0768551155924797;RDF106;Biological sciences;0.8816496729850769;RDF301;Basic medicine and life sciences;0.07972879707813263;RDF304;Medical biotechnology;0.010800294578075409;RDF210;Industrial biotechnology;0.007399360649287701;RDF303;Health sciences;0.005168330390006304
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF10;Natural sciences;0.36513522267341614;RDF20-21;Engineering and technology;0.13917863368988037;RDF50;Social sciences;0.13367393612861633;RDF101;Mathematics and statistics;0.9993374943733215;RDF210;Industrial biotechnology;0.008371038362383842;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.006376464385539293;RDF209;Environmental biotechnology;0.0022050882689654827;RDF211;Nano-technology;0.0006825595046393573
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF50;Social sciences;0.29270419478416443;RDF60;Humanities and the arts;0.24355041980743408;RDF10;Natural sciences;0.12899568676948547;RDF601;History, archaeology and related studies;0.27919915318489075;RDF507;Social and economic geography;0.04352438822388649;RDF401;Agriculture, forestry, and fisheries;0.03276104852557182;RDF603;Philosophy;0.02521890588104725;RDF503;Education;0.024021150544285774
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF10;Natural sciences;0.2743515372276306;RDF60;Humanities and the arts;0.14991772174835205;RDF40;Agricultural and veterinary sciences;0.14931462705135345;RDF101;Mathematics and statistics;0.9982007741928101;RDF107;Other natural sciences;0.00039669033139944077;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.00017565082816872746;RDF210;Industrial biotechnology;0.0001468397822463885;RDF103;Physical sciences;0.00014490200555883348
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.4465893805027008;RDF30;Medical, health and life sciences;0.4330282211303711;RDF50;Social sciences;0.03332669287919998;RDF106;Biological sciences;0.9897280335426331;RDF301;Basic medicine and life sciences;0.8040173649787903;RDF207;Medical and biomedical engineering;0.2442164272069931;RDF304;Medical biotechnology;0.022057242691516876;RDF303;Health sciences;0.006623276509344578
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.7389203310012817;RDF10;Natural sciences;0.13475419580936432;RDF50;Social sciences;0.0366334468126297;RDF106;Biological sciences;0.976895809173584;RDF301;Basic medicine and life sciences;0.3358306884765625;RDF207;Medical and biomedical engineering;0.14062058925628662;RDF304;Medical biotechnology;0.06799979507923126;RDF303;Health sciences;0.008263503201305866
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.5279472470283508;RDF20-21;Engineering and technology;0.2365030199289322;RDF10;Natural sciences;0.080880306661129;RDF303;Health sciences;0.7707321047782898;RDF207;Medical and biomedical engineering;0.19521579146385193;RDF304;Medical biotechnology;0.1883630007505417;RDF501;Psychology and cognitive sciences;0.16031554341316223;RDF302;Clinical medicine;0.09590363502502441
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.6842130422592163;RDF60;Humanities and the arts;0.25402289628982544;RDF10;Natural sciences;0.01706111989915371;RDF503;Education;0.9541733860969543;RDF509;Other social sciences;0.11161702126264572;RDF504;Sociology and related studies;0.06744056940078735;RDF107;Other natural sciences;0.03648385778069496;RDF605;Other humanities;0.02697661705315113
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF10;Natural sciences;0.3663610816001892;RDF40;Agricultural and veterinary sciences;0.3094214200973511;RDF30;Medical, health and life sciences;0.19771049916744232;RDF303;Health sciences;0.6754381656646729;RDF404;Agricultural biotechnology and food sciences;0.5975735783576965;RDF402;Animal and dairy sciences;0.5842925906181335;RDF106;Biological sciences;0.5424286127090454;RDF403;Veterinary sciences;0.5311069488525391
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.5360912084579468;RDF20-21;Engineering and technology;0.12926165759563446;RDF50;Social sciences;0.10053733736276627;RDF105;Earth and related environmental sciences;0.9942804574966431;RDF208;Environmental engineering and related engineering;0.0017812461592257023;RDF103;Physical sciences;0.0009466108167544007;RDF107;Other natural sciences;0.0005378930363804102;RDF106;Biological sciences;0.0004704144084826112
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF50;Social sciences;0.39425960183143616;RDF10;Natural sciences;0.2154320925474167;RDF30;Medical, health and life sciences;0.15511757135391235;RDF501;Psychology and cognitive sciences;0.40174248814582825;RDF105;Earth and related environmental sciences;0.30792438983917236;RDF504;Sociology and related studies;0.15433646738529205;RDF209;Environmental biotechnology;0.14729249477386475;RDF502;Economics and business administration;0.14107966423034668
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF50;Social sciences;0.34067589044570923;RDF10;Natural sciences;0.16675704717636108;RDF20-21;Engineering and technology;0.16217276453971863;RDF509;Other social sciences;0.013698018155992031;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.010506323538720608;RDF507;Social and economic geography;0.01010539848357439;RDF605;Other humanities;0.0028994327876716852;RDF212;Other engineering and technologies;0.0011043548583984375
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.4187392592430115;RDF30;Medical, health and life sciences;0.3757513761520386;RDF50;Social sciences;0.06643854826688766;RDF204;Mechanical engineering;0.7988424897193909;RDF508;Media and communications;0.6349471211433411;RDF206;Materials engineering and resources engineering;0.3838372826576233;RDF302;Clinical medicine;0.380902498960495;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.06135231629014015
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF60;Humanities and the arts;0.5889626741409302;RDF30;Medical, health and life sciences;0.19005218148231506;RDF10;Natural sciences;0.13019894063472748;RDF601;History, archaeology and related studies;0.8340514898300171;RDF105;Earth and related environmental sciences;0.38098669052124023;RDF503;Education;0.26926693320274353;RDF301;Basic medicine and life sciences;0.13776956498622894;RDF303;Health sciences;0.048739783465862274
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.4672871232032776;RDF50;Social sciences;0.15647150576114655;RDF10;Natural sciences;0.11478741466999054;RDF102;Computer and information sciences;0.011419186368584633;RDF212;Other engineering and technologies;0.00798632763326168;RDF509;Other social sciences;0.0009745880961418152;RDF603;Philosophy;0.0008457686635665596;RDF504;Sociology and related studies;0.000644789426587522
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.8570557832717896;RDF10;Natural sciences;0.03920624032616615;RDF50;Social sciences;0.03281710669398308;RDF202;Industrial, systems and processes engineering;0.6758075952529907;RDF208;Environmental engineering and related engineering;0.04732075333595276;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02869083546102047;RDF105;Earth and related environmental sciences;0.009541432373225689;RDF212;Other engineering and technologies;0.0012535280548036098
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.201606884598732;RDF30;Medical, health and life sciences;0.19251643121242523;RDF10;Natural sciences;0.16504472494125366;RDF508;Media and communications;0.23144763708114624;RDF105;Earth and related environmental sciences;0.2274540811777115;RDF207;Medical and biomedical engineering;0.17937694489955902;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.1783476173877716;RDF102;Computer and information sciences;0.1764470934867859
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.41821539402008057;RDF10;Natural sciences;0.2902635633945465;RDF50;Social sciences;0.14489373564720154;RDF303;Health sciences;0.8117287755012512;RDF106;Biological sciences;0.4915655851364136;RDF301;Basic medicine and life sciences;0.4651576578617096;RDF305;Other medical sciences;0.22711032629013062;RDF207;Medical and biomedical engineering;0.0775255486369133
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.2477908879518509;RDF60;Humanities and the arts;0.23986633121967316;RDF50;Social sciences;0.223200723528862;RDF508;Media and communications;0.05064277723431587;RDF203;Electrical engineering, computer engineering, and information engineering;0.016204833984375;RDF507;Social and economic geography;0.01002507098019123;RDF211;Nano-technology;0.007120788563042879;RDF102;Computer and information sciences;0.0051349070854485035
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9521465301513672;RDF60;Humanities and the arts;0.03219016268849373;RDF20-21;Engineering and technology;0.006238542031496763;RDF504;Sociology and related studies;0.8054593801498413;RDF509;Other social sciences;0.8050828576087952;RDF501;Psychology and cognitive sciences;0.10194467753171921;RDF101;Mathematics and statistics;0.09244464337825775;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.09034112095832825
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.5108218193054199;RDF30;Medical, health and life sciences;0.2522214949131012;RDF40;Agricultural and veterinary sciences;0.07353077828884125;RDF106;Biological sciences;0.9424031376838684;RDF301;Basic medicine and life sciences;0.01935761421918869;RDF401;Agriculture, forestry, and fisheries;0.014440586790442467;RDF404;Agricultural biotechnology and food sciences;0.005388306453824043;RDF207;Medical and biomedical engineering;0.005145122762769461
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.6118841767311096;RDF20-21;Engineering and technology;0.25322282314300537;RDF40;Agricultural and veterinary sciences;0.03647996485233307;RDF212;Other engineering and technologies;0.7682161927223206;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2656484842300415;RDF508;Media and communications;0.137183278799057;RDF211;Nano-technology;0.02116035483777523;RDF203;Electrical engineering, computer engineering, and information engineering;0.0030220276676118374
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9367074966430664;RDF50;Social sciences;0.020883088931441307;RDF20-21;Engineering and technology;0.015777669847011566;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.37132528424263;RDF507;Social and economic geography;0.33216553926467896;RDF605;Other humanities;0.23216918110847473;RDF509;Other social sciences;0.002495395252481103;RDF212;Other engineering and technologies;0.0007788614020682871
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.6728399395942688;RDF30;Medical, health and life sciences;0.14550024271011353;RDF20-21;Engineering and technology;0.05634127929806709;RDF106;Biological sciences;0.9568130970001221;RDF301;Basic medicine and life sciences;0.023902805522084236;RDF207;Medical and biomedical engineering;0.005693983286619186;RDF210;Industrial biotechnology;0.0027223043143749237;RDF211;Nano-technology;0.0024646425154060125
53;Impact Award: Insight;RDF60;Humanities and the arts;0.2480960339307785;RDF30;Medical, health and life sciences;0.20394344627857208;RDF20-21;Engineering and technology;0.16238722205162048;RDF501;Psychology and cognitive sciences;0.5479203462600708;RDF105;Earth and related environmental sciences;0.4920550584793091;RDF504;Sociology and related studies;0.47583073377609253;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.42311275005340576;RDF303;Health sciences;0.37628689408302307
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.2888849973678589;RDF20-21;Engineering and technology;0.23962166905403137;RDF50;Social sciences;0.1650618612766266;RDF104;Chemical sciences;0.9956052303314209;RDF205;Chemical engineering;0.08074730634689331;RDF210;Industrial biotechnology;0.0061520664021372795;RDF304;Medical biotechnology;0.00581246567890048;RDF404;Agricultural biotechnology and food sciences;0.005342376884073019
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.7639428973197937;RDF50;Social sciences;0.1013089194893837;RDF20-21;Engineering and technology;0.05645778402686119;RDF504;Sociology and related studies;0.5804586410522461;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2454955279827118;RDF507;Social and economic geography;0.07915057986974716;RDF508;Media and communications;0.05630648136138916;RDF302;Clinical medicine;0.027608957141637802
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.872097909450531;RDF30;Medical, health and life sciences;0.08564480394124985;RDF10;Natural sciences;0.024483034387230873;RDF208;Environmental engineering and related engineering;0.9370064735412598;RDF105;Earth and related environmental sciences;0.9176033735275269;RDF207;Medical and biomedical engineering;0.8554176092147827;RDF601;History, archaeology and related studies;0.8315371870994568;RDF302;Clinical medicine;0.6358550786972046
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5409510135650635;RDF30;Medical, health and life sciences;0.22033047676086426;RDF10;Natural sciences;0.1413990557193756;RDF106;Biological sciences;0.7954332828521729;RDF207;Medical and biomedical engineering;0.6234049797058105;RDF304;Medical biotechnology;0.5179061889648438;RDF210;Industrial biotechnology;0.5124157667160034;RDF301;Basic medicine and life sciences;0.3040997385978699
