;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.7699567675590515;RDF506;Political science and policy administration;0.9728565812110901;RDF509;Other social sciences;0.026355352252721786;RDF505;Law and legal practice;0.006538825109601021
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9649405479431152;RDF504;Sociology and related studies;0.5600120425224304;RDF501;Psychology and cognitive sciences;0.0776924192905426;RDF509;Other social sciences;0.04940524697303772
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.6614552736282349;RDF106;Biological sciences;0.8117879629135132;RDF105;Earth and related environmental sciences;0.7228205800056458;RDF107;Other natural sciences;0.0986422672867775
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9487779140472412;RDF204;Mechanical engineering;0.49920654296875;RDF202;Industrial, systems and processes engineering;0.11422023922204971;RDF203;Electrical engineering, computer engineering, and information engineering;0.008396700024604797
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.6249632835388184;RDF103;Physical sciences;0.954562783241272;RDF101;Mathematics and statistics;0.0011672310065478086;RDF107;Other natural sciences;0.00046826136531308293
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.5865039825439453;RDF203;Electrical engineering, computer engineering, and information engineering;0.4792599678039551;RDF208;Environmental engineering and related engineering;0.4371025264263153;RDF202;Industrial, systems and processes engineering;0.41869691014289856
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.822914183139801;RDF301;Basic medicine and life sciences;0.8760257959365845;RDF305;Other medical sciences;0.7769087553024292;RDF303;Health sciences;0.627266526222229
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.5079337358474731;RDF506;Political science and policy administration;0.9661878943443298;RDF509;Other social sciences;0.00228277500718832;RDF504;Sociology and related studies;0.0005378763889893889
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.4029223620891571;RDF304;Medical biotechnology;0.8884264826774597;RDF302;Clinical medicine;0.8050580620765686;RDF301;Basic medicine and life sciences;0.5737978219985962
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.38650190830230713;RDF208;Environmental engineering and related engineering;0.8738082647323608;RDF206;Materials engineering and resources engineering;0.48297780752182007;RDF209;Environmental biotechnology;0.15797941386699677
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.5994864106178284;RDF106;Biological sciences;0.8356931805610657;RDF104;Chemical sciences;0.018142107874155045;RDF107;Other natural sciences;0.007846239022910595
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.38803741335868835;RDF304;Medical biotechnology;0.07123502343893051;RDF302;Clinical medicine;0.010288300924003124;RDF301;Basic medicine and life sciences;0.010032950900495052
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF60;Humanities and the arts;0.6642161011695862;RDF601;History, archaeology and related studies;0.3495882451534271;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2986958920955658;RDF605;Other humanities;0.2391049712896347
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.27200180292129517;RDF304;Medical biotechnology;0.0049484954215586185;RDF302;Clinical medicine;0.0017007224960252643;RDF305;Other medical sciences;0.0004512105952017009
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.6411364078521729;RDF106;Biological sciences;0.7000367641448975;RDF107;Other natural sciences;0.007303224410861731;RDF105;Earth and related environmental sciences;0.0004821761976927519
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF10;Natural sciences;0.5723432302474976;RDF106;Biological sciences;0.9038897156715393;RDF107;Other natural sciences;0.01609087362885475;RDF104;Chemical sciences;0.00040765260928310454
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.8361330032348633;RDF302;Clinical medicine;0.9638481140136719;RDF303;Health sciences;0.9011839628219604;RDF301;Basic medicine and life sciences;0.25627321004867554
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.8227835893630981;RDF503;Education;0.9421618580818176;RDF504;Sociology and related studies;0.5740366578102112;RDF501;Psychology and cognitive sciences;0.042782142758369446
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF40;Agricultural and veterinary sciences;0.6453486084938049;RDF404;Agricultural biotechnology and food sciences;0.6799229979515076;RDF403;Veterinary sciences;0.4964600205421448;RDF405;Other agricultural sciences;0.25423115491867065
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.588799238204956;RDF105;Earth and related environmental sciences;0.9953634142875671;RDF107;Other natural sciences;0.022650808095932007;RDF106;Biological sciences;0.00031442419276572764
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF30;Medical, health and life sciences;0.33946970105171204;RDF304;Medical biotechnology;0.13117320835590363;RDF301;Basic medicine and life sciences;0.10132236778736115;RDF303;Health sciences;0.0021615505684167147
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF60;Humanities and the arts;0.3363395929336548;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.12683923542499542;RDF605;Other humanities;0.000460105889942497;RDF603;Philosophy;0.00015843621804378927
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.48899513483047485;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.10980118811130524;RDF605;Other humanities;0.014842416159808636;RDF601;History, archaeology and related studies;0.0023504826240241528
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF30;Medical, health and life sciences;0.48243221640586853;RDF303;Health sciences;0.001597845577634871;RDF301;Basic medicine and life sciences;0.0011203773319721222;RDF302;Clinical medicine;0.0008642927859909832
43;The ethical challenges of Artificial Intelligence for start-ups;RDF30;Medical, health and life sciences;0.32240617275238037;RDF304;Medical biotechnology;0.01828179694712162;RDF301;Basic medicine and life sciences;0.003824483370408416;RDF303;Health sciences;0.0013804223854094744
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9611650109291077;RDF202;Industrial, systems and processes engineering;0.4382742643356323;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02995811216533184;RDF208;Environmental engineering and related engineering;0.005786153953522444
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF30;Medical, health and life sciences;0.4300161302089691;RDF304;Medical biotechnology;0.1672186553478241;RDF301;Basic medicine and life sciences;0.1529156118631363;RDF303;Health sciences;0.07864238321781158
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.9615886807441711;RDF303;Health sciences;0.9822025299072266;RDF301;Basic medicine and life sciences;0.6199316382408142;RDF302;Clinical medicine;0.31027624011039734
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF60;Humanities and the arts;0.8278795480728149;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.009917222894728184;RDF605;Other humanities;0.00570803415030241;RDF602;Languages and literature;0.002378123812377453
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9613812565803528;RDF504;Sociology and related studies;0.969956636428833;RDF509;Other social sciences;0.08953418582677841;RDF503;Education;0.06652369350194931
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.21564774215221405;RDF106;Biological sciences;0.037151824682950974;RDF107;Other natural sciences;0.0004477008478716016;RDF105;Earth and related environmental sciences;0.00014539113908540457
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.5435681343078613;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4277552366256714;RDF605;Other humanities;0.0005930210463702679;RDF603;Philosophy;0.00020703370682895184
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9012458920478821;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.199893057346344;RDF605;Other humanities;0.09244170039892197;RDF603;Philosophy;0.00021277165797073394
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.49212247133255005;RDF106;Biological sciences;0.09244170039892197;RDF107;Other natural sciences;0.013286684639751911;RDF105;Earth and related environmental sciences;0.0004994205082766712
53;Impact Award: Insight;RDF30;Medical, health and life sciences;0.3770899474620819;RDF304;Medical biotechnology;0.41655924916267395;RDF301;Basic medicine and life sciences;0.4144247770309448;RDF302;Clinical medicine;0.22143487632274628
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.6661065220832825;RDF104;Chemical sciences;0.9531008005142212;RDF105;Earth and related environmental sciences;0.0031850608065724373;RDF107;Other natural sciences;0.0014636012492701411
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.7868759632110596;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.561455249786377;RDF605;Other humanities;0.004264635033905506;RDF601;History, archaeology and related studies;0.0011763748480007052
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9835426211357117;RDF605;Other humanities;0.7306984066963196;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.18937113881111145;RDF601;History, archaeology and related studies;0.010539891198277473
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF10;Natural sciences;0.48101675510406494;RDF106;Biological sciences;0.8435007333755493;RDF104;Chemical sciences;0.057678770273923874;RDF107;Other natural sciences;0.05618453398346901
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF10;Natural sciences;0.5192878842353821;RDF106;Biological sciences;0.7714993357658386;RDF107;Other natural sciences;0.014615669846534729;RDF101;Mathematics and statistics;0.003389783203601837
59;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Literature);RDF60;Humanities and the arts;0.633475124835968;RDF602;Languages and literature;0.9006609320640564;RDF605;Other humanities;0.05546393245458603;RDF601;History, archaeology and related studies;0.0511774979531765
60;Using a point-of-care electrophysiological method to study the impact of neuro-sacral function on recovery after acute spinal cord injury;RDF10;Natural sciences;0.5160278677940369;RDF107;Other natural sciences;0.010539892129600048;RDF103;Physical sciences;0.009736684150993824;RDF106;Biological sciences;0.007770580239593983
61;Local intersectoral networks and institutional transformations: how can local actors promote social innovations? (Education);RDF30;Medical, health and life sciences;0.29502537846565247;RDF301;Basic medicine and life sciences;0.05385559797286987;RDF304;Medical biotechnology;0.024478411301970482;RDF305;Other medical sciences;0.005831271409988403
62;Plasma biomarkers of Alzheimer's disease in insomnia before and after cognitive behavioral therapy for insomnia;RDF10;Natural sciences;0.5410285592079163;RDF106;Biological sciences;0.2402394413948059;RDF107;Other natural sciences;0.03690806403756142;RDF103;Physical sciences;0.0019267344614490867
63;Developing algorithm aided fabrication methods for polyhedral structures (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.98930424451828;RDF202;Industrial, systems and processes engineering;0.46015244722366333;RDF212;Other engineering and technologies;0.038214150816202164;RDF211;Nano-technology;0.004331502132117748
64;SARS-CoV-2 Spike conformation: impact on Fc-mediated effector functions (Virology & Viral Pathogenesis);RDF10;Natural sciences;0.5002954006195068;RDF106;Biological sciences;0.008030814118683338;RDF107;Other natural sciences;0.001999431988224387;RDF103;Physical sciences;0.0001514775212854147
65;Questions in number theory (Mathematics and Statistics);RDF10;Natural sciences;0.21089163422584534;RDF101;Mathematics and statistics;0.5074724555015564;RDF107;Other natural sciences;0.000210293335840106;RDF102;Computer and information sciences;0.00014596011897083372
66;The mammalian target of rapamycin provides the female rodent heart sex-dependent resistance to ischemic damage (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.4955294728279114;RDF304;Medical biotechnology;0.9591255784034729;RDF301;Basic medicine and life sciences;0.9244493246078491;RDF303;Health sciences;0.7406436204910278
67;The CAnadian Mother-ChIld COLlaborative Training Platform - The CAMCCO-L Training Platform (Health Research Training Platform);RDF30;Medical, health and life sciences;0.9351925849914551;RDF303;Health sciences;0.5986935496330261;RDF301;Basic medicine and life sciences;0.08983315527439117;RDF305;Other medical sciences;0.010189337655901909
68;Life course body fatness and physical activity, and ovarian cancer etiology (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.7745780348777771;RDF301;Basic medicine and life sciences;0.3039900064468384;RDF303;Health sciences;0.1973670870065689;RDF302;Clinical medicine;0.040654849261045456
69;Modeling cue-triggered relapse to cocaine use in rats (Behavioural Sciences – Neurobiological Basis of Behavioural Processes);RDF10;Natural sciences;0.6295545101165771;RDF106;Biological sciences;0.048925891518592834;RDF107;Other natural sciences;0.0013643618440255523;RDF104;Chemical sciences;0.00049553596181795
70;Exploring emotional underpinnings of audit work amidst the rise of the digital age;RDF50;Social sciences;0.35398831963539124;RDF501;Psychology and cognitive sciences;0.08080967515707016;RDF509;Other social sciences;0.0026522597763687372;RDF505;Law and legal practice;0.0024154833517968655
71;Moving towards culturally safe services for Indigenous people in forensic mental health: A Partnership Development Programme;RDF30;Medical, health and life sciences;0.4967353641986847;RDF305;Other medical sciences;0.0031297362875193357;RDF303;Health sciences;0.0017752606654539704;RDF302;Clinical medicine;0.00030415886431001127
72;Development of functional language brain networks: a multimodal neuroimaging approach (Physics);RDF10;Natural sciences;0.8773627877235413;RDF103;Physical sciences;0.7834919691085815;RDF107;Other natural sciences;0.027742892503738403;RDF102;Computer and information sciences;0.0002874147321563214
73;Une deuxième peau à vif: vêtement, genre et violence dans la Bible hébraïque (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.5551235675811768;RDF603;Philosophy;0.8881781697273254;RDF605;Other humanities;0.790489912033081;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0010923190275207162
74;Social Innovation through Participatory Art and Design with Youth at the Margins - Solutions for Engaging and Empowering Youth with Trans-Atlantic Mirroring (Social Innovation);RDF60;Humanities and the arts;0.8367499709129333;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9247046709060669;RDF605;Other humanities;0.0015011822106316686;RDF603;Philosophy;0.0001816438016248867
75;Assessment of renal function in adults born preterm: The HAPI-Kidney study (Clinical Investigation – Reproduction, Maternal, Child and Youth Health);RDF30;Medical, health and life sciences;0.8175894021987915;RDF303;Health sciences;0.9507321715354919;RDF302;Clinical medicine;0.9426124095916748;RDF301;Basic medicine and life sciences;0.576780378818512
76;Unveiling the Role of Cellular Aging in Postmenopausal Syndrome: Rationale for Senolytic-Based Strategies to Enhance Women's Health;RDF30;Medical, health and life sciences;0.47374698519706726;RDF303;Health sciences;0.9136765003204346;RDF302;Clinical medicine;0.5423785448074341;RDF301;Basic medicine and life sciences;0.3027001619338989
77;Optimizing the Ageing Brain? Situating Ethical Aspects of Dementia Prevention (BEAD);RDF30;Medical, health and life sciences;0.38767513632774353;RDF303;Health sciences;0.2971894145011902;RDF301;Basic medicine and life sciences;0.012241275049746037;RDF302;Clinical medicine;0.006229157093912363
78;Multicommunicating during team meetings and its effect on team functioning;RDF30;Medical, health and life sciences;0.35363760590553284;RDF301;Basic medicine and life sciences;0.35398629307746887;RDF305;Other medical sciences;0.10576342046260834;RDF304;Medical biotechnology;0.07651112228631973
79;Transitioning from late adolescence into emerging adulthood: The role of past and current parenting (Psychology);RDF50;Social sciences;0.540803849697113;RDF501;Psychology and cognitive sciences;0.2501792907714844;RDF509;Other social sciences;0.005089918151497841;RDF503;Education;0.0003548858512658626
80;Plateforme intégrée de caractérisation expérimentale/numérique pour la conception de matériaux poreux innovants (Mechanical Engineering);RDF20-21;Engineering and technology;0.9742204546928406;RDF204;Mechanical engineering;0.9831822514533997;RDF211;Nano-technology;0.12315455079078674;RDF210;Industrial biotechnology;0.009642974473536015
81;How Peers in Healthcare Teams Transform Homelessness Prevention and Care Practices: A Participatory Multiple Case Study;RDF30;Medical, health and life sciences;0.9664682745933533;RDF303;Health sciences;0.16708272695541382;RDF302;Clinical medicine;0.03507867455482483;RDF301;Basic medicine and life sciences;0.010550081729888916
82;Online stochastic optimization for dynamic operations management systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9817434549331665;RDF202;Industrial, systems and processes engineering;0.47922948002815247;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.01805533654987812;RDF210;Industrial biotechnology;0.0065642488189041615
83;Assessing latent-structure models in natural language processing with artificial datasets (Computer Science);RDF10;Natural sciences;0.22912153601646423;RDF102;Computer and information sciences;0.9666946530342102;RDF101;Mathematics and statistics;0.0003065436612814665;RDF107;Other natural sciences;0.0002561397268436849
84;Electroactive Self-Assembled Monolayers: Putting Surface-Confined Redox Reactions to Work (Chemistry);RDF10;Natural sciences;0.48487427830696106;RDF104;Chemical sciences;0.9591925740242004;RDF105;Earth and related environmental sciences;0.0918697789311409;RDF103;Physical sciences;0.07913912087678909
85;Role of SCPPPQ1, a junctional epithelium protein, in maintaining periodontal integrity and health (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.5695108771324158;RDF303;Health sciences;0.9172656536102295;RDF302;Clinical medicine;0.879612922668457;RDF301;Basic medicine and life sciences;0.8448135256767273
86;What dreams may come: How cinema shapes the language, experience, and images of dreaming (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9048501253128052;RDF508;Media and communications;0.9585376977920532;RDF504;Sociology and related studies;0.8416956067085266;RDF501;Psychology and cognitive sciences;0.035611413419246674
87;Supramolecular strategies to target cellular membranes (Chemistry);RDF10;Natural sciences;0.7313190698623657;RDF104;Chemical sciences;0.9322068691253662;RDF107;Other natural sciences;0.00267821759916842;RDF103;Physical sciences;0.0023322338238358498
88;Geopolitics, bargaining, and firm selection along the Belt and Road;RDF60;Humanities and the arts;0.21519319713115692;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0004132619360461831;RDF605;Other humanities;0.00019110430730506778;RDF603;Philosophy;0.00011213409015908837
89;Role of neuron-glia interactions in sensori-motor integration in mastication (Movement & Exercise);RDF10;Natural sciences;0.7174313068389893;RDF106;Biological sciences;0.701073944568634;RDF107;Other natural sciences;0.004914949182420969;RDF103;Physical sciences;0.00042388477595523
90;Dual-Energy Cone-Beam CT as an online quantitative imaging modality for adaptive radiotherapy (Physics);RDF20-21;Engineering and technology;0.47478094696998596;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.023939192295074463;RDF212;Other engineering and technologies;0.002575881313532591;RDF203;Electrical engineering, computer engineering, and information engineering;0.0021827162709087133
91;"Le ""patient expert"": enjeux épistémiques et normatifs (Philosophy, medieval studies, classics, religious)";RDF60;Humanities and the arts;0.43707507848739624;RDF603;Philosophy;0.9389688968658447;RDF605;Other humanities;0.03138042986392975;RDF602;Languages and literature;0.0011203773319721222
92;Les données numériques en santé: peut-on bâtir la confiance;RDF30;Medical, health and life sciences;0.9510217308998108;RDF303;Health sciences;0.8656221628189087;RDF301;Basic medicine and life sciences;0.3965354561805725;RDF302;Clinical medicine;0.18528293073177338
93;Role of ARF1 as a key GTPAse regulating immune surveillance in breast cancer;RDF30;Medical, health and life sciences;0.5824658870697021;RDF302;Clinical medicine;0.7967672944068909;RDF301;Basic medicine and life sciences;0.7488118410110474;RDF303;Health sciences;0.7065955400466919
94;Critical Replacement of Thermogravimetric Analyzer to Leverage Materials Discovery and Innovation (Chemistry);RDF20-21;Engineering and technology;0.5088504552841187;RDF206;Materials engineering and resources engineering;0.023043230175971985;RDF205;Chemical engineering;0.014420067891478539;RDF210;Industrial biotechnology;0.00523027777671814
95;Partnering with Canadian Youth to Co-Design a Toolkit to Support Youth who Experience Climate-Related Distress;RDF20-21;Engineering and technology;0.3126071095466614;RDF208;Environmental engineering and related engineering;0.3897787630558014;RDF203;Electrical engineering, computer engineering, and information engineering;0.07276838272809982;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.03732689097523689
96;Family Acculturation: Identity, Legitimacy, and the Marketplace;RDF60;Humanities and the arts;0.2809058129787445;RDF605;Other humanities;0.003884477075189352;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.0021573419217020273;RDF601;History, archaeology and related studies;0.00039666122756898403
97;Low-Resource Text Understanding (Computer Science);RDF30;Medical, health and life sciences;0.4574930667877197;RDF301;Basic medicine and life sciences;0.21917034685611725;RDF304;Medical biotechnology;0.1865392029285431;RDF302;Clinical medicine;0.1452365517616272
98;Privilège des minoritaires et inégalités épistémiques: une perspective féministe et décoloniale sur la reconnaissance des savoirs expérientiels dans la lutte contre la pauvreté au Québec et en Belgique francophone (Sociology, demography and related fields);RDF50;Social sciences;0.9491811394691467;RDF504;Sociology and related studies;0.9685006141662598;RDF509;Other social sciences;0.5632578730583191;RDF503;Education;0.16518869996070862
