;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.8261179327964783;RDF60;Humanities and the arts;0.04567147418856621;RDF50;Social sciences;0.0455823577940464;RDF503;Education;0.6235488057136536;RDF303;Health sciences;0.09564469754695892;RDF302;Clinical medicine;0.06954174488782883;RDF605;Other humanities;0.014643825590610504;RDF504;Sociology and related studies;0.011419614776968956
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.47104400396347046;RDF50;Social sciences;0.13260482251644135;RDF10;Natural sciences;0.11166445165872574;RDF603;Philosophy;0.8465777039527893;RDF605;Other humanities;0.13546064496040344;RDF503;Education;0.039305612444877625;RDF602;Languages and literature;0.0020547444000840187;RDF509;Other social sciences;0.0007279068231582642
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.49507004022598267;RDF30;Medical, health and life sciences;0.31653493642807007;RDF50;Social sciences;0.05609041079878807;RDF106;Biological sciences;0.7107287049293518;RDF304;Medical biotechnology;0.05815833434462547;RDF209;Environmental biotechnology;0.008307728916406631;RDF107;Other natural sciences;0.005888159386813641;RDF301;Basic medicine and life sciences;0.0026112475898116827
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5536749958992004;RDF30;Medical, health and life sciences;0.23590484261512756;RDF10;Natural sciences;0.18682122230529785;RDF301;Basic medicine and life sciences;0.6467949151992798;RDF106;Biological sciences;0.630571186542511;RDF304;Medical biotechnology;0.6197014451026917;RDF210;Industrial biotechnology;0.4030968248844147;RDF207;Medical and biomedical engineering;0.3858952224254608
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.48528194427490234;RDF10;Natural sciences;0.45827943086624146;RDF60;Humanities and the arts;0.020756814628839493;RDF106;Biological sciences;0.8136829733848572;RDF301;Basic medicine and life sciences;0.7771730422973633;RDF303;Health sciences;0.6663339734077454;RDF207;Medical and biomedical engineering;0.06227398291230202;RDF107;Other natural sciences;0.046421416103839874
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.4402660131454468;RDF60;Humanities and the arts;0.14689570665359497;RDF50;Social sciences;0.14044289290905;RDF508;Media and communications;0.8041753768920898;RDF602;Languages and literature;0.3515336513519287;RDF605;Other humanities;0.19147881865501404;RDF503;Education;0.14847882091999054;RDF203;Electrical engineering, computer engineering, and information engineering;0.119100421667099
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.46217086911201477;RDF30;Medical, health and life sciences;0.13768893480300903;RDF60;Humanities and the arts;0.13742028176784515;RDF503;Education;0.9334308505058289;RDF504;Sociology and related studies;0.49231016635894775;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.2510963976383209;RDF203;Electrical engineering, computer engineering, and information engineering;0.03095286712050438;RDF204;Mechanical engineering;0.01890544593334198
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.5487232208251953;RDF20-21;Engineering and technology;0.31726664304733276;RDF30;Medical, health and life sciences;0.04141362011432648;RDF103;Physical sciences;0.9448422789573669;RDF211;Nano-technology;0.4675140976905823;RDF503;Education;0.1765473484992981;RDF209;Environmental biotechnology;0.014392335899174213;RDF107;Other natural sciences;0.011892050504684448
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.582896888256073;RDF60;Humanities and the arts;0.17873091995716095;RDF20-21;Engineering and technology;0.09299642592668533;RDF105;Earth and related environmental sciences;0.8463397026062012;RDF208;Environmental engineering and related engineering;0.19167141616344452;RDF503;Education;0.05134372040629387;RDF505;Law and legal practice;0.023219766095280647;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.022911692038178444
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.7699567675590515;RDF60;Humanities and the arts;0.05384869500994682;RDF10;Natural sciences;0.050586163997650146;RDF506;Political science and policy administration;0.9728565812110901;RDF509;Other social sciences;0.026355352252721786;RDF505;Law and legal practice;0.006538825109601021;RDF504;Sociology and related studies;0.0020269001834094524;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0020190137438476086
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9649405479431152;RDF30;Medical, health and life sciences;0.02429877407848835;RDF10;Natural sciences;0.003935796674340963;RDF504;Sociology and related studies;0.5600120425224304;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.10722695291042328;RDF501;Psychology and cognitive sciences;0.0776924192905426;RDF203;Electrical engineering, computer engineering, and information engineering;0.05750982090830803;RDF509;Other social sciences;0.04940524697303772
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.6614552736282349;RDF30;Medical, health and life sciences;0.19367294013500214;RDF40;Agricultural and veterinary sciences;0.09829255193471909;RDF404;Agricultural biotechnology and food sciences;0.8574699759483337;RDF301;Basic medicine and life sciences;0.8489095568656921;RDF106;Biological sciences;0.8117879629135132;RDF105;Earth and related environmental sciences;0.7228205800056458;RDF209;Environmental biotechnology;0.7179027199745178
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9487779140472412;RDF10;Natural sciences;0.017326638102531433;RDF30;Medical, health and life sciences;0.012602380476891994;RDF102;Computer and information sciences;0.5952573418617249;RDF204;Mechanical engineering;0.49920654296875;RDF101;Mathematics and statistics;0.2740355432033539;RDF202;Industrial, systems and processes engineering;0.11422023922204971;RDF103;Physical sciences;0.02496401220560074
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.6249632835388184;RDF20-21;Engineering and technology;0.20161204040050507;RDF30;Medical, health and life sciences;0.04950375109910965;RDF103;Physical sciences;0.954562783241272;RDF101;Mathematics and statistics;0.0011672310065478086;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.000726487603969872;RDF107;Other natural sciences;0.00046826136531308293;RDF505;Law and legal practice;0.0004459562187548727
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.5865039825439453;RDF10;Natural sciences;0.15681827068328857;RDF30;Medical, health and life sciences;0.1284922957420349;RDF102;Computer and information sciences;0.8836805820465088;RDF203;Electrical engineering, computer engineering, and information engineering;0.4792599678039551;RDF404;Agricultural biotechnology and food sciences;0.44263648986816406;RDF208;Environmental engineering and related engineering;0.4371025264263153;RDF103;Physical sciences;0.4371024966239929
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.822914183139801;RDF10;Natural sciences;0.06445562094449997;RDF40;Agricultural and veterinary sciences;0.033668506890535355;RDF301;Basic medicine and life sciences;0.8760257959365845;RDF203;Electrical engineering, computer engineering, and information engineering;0.793586254119873;RDF305;Other medical sciences;0.7769087553024292;RDF501;Psychology and cognitive sciences;0.7655933499336243;RDF105;Earth and related environmental sciences;0.7343100905418396
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.5079337358474731;RDF60;Humanities and the arts;0.11970597505569458;RDF10;Natural sciences;0.11670482903718948;RDF506;Political science and policy administration;0.9661878943443298;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.026708465069532394;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.002396730938926339;RDF509;Other social sciences;0.00228277500718832;RDF203;Electrical engineering, computer engineering, and information engineering;0.0009966077050194144
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.4029223620891571;RDF10;Natural sciences;0.34955257177352905;RDF20-21;Engineering and technology;0.20690090954303741;RDF304;Medical biotechnology;0.8884264826774597;RDF302;Clinical medicine;0.8050580620765686;RDF301;Basic medicine and life sciences;0.5737978219985962;RDF303;Health sciences;0.5269513726234436;RDF207;Medical and biomedical engineering;0.4728660583496094
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.38650190830230713;RDF10;Natural sciences;0.3007141649723053;RDF30;Medical, health and life sciences;0.1136932447552681;RDF208;Environmental engineering and related engineering;0.8738082647323608;RDF206;Materials engineering and resources engineering;0.48297780752182007;RDF209;Environmental biotechnology;0.15797941386699677;RDF105;Earth and related environmental sciences;0.15037159621715546;RDF210;Industrial biotechnology;0.034635160118341446
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.5994864106178284;RDF30;Medical, health and life sciences;0.31070590019226074;RDF50;Social sciences;0.026728270575404167;RDF106;Biological sciences;0.8356931805610657;RDF304;Medical biotechnology;0.7620701193809509;RDF301;Basic medicine and life sciences;0.501708984375;RDF210;Industrial biotechnology;0.4315841794013977;RDF303;Health sciences;0.30476540327072144
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.38803741335868835;RDF20-21;Engineering and technology;0.13074007630348206;RDF10;Natural sciences;0.12997625768184662;RDF101;Mathematics and statistics;0.9812029600143433;RDF210;Industrial biotechnology;0.16491954028606415;RDF404;Agricultural biotechnology and food sciences;0.09219619631767273;RDF304;Medical biotechnology;0.07123502343893051;RDF209;Environmental biotechnology;0.06539562344551086
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF60;Humanities and the arts;0.6642161011695862;RDF50;Social sciences;0.1224483847618103;RDF30;Medical, health and life sciences;0.0951768159866333;RDF508;Media and communications;0.40421345829963684;RDF601;History, archaeology and related studies;0.3495882451534271;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.2986958920955658;RDF605;Other humanities;0.2391049712896347;RDF203;Electrical engineering, computer engineering, and information engineering;0.18043136596679688
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.27200180292129517;RDF10;Natural sciences;0.1932552456855774;RDF60;Humanities and the arts;0.16241970658302307;RDF101;Mathematics and statistics;0.9581869840621948;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.018511047586798668;RDF210;Industrial biotechnology;0.011222866363823414;RDF208;Environmental engineering and related engineering;0.007733024191111326;RDF203;Electrical engineering, computer engineering, and information engineering;0.00510973809286952
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.6411364078521729;RDF30;Medical, health and life sciences;0.1232023611664772;RDF40;Agricultural and veterinary sciences;0.07256852835416794;RDF106;Biological sciences;0.7000367641448975;RDF301;Basic medicine and life sciences;0.16424816846847534;RDF402;Animal and dairy sciences;0.06176271289587021;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.049165017902851105;RDF302;Clinical medicine;0.02592034824192524
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF10;Natural sciences;0.5723432302474976;RDF30;Medical, health and life sciences;0.34167832136154175;RDF60;Humanities and the arts;0.025042854249477386;RDF106;Biological sciences;0.9038897156715393;RDF301;Basic medicine and life sciences;0.48535576462745667;RDF303;Health sciences;0.17349815368652344;RDF304;Medical biotechnology;0.1346798688173294;RDF302;Clinical medicine;0.04567074403166771
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.8361330032348633;RDF10;Natural sciences;0.06619830429553986;RDF20-21;Engineering and technology;0.04744860157370567;RDF302;Clinical medicine;0.9638481140136719;RDF303;Health sciences;0.9011839628219604;RDF101;Mathematics and statistics;0.772616446018219;RDF505;Law and legal practice;0.36074236035346985;RDF301;Basic medicine and life sciences;0.25627321004867554
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.8227835893630981;RDF60;Humanities and the arts;0.05834962800145149;RDF30;Medical, health and life sciences;0.039558522403240204;RDF503;Education;0.9421618580818176;RDF504;Sociology and related studies;0.5740366578102112;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.07731712609529495;RDF605;Other humanities;0.06995359808206558;RDF501;Psychology and cognitive sciences;0.042782142758369446
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF40;Agricultural and veterinary sciences;0.6453486084938049;RDF10;Natural sciences;0.2399745136499405;RDF30;Medical, health and life sciences;0.05843617394566536;RDF404;Agricultural biotechnology and food sciences;0.6799229979515076;RDF403;Veterinary sciences;0.4964600205421448;RDF209;Environmental biotechnology;0.4902355968952179;RDF301;Basic medicine and life sciences;0.4401082396507263;RDF106;Biological sciences;0.3548242151737213
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.588799238204956;RDF50;Social sciences;0.10433599352836609;RDF30;Medical, health and life sciences;0.09425972402095795;RDF105;Earth and related environmental sciences;0.9953634142875671;RDF208;Environmental engineering and related engineering;0.6227461695671082;RDF107;Other natural sciences;0.022650808095932007;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.004663655534386635;RDF503;Education;0.0023596608079969883
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF30;Medical, health and life sciences;0.33946970105171204;RDF50;Social sciences;0.2841920852661133;RDF40;Agricultural and veterinary sciences;0.13756059110164642;RDF208;Environmental engineering and related engineering;0.7972412705421448;RDF401;Agriculture, forestry, and fisheries;0.4217899739742279;RDF105;Earth and related environmental sciences;0.3669866621494293;RDF404;Agricultural biotechnology and food sciences;0.2704802453517914;RDF508;Media and communications;0.24981307983398438
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF60;Humanities and the arts;0.3363395929336548;RDF50;Social sciences;0.20519909262657166;RDF10;Natural sciences;0.12691427767276764;RDF507;Social and economic geography;0.14282864332199097;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.12683923542499542;RDF509;Other social sciences;0.0011972112115472555;RDF504;Sociology and related studies;0.0007643033168278635;RDF605;Other humanities;0.000460105889942497
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.48899513483047485;RDF30;Medical, health and life sciences;0.18760612607002258;RDF50;Social sciences;0.09866858273744583;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.15567119419574738;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.10980118811130524;RDF208;Environmental engineering and related engineering;0.05480259284377098;RDF401;Agriculture, forestry, and fisheries;0.03219185769557953;RDF203;Electrical engineering, computer engineering, and information engineering;0.02010023593902588
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF30;Medical, health and life sciences;0.48243221640586853;RDF50;Social sciences;0.21137739717960358;RDF60;Humanities and the arts;0.15738944709300995;RDF504;Sociology and related studies;0.03458621725440025;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.031888991594314575;RDF501;Psychology and cognitive sciences;0.027585282921791077;RDF605;Other humanities;0.021718837320804596;RDF503;Education;0.009107992984354496
43;The ethical challenges of Artificial Intelligence for start-ups;RDF30;Medical, health and life sciences;0.32240617275238037;RDF20-21;Engineering and technology;0.2545466125011444;RDF40;Agricultural and veterinary sciences;0.13571780920028687;RDF102;Computer and information sciences;0.09105827659368515;RDF203;Electrical engineering, computer engineering, and information engineering;0.08870180696249008;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.03835797682404518;RDF404;Agricultural biotechnology and food sciences;0.024019189178943634;RDF603;Philosophy;0.018959863111376762
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9611650109291077;RDF10;Natural sciences;0.011911699548363686;RDF50;Social sciences;0.008852023631334305;RDF202;Industrial, systems and processes engineering;0.4382742643356323;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02995811216533184;RDF208;Environmental engineering and related engineering;0.005786153953522444;RDF212;Other engineering and technologies;0.004190636798739433;RDF105;Earth and related environmental sciences;0.0032413601875305176
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF30;Medical, health and life sciences;0.4300161302089691;RDF40;Agricultural and veterinary sciences;0.21204349398612976;RDF60;Humanities and the arts;0.11327724158763885;RDF404;Agricultural biotechnology and food sciences;0.2755194306373596;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.24972160160541534;RDF105;Earth and related environmental sciences;0.2429232895374298;RDF208;Environmental engineering and related engineering;0.19360435009002686;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.1898212730884552
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.9615886807441711;RDF50;Social sciences;0.01386446226388216;RDF10;Natural sciences;0.00872714538127184;RDF303;Health sciences;0.9822025299072266;RDF301;Basic medicine and life sciences;0.6199316382408142;RDF302;Clinical medicine;0.31027624011039734;RDF503;Education;0.15687835216522217;RDF304;Medical biotechnology;0.07194902002811432
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF60;Humanities and the arts;0.8278795480728149;RDF50;Social sciences;0.043343666940927505;RDF30;Medical, health and life sciences;0.04016471281647682;RDF508;Media and communications;0.6057844758033752;RDF503;Education;0.5033568739891052;RDF203;Electrical engineering, computer engineering, and information engineering;0.22764098644256592;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.009917222894728184;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.006050397641956806
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9613812565803528;RDF30;Medical, health and life sciences;0.017920568585395813;RDF60;Humanities and the arts;0.006908994633704424;RDF504;Sociology and related studies;0.969956636428833;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.21460910141468048;RDF203;Electrical engineering, computer engineering, and information engineering;0.0984606146812439;RDF509;Other social sciences;0.08953418582677841;RDF503;Education;0.06652369350194931
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.21564774215221405;RDF50;Social sciences;0.19673335552215576;RDF30;Medical, health and life sciences;0.17260228097438812;RDF503;Education;0.16757595539093018;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.13822896778583527;RDF106;Biological sciences;0.037151824682950974;RDF602;Languages and literature;0.009125636890530586;RDF605;Other humanities;0.007093862164765596
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.5435681343078613;RDF20-21;Engineering and technology;0.23677264153957367;RDF30;Medical, health and life sciences;0.06665448099374771;RDF508;Media and communications;0.8367546796798706;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4277552366256714;RDF211;Nano-technology;0.3021851181983948;RDF210;Industrial biotechnology;0.23952718079090118;RDF209;Environmental biotechnology;0.1442091017961502
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9012458920478821;RDF50;Social sciences;0.029384542256593704;RDF30;Medical, health and life sciences;0.019766416400671005;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.199893057346344;RDF605;Other humanities;0.09244170039892197;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.014447852037847042;RDF507;Social and economic geography;0.0015129382954910398;RDF203;Electrical engineering, computer engineering, and information engineering;0.0012521495809778571
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.49212247133255005;RDF30;Medical, health and life sciences;0.20776817202568054;RDF40;Agricultural and veterinary sciences;0.09364844858646393;RDF503;Education;0.9162033200263977;RDF106;Biological sciences;0.09244170039892197;RDF107;Other natural sciences;0.013286684639751911;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.011342699639499187;RDF402;Animal and dairy sciences;0.010955153033137321
53;Impact Award: Insight;RDF30;Medical, health and life sciences;0.3770899474620819;RDF60;Humanities and the arts;0.15295442938804626;RDF40;Agricultural and veterinary sciences;0.130573570728302;RDF505;Law and legal practice;0.6534587144851685;RDF208;Environmental engineering and related engineering;0.5170832276344299;RDF404;Agricultural biotechnology and food sciences;0.4873073995113373;RDF210;Industrial biotechnology;0.4790162444114685;RDF105;Earth and related environmental sciences;0.4515683352947235
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.6661065220832825;RDF30;Medical, health and life sciences;0.1372576355934143;RDF40;Agricultural and veterinary sciences;0.06321042031049728;RDF104;Chemical sciences;0.9531008005142212;RDF404;Agricultural biotechnology and food sciences;0.04391602799296379;RDF301;Basic medicine and life sciences;0.012419667094945908;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.005968730431050062;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.004459704272449017
