;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF20-21;Engineering and technology;0.4083876609802246;RDF40;Agricultural and veterinary sciences;0.32927221059799194;RDF50;Social sciences;0.08506105095148087;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9772842526435852;RDF102;Computer and information sciences;0.8501579165458679;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8157101273536682;RDF508;Media and communications;0.7998945116996765;RDF103;Physical sciences;0.7604283690452576
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF20-21;Engineering and technology;0.4558027982711792;RDF40;Agricultural and veterinary sciences;0.21869656443595886;RDF60;Humanities and the arts;0.19262246787548065;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9758085012435913;RDF601;History, archaeology and related studies;0.7927451729774475;RDF301;Basic medicine and life sciences;0.7516481280326843;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.6926419734954834;RDF102;Computer and information sciences;0.6651387214660645
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF40;Agricultural and veterinary sciences;0.378989040851593;RDF20-21;Engineering and technology;0.3655395209789276;RDF50;Social sciences;0.10547535866498947;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9846789240837097;RDF508;Media and communications;0.9117215871810913;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8521375060081482;RDF102;Computer and information sciences;0.8453688621520996;RDF301;Basic medicine and life sciences;0.7851438522338867
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.43332844972610474;RDF40;Agricultural and veterinary sciences;0.2984042465686798;RDF30;Medical, health and life sciences;0.09997120499610901;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9784876704216003;RDF102;Computer and information sciences;0.8404227495193481;RDF207;Medical and biomedical engineering;0.8384814858436584;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.79194176197052;RDF301;Basic medicine and life sciences;0.7794057726860046
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF20-21;Engineering and technology;0.4014264941215515;RDF40;Agricultural and veterinary sciences;0.33020442724227905;RDF50;Social sciences;0.11068566143512726;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9833269119262695;RDF508;Media and communications;0.8919758200645447;RDF102;Computer and information sciences;0.8681575655937195;RDF103;Physical sciences;0.8303040862083435;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8251322507858276
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF20-21;Engineering and technology;0.3677450120449066;RDF40;Agricultural and veterinary sciences;0.34563320875167847;RDF50;Social sciences;0.1063557118177414;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9773923754692078;RDF508;Media and communications;0.9216049313545227;RDF207;Medical and biomedical engineering;0.8752548098564148;RDF102;Computer and information sciences;0.8724560737609863;RDF405;Other agricultural sciences;0.8626917600631714
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF20-21;Engineering and technology;0.45142480731010437;RDF40;Agricultural and veterinary sciences;0.2609458863735199;RDF30;Medical, health and life sciences;0.0937042161822319;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9771973490715027;RDF503;Education;0.907168447971344;RDF102;Computer and information sciences;0.845846951007843;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.837619960308075;RDF301;Basic medicine and life sciences;0.7966881394386292
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.5081910490989685;RDF40;Agricultural and veterinary sciences;0.2072415053844452;RDF30;Medical, health and life sciences;0.08399931341409683;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9753431081771851;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7584211230278015;RDF103;Physical sciences;0.7382447719573975;RDF102;Computer and information sciences;0.7269105315208435;RDF301;Basic medicine and life sciences;0.7083134651184082
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.381638765335083;RDF40;Agricultural and veterinary sciences;0.3194945454597473;RDF50;Social sciences;0.11098189651966095;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9749883413314819;RDF508;Media and communications;0.861042320728302;RDF102;Computer and information sciences;0.8244619369506836;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7746686339378357;RDF103;Physical sciences;0.7478922605514526
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF20-21;Engineering and technology;0.5096020698547363;RDF40;Agricultural and veterinary sciences;0.2241557538509369;RDF50;Social sciences;0.09190354496240616;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9819620251655579;RDF506;Political science and policy administration;0.8088234066963196;RDF102;Computer and information sciences;0.798579752445221;RDF505;Law and legal practice;0.7895178198814392;RDF301;Basic medicine and life sciences;0.7641884088516235
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF20-21;Engineering and technology;0.4551646113395691;RDF40;Agricultural and veterinary sciences;0.2743244469165802;RDF50;Social sciences;0.10475926846265793;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9719924330711365;RDF102;Computer and information sciences;0.849534809589386;RDF508;Media and communications;0.8213756680488586;RDF504;Sociology and related studies;0.8038675785064697;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7852262854576111
21;Biophysical and genetic control of root growth;RDF40;Agricultural and veterinary sciences;0.38239938020706177;RDF20-21;Engineering and technology;0.2841750979423523;RDF50;Social sciences;0.12115821987390518;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9833109378814697;RDF508;Media and communications;0.9191131591796875;RDF207;Medical and biomedical engineering;0.8754678964614868;RDF405;Other agricultural sciences;0.8698528409004211;RDF208;Environmental engineering and related engineering;0.8577978610992432
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.38817527890205383;RDF40;Agricultural and veterinary sciences;0.28288790583610535;RDF50;Social sciences;0.11781011521816254;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9583432078361511;RDF102;Computer and information sciences;0.8366880416870117;RDF508;Media and communications;0.8350803852081299;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7773421406745911;RDF301;Basic medicine and life sciences;0.77390056848526
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF20-21;Engineering and technology;0.3579114079475403;RDF40;Agricultural and veterinary sciences;0.3198911249637604;RDF10;Natural sciences;0.09642171859741211;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9868786931037903;RDF508;Media and communications;0.9029524326324463;RDF102;Computer and information sciences;0.8615964651107788;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.846419095993042;RDF301;Basic medicine and life sciences;0.7625124454498291
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.3608591556549072;RDF40;Agricultural and veterinary sciences;0.28351834416389465;RDF50;Social sciences;0.10893309861421585;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9836912155151367;RDF508;Media and communications;0.8677868247032166;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8330531716346741;RDF102;Computer and information sciences;0.8175016641616821;RDF301;Basic medicine and life sciences;0.7815808057785034
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF40;Agricultural and veterinary sciences;0.4484940469264984;RDF20-21;Engineering and technology;0.26859375834465027;RDF50;Social sciences;0.10523420572280884;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9909971952438354;RDF207;Medical and biomedical engineering;0.9882675409317017;RDF405;Other agricultural sciences;0.9484418034553528;RDF506;Political science and policy administration;0.9446893930435181;RDF508;Media and communications;0.9178473353385925
26;La nouvelle politique de la redistribution (Political science and public administration);RDF20-21;Engineering and technology;0.4158700406551361;RDF40;Agricultural and veterinary sciences;0.31622278690338135;RDF30;Medical, health and life sciences;0.07921531796455383;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9800339937210083;RDF301;Basic medicine and life sciences;0.8103288412094116;RDF508;Media and communications;0.8049048185348511;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8008866906166077;RDF506;Political science and policy administration;0.7906919717788696
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF20-21;Engineering and technology;0.4019341766834259;RDF40;Agricultural and veterinary sciences;0.28543180227279663;RDF30;Medical, health and life sciences;0.10940086841583252;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9728049635887146;RDF304;Medical biotechnology;0.8475266098976135;RDF102;Computer and information sciences;0.8061668276786804;RDF508;Media and communications;0.7825482487678528;RDF207;Medical and biomedical engineering;0.7724984884262085
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF40;Agricultural and veterinary sciences;0.44787460565567017;RDF20-21;Engineering and technology;0.2513575851917267;RDF50;Social sciences;0.12058060616254807;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.986828088760376;RDF508;Media and communications;0.9270337224006653;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8635067343711853;RDF104;Chemical sciences;0.846672773361206;RDF102;Computer and information sciences;0.8454964756965637
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.40399953722953796;RDF40;Agricultural and veterinary sciences;0.31264427304267883;RDF50;Social sciences;0.1012285128235817;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9841545820236206;RDF207;Medical and biomedical engineering;0.8449214696884155;RDF304;Medical biotechnology;0.8314169645309448;RDF102;Computer and information sciences;0.8252379298210144;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7793638110160828
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF40;Agricultural and veterinary sciences;0.37003663182258606;RDF20-21;Engineering and technology;0.33642899990081787;RDF50;Social sciences;0.10160791873931885;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9864938855171204;RDF508;Media and communications;0.9161893725395203;RDF101;Mathematics and statistics;0.8978745341300964;RDF102;Computer and information sciences;0.8521374464035034;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8247444033622742
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF40;Agricultural and veterinary sciences;0.40225306153297424;RDF20-21;Engineering and technology;0.3518807590007782;RDF50;Social sciences;0.08132459968328476;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9904775023460388;RDF508;Media and communications;0.934155285358429;RDF102;Computer and information sciences;0.9045030474662781;RDF204;Mechanical engineering;0.8712148666381836;RDF208;Environmental engineering and related engineering;0.8595606684684753
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.3532971441745758;RDF40;Agricultural and veterinary sciences;0.33976253867149353;RDF50;Social sciences;0.09834688901901245;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9694690704345703;RDF101;Mathematics and statistics;0.9031020998954773;RDF508;Media and communications;0.7850615382194519;RDF102;Computer and information sciences;0.7385748028755188;RDF301;Basic medicine and life sciences;0.7341194748878479
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF40;Agricultural and veterinary sciences;0.4210771322250366;RDF20-21;Engineering and technology;0.32033854722976685;RDF50;Social sciences;0.09388621151447296;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.985243022441864;RDF508;Media and communications;0.9310561418533325;RDF102;Computer and information sciences;0.8610131740570068;RDF204;Mechanical engineering;0.8593541979789734;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.845241129398346
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF40;Agricultural and veterinary sciences;0.3704906105995178;RDF20-21;Engineering and technology;0.34974732995033264;RDF50;Social sciences;0.10464847832918167;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9713744521141052;RDF508;Media and communications;0.8754146695137024;RDF103;Physical sciences;0.835573673248291;RDF102;Computer and information sciences;0.8121234178543091;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8093136548995972
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF20-21;Engineering and technology;0.370074599981308;RDF40;Agricultural and veterinary sciences;0.32058578729629517;RDF50;Social sciences;0.12329544126987457;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9807841777801514;RDF508;Media and communications;0.9155072569847107;RDF207;Medical and biomedical engineering;0.9026954174041748;RDF104;Chemical sciences;0.8866168856620789;RDF102;Computer and information sciences;0.8808771967887878
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF20-21;Engineering and technology;0.5050112009048462;RDF40;Agricultural and veterinary sciences;0.21598637104034424;RDF50;Social sciences;0.08844608068466187;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9730620980262756;RDF301;Basic medicine and life sciences;0.7767923474311829;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7760294079780579;RDF503;Education;0.7373946309089661;RDF102;Computer and information sciences;0.735166609287262
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF20-21;Engineering and technology;0.38646236062049866;RDF40;Agricultural and veterinary sciences;0.32638874650001526;RDF50;Social sciences;0.1009378656744957;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9668201804161072;RDF508;Media and communications;0.890031635761261;RDF102;Computer and information sciences;0.8440879583358765;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.812867283821106;RDF103;Physical sciences;0.7906516194343567
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF20-21;Engineering and technology;0.4778944253921509;RDF40;Agricultural and veterinary sciences;0.2713669240474701;RDF30;Medical, health and life sciences;0.08518117666244507;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9781979918479919;RDF508;Media and communications;0.8712422251701355;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8303878903388977;RDF301;Basic medicine and life sciences;0.8071568608283997;RDF208;Environmental engineering and related engineering;0.7785230278968811
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF40;Agricultural and veterinary sciences;0.3626415431499481;RDF20-21;Engineering and technology;0.32842016220092773;RDF30;Medical, health and life sciences;0.10417793691158295;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9758546352386475;RDF207;Medical and biomedical engineering;0.823470413684845;RDF208;Environmental engineering and related engineering;0.7973201870918274;RDF102;Computer and information sciences;0.7937462329864502;RDF301;Basic medicine and life sciences;0.7835747599601746
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF20-21;Engineering and technology;0.5212206244468689;RDF40;Agricultural and veterinary sciences;0.2410990446805954;RDF50;Social sciences;0.07720818370580673;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9728307723999023;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8333923816680908;RDF301;Basic medicine and life sciences;0.7626008987426758;RDF102;Computer and information sciences;0.7112303972244263;RDF105;Earth and related environmental sciences;0.5994850993156433
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF20-21;Engineering and technology;0.394157737493515;RDF40;Agricultural and veterinary sciences;0.3204479515552521;RDF50;Social sciences;0.11841985583305359;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9854544401168823;RDF508;Media and communications;0.932222306728363;RDF405;Other agricultural sciences;0.9010534286499023;RDF102;Computer and information sciences;0.8844391107559204;RDF208;Environmental engineering and related engineering;0.8639951944351196
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF20-21;Engineering and technology;0.382703572511673;RDF40;Agricultural and veterinary sciences;0.2661285400390625;RDF30;Medical, health and life sciences;0.11191822588443756;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9725714325904846;RDF102;Computer and information sciences;0.8261865377426147;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7760294079780579;RDF301;Basic medicine and life sciences;0.7628660202026367;RDF105;Earth and related environmental sciences;0.737441897392273
43;The ethical challenges of Artificial Intelligence for start-ups;RDF40;Agricultural and veterinary sciences;0.4117966592311859;RDF20-21;Engineering and technology;0.37604519724845886;RDF50;Social sciences;0.06957835704088211;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9713200926780701;RDF508;Media and communications;0.885532557964325;RDF102;Computer and information sciences;0.8531190752983093;RDF103;Physical sciences;0.7977932095527649;RDF301;Basic medicine and life sciences;0.7965299487113953
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF40;Agricultural and veterinary sciences;0.4520407021045685;RDF20-21;Engineering and technology;0.20719945430755615;RDF50;Social sciences;0.1090598925948143;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9385759234428406;RDF508;Media and communications;0.8447455167770386;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8170641660690308;RDF102;Computer and information sciences;0.7599387168884277;RDF301;Basic medicine and life sciences;0.739234209060669
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF40;Agricultural and veterinary sciences;0.44073286652565;RDF20-21;Engineering and technology;0.31009432673454285;RDF50;Social sciences;0.09993822872638702;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9886683225631714;RDF508;Media and communications;0.9336163401603699;RDF207;Medical and biomedical engineering;0.9150529503822327;RDF405;Other agricultural sciences;0.8823137879371643;RDF204;Mechanical engineering;0.8806175589561462
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF20-21;Engineering and technology;0.4203551113605499;RDF40;Agricultural and veterinary sciences;0.24573032557964325;RDF30;Medical, health and life sciences;0.11046227812767029;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9749168753623962;RDF207;Medical and biomedical engineering;0.8798969984054565;RDF508;Media and communications;0.8678218722343445;RDF102;Computer and information sciences;0.8435732126235962;RDF303;Health sciences;0.8384153842926025
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF40;Agricultural and veterinary sciences;0.4797149896621704;RDF20-21;Engineering and technology;0.28701093792915344;RDF50;Social sciences;0.0825115516781807;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.988949179649353;RDF102;Computer and information sciences;0.8749880790710449;RDF508;Media and communications;0.8626267313957214;RDF203;Electrical engineering, computer engineering, and information engineering;0.8493474721908569;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8397339582443237
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF20-21;Engineering and technology;0.4647398591041565;RDF50;Social sciences;0.17972080409526825;RDF40;Agricultural and veterinary sciences;0.16521325707435608;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9652994871139526;RDF504;Sociology and related studies;0.9309306740760803;RDF102;Computer and information sciences;0.881589412689209;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8496595025062561;RDF301;Basic medicine and life sciences;0.8236832022666931
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF40;Agricultural and veterinary sciences;0.3609926998615265;RDF20-21;Engineering and technology;0.3540104925632477;RDF50;Social sciences;0.11588835716247559;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9824736714363098;RDF508;Media and communications;0.9021310210227966;RDF103;Physical sciences;0.8327473402023315;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8212234377861023;RDF102;Computer and information sciences;0.8127930164337158
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF40;Agricultural and veterinary sciences;0.3558542728424072;RDF20-21;Engineering and technology;0.3079662024974823;RDF50;Social sciences;0.12641993165016174;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9854684472084045;RDF508;Media and communications;0.9384068250656128;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8954041600227356;RDF102;Computer and information sciences;0.8678779006004333;RDF301;Basic medicine and life sciences;0.8024007678031921
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF20-21;Engineering and technology;0.43260741233825684;RDF40;Agricultural and veterinary sciences;0.26684725284576416;RDF30;Medical, health and life sciences;0.09503123164176941;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9720456600189209;RDF301;Basic medicine and life sciences;0.7950222492218018;RDF102;Computer and information sciences;0.764979362487793;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7565374374389648;RDF508;Media and communications;0.7244318723678589
