;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.5921807289123535;RDF50;Social sciences;0.1513807475566864;RDF10;Natural sciences;0.09596539288759232;RDF207;Medical and biomedical engineering;0.957833468914032;RDF303;Health sciences;0.9514589309692383;RDF302;Clinical medicine;0.9099870324134827;RDF106;Biological sciences;0.8725104331970215;RDF105;Earth and related environmental sciences;0.7803279161453247
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.6892677545547485;RDF50;Social sciences;0.13147680461406708;RDF20-21;Engineering and technology;0.057550255209207535;RDF207;Medical and biomedical engineering;0.9284736514091492;RDF601;History, archaeology and related studies;0.7364006042480469;RDF107;Other natural sciences;0.49223393201828003;RDF405;Other agricultural sciences;0.36192554235458374;RDF305;Other medical sciences;0.30663084983825684
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.9496405124664307;RDF30;Medical, health and life sciences;0.024817580357193947;RDF60;Humanities and the arts;0.00782446563243866;RDF207;Medical and biomedical engineering;0.9501803517341614;RDF106;Biological sciences;0.945801317691803;RDF405;Other agricultural sciences;0.2651662826538086;RDF107;Other natural sciences;0.14792406558990479;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.07409726083278656
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF10;Natural sciences;0.5091716051101685;RDF20-21;Engineering and technology;0.37580642104148865;RDF30;Medical, health and life sciences;0.05163557827472687;RDF207;Medical and biomedical engineering;0.9248236417770386;RDF106;Biological sciences;0.8877896070480347;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.42590367794036865;RDF405;Other agricultural sciences;0.1965947300195694;RDF107;Other natural sciences;0.14378780126571655
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF10;Natural sciences;0.48437660932540894;RDF30;Medical, health and life sciences;0.3301548957824707;RDF60;Humanities and the arts;0.06378506124019623;RDF207;Medical and biomedical engineering;0.9712929725646973;RDF106;Biological sciences;0.9001793265342712;RDF303;Health sciences;0.8107787370681763;RDF305;Other medical sciences;0.6738358736038208;RDF107;Other natural sciences;0.5325011610984802
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF50;Social sciences;0.5023940801620483;RDF30;Medical, health and life sciences;0.19340665638446808;RDF10;Natural sciences;0.10915549099445343;RDF207;Medical and biomedical engineering;0.9318356513977051;RDF506;Political science and policy administration;0.8443447947502136;RDF303;Health sciences;0.7942253947257996;RDF504;Sociology and related studies;0.7721013426780701;RDF508;Media and communications;0.7192357182502747
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.8794209361076355;RDF60;Humanities and the arts;0.03563074767589569;RDF30;Medical, health and life sciences;0.030092129483819008;RDF503;Education;0.9734434485435486;RDF207;Medical and biomedical engineering;0.919714629650116;RDF504;Sociology and related studies;0.07283429801464081;RDF509;Other social sciences;0.06064055114984512;RDF507;Social and economic geography;0.05108273774385452
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.8919581770896912;RDF20-21;Engineering and technology;0.06959119439125061;RDF60;Humanities and the arts;0.012723100371658802;RDF103;Physical sciences;0.9993797540664673;RDF207;Medical and biomedical engineering;0.569538414478302;RDF104;Chemical sciences;0.34992140531539917;RDF107;Other natural sciences;0.09920809417963028;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.04084571450948715
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.7620479464530945;RDF10;Natural sciences;0.09211388975381851;RDF50;Social sciences;0.04222206771373749;RDF207;Medical and biomedical engineering;0.967132031917572;RDF103;Physical sciences;0.9252299070358276;RDF105;Earth and related environmental sciences;0.8635067343711853;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8100284934043884;RDF104;Chemical sciences;0.7511921525001526
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.9568210244178772;RDF60;Humanities and the arts;0.013489310629665852;RDF20-21;Engineering and technology;0.008985818363726139;RDF207;Medical and biomedical engineering;0.9448422193527222;RDF506;Political science and policy administration;0.7955787181854248;RDF107;Other natural sciences;0.041152890771627426;RDF405;Other agricultural sciences;0.01808999478816986;RDF505;Law and legal practice;0.01683390885591507
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9521344304084778;RDF60;Humanities and the arts;0.01615992560982704;RDF30;Medical, health and life sciences;0.010454030707478523;RDF207;Medical and biomedical engineering;0.9464977979660034;RDF504;Sociology and related studies;0.8414351940155029;RDF501;Psychology and cognitive sciences;0.8064718246459961;RDF509;Other social sciences;0.12326005101203918;RDF305;Other medical sciences;0.07772740721702576
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.7757642865180969;RDF40;Agricultural and veterinary sciences;0.11930178850889206;RDF30;Medical, health and life sciences;0.04129507392644882;RDF106;Biological sciences;0.9730108380317688;RDF207;Medical and biomedical engineering;0.9527503252029419;RDF405;Other agricultural sciences;0.8978745341300964;RDF105;Earth and related environmental sciences;0.8847879767417908;RDF107;Other natural sciences;0.6796041131019592
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9506580829620361;RDF10;Natural sciences;0.024316104128956795;RDF60;Humanities and the arts;0.008893133141100407;RDF204;Mechanical engineering;0.9495759010314941;RDF103;Physical sciences;0.9468430280685425;RDF102;Computer and information sciences;0.9208608269691467;RDF207;Medical and biomedical engineering;0.8253787159919739;RDF104;Chemical sciences;0.75837641954422
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.8885887265205383;RDF20-21;Engineering and technology;0.07111112773418427;RDF60;Humanities and the arts;0.013064621016383171;RDF103;Physical sciences;0.999539852142334;RDF207;Medical and biomedical engineering;0.7989721894264221;RDF107;Other natural sciences;0.2458537369966507;RDF405;Other agricultural sciences;0.13666598498821259;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.10800065100193024
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.747424304485321;RDF10;Natural sciences;0.11585914343595505;RDF60;Humanities and the arts;0.0679771825671196;RDF102;Computer and information sciences;0.9630919098854065;RDF207;Medical and biomedical engineering;0.9554024338722229;RDF101;Mathematics and statistics;0.8861743807792664;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.2585599422454834;RDF203;Electrical engineering, computer engineering, and information engineering;0.08819004893302917
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF20-21;Engineering and technology;0.4807976484298706;RDF30;Medical, health and life sciences;0.3253239393234253;RDF40;Agricultural and veterinary sciences;0.055223241448402405;RDF204;Mechanical engineering;0.9704086184501648;RDF207;Medical and biomedical engineering;0.9581869840621948;RDF303;Health sciences;0.9543505311012268;RDF304;Medical biotechnology;0.939470648765564;RDF506;Political science and policy administration;0.9060729742050171
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.9397019743919373;RDF20-21;Engineering and technology;0.016861870884895325;RDF30;Medical, health and life sciences;0.013655159622430801;RDF207;Medical and biomedical engineering;0.9478657841682434;RDF506;Political science and policy administration;0.6742113828659058;RDF304;Medical biotechnology;0.4217652678489685;RDF205;Chemical engineering;0.12137299031019211;RDF405;Other agricultural sciences;0.1036124974489212
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF10;Natural sciences;0.5138612389564514;RDF30;Medical, health and life sciences;0.3371630609035492;RDF20-21;Engineering and technology;0.06796576827764511;RDF207;Medical and biomedical engineering;0.9594972133636475;RDF303;Health sciences;0.9256342649459839;RDF106;Biological sciences;0.9202896952629089;RDF302;Clinical medicine;0.6855812072753906;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.5772868990898132
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.5878278017044067;RDF10;Natural sciences;0.1781429797410965;RDF60;Humanities and the arts;0.09610092639923096;RDF104;Chemical sciences;0.9349319338798523;RDF207;Medical and biomedical engineering;0.8526903390884399;RDF103;Physical sciences;0.7660749554634094;RDF107;Other natural sciences;0.7452592849731445;RDF405;Other agricultural sciences;0.5362370610237122
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.8150181174278259;RDF30;Medical, health and life sciences;0.06722822040319443;RDF20-21;Engineering and technology;0.04260784760117531;RDF207;Medical and biomedical engineering;0.9078037738800049;RDF106;Biological sciences;0.83808434009552;RDF107;Other natural sciences;0.1511530578136444;RDF405;Other agricultural sciences;0.14669741690158844;RDF403;Veterinary sciences;0.10334070771932602
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF10;Natural sciences;0.4110375940799713;RDF20-21;Engineering and technology;0.3368743658065796;RDF60;Humanities and the arts;0.0685739815235138;RDF101;Mathematics and statistics;0.9861247539520264;RDF207;Medical and biomedical engineering;0.9313376545906067;RDF102;Computer and information sciences;0.9044819474220276;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.48041772842407227;RDF203;Electrical engineering, computer engineering, and information engineering;0.27386558055877686
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF60;Humanities and the arts;0.4598865211009979;RDF50;Social sciences;0.13012929260730743;RDF30;Medical, health and life sciences;0.12699078023433685;RDF207;Medical and biomedical engineering;0.9649873971939087;RDF601;History, archaeology and related studies;0.7560425400733948;RDF506;Political science and policy administration;0.4801129996776581;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.4114396870136261;RDF107;Other natural sciences;0.3283948302268982
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF10;Natural sciences;0.6014686822891235;RDF20-21;Engineering and technology;0.15667282044887543;RDF50;Social sciences;0.06911696493625641;RDF101;Mathematics and statistics;0.981256902217865;RDF207;Medical and biomedical engineering;0.9454497694969177;RDF102;Computer and information sciences;0.8489096164703369;RDF107;Other natural sciences;0.4807529151439667;RDF304;Medical biotechnology;0.24490436911582947
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.9337560534477234;RDF30;Medical, health and life sciences;0.03110472485423088;RDF40;Agricultural and veterinary sciences;0.01189280953258276;RDF106;Biological sciences;0.9898696541786194;RDF207;Medical and biomedical engineering;0.9208608865737915;RDF305;Other medical sciences;0.5051267147064209;RDF405;Other agricultural sciences;0.38970622420310974;RDF107;Other natural sciences;0.26166096329689026
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF10;Natural sciences;0.9257298111915588;RDF30;Medical, health and life sciences;0.04521999880671501;RDF60;Humanities and the arts;0.01134997233748436;RDF106;Biological sciences;0.989223301410675;RDF207;Medical and biomedical engineering;0.9561044573783875;RDF305;Other medical sciences;0.512143611907959;RDF107;Other natural sciences;0.34767553210258484;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.24171306192874908
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.46264171600341797;RDF50;Social sciences;0.21065247058868408;RDF20-21;Engineering and technology;0.12985846400260925;RDF207;Medical and biomedical engineering;0.9645225405693054;RDF303;Health sciences;0.9542654156684875;RDF106;Biological sciences;0.8369547128677368;RDF302;Clinical medicine;0.8140527606010437;RDF501;Psychology and cognitive sciences;0.6592954993247986
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.6958172917366028;RDF60;Humanities and the arts;0.2496202290058136;RDF30;Medical, health and life sciences;0.022149646654725075;RDF503;Education;0.9938309788703918;RDF207;Medical and biomedical engineering;0.8931230902671814;RDF509;Other social sciences;0.02693789079785347;RDF504;Sociology and related studies;0.0237573254853487;RDF305;Other medical sciences;0.009020280092954636
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF10;Natural sciences;0.498137503862381;RDF40;Agricultural and veterinary sciences;0.3998740017414093;RDF30;Medical, health and life sciences;0.04519442468881607;RDF207;Medical and biomedical engineering;0.9517288208007812;RDF106;Biological sciences;0.9094254970550537;RDF402;Animal and dairy sciences;0.8929831981658936;RDF405;Other agricultural sciences;0.8490347862243652;RDF105;Earth and related environmental sciences;0.8241083025932312
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.9724870920181274;RDF20-21;Engineering and technology;0.013871783390641212;RDF60;Humanities and the arts;0.004878973588347435;RDF105;Earth and related environmental sciences;0.992408037185669;RDF207;Medical and biomedical engineering;0.7706373929977417;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.723114013671875;RDF405;Other agricultural sciences;0.06760822981595993;RDF107;Other natural sciences;0.05449987202882767
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF50;Social sciences;0.3464563190937042;RDF20-21;Engineering and technology;0.2273225635290146;RDF10;Natural sciences;0.18781398236751556;RDF207;Medical and biomedical engineering;0.9289262890815735;RDF104;Chemical sciences;0.9125921130180359;RDF105;Earth and related environmental sciences;0.8340017199516296;RDF106;Biological sciences;0.8316222429275513;RDF502;Economics and business administration;0.8072327971458435
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF60;Humanities and the arts;0.8557342290878296;RDF20-21;Engineering and technology;0.05194586142897606;RDF10;Natural sciences;0.027696216478943825;RDF207;Medical and biomedical engineering;0.9305213689804077;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.38078776001930237;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0823276937007904;RDF107;Other natural sciences;0.058399517089128494;RDF105;Earth and related environmental sciences;0.05649605765938759
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.36871206760406494;RDF50;Social sciences;0.3342497944831848;RDF30;Medical, health and life sciences;0.137802854180336;RDF207;Medical and biomedical engineering;0.9634374976158142;RDF305;Other medical sciences;0.6295753717422485;RDF602;Languages and literature;0.6068770885467529;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.5798837542533875;RDF601;History, archaeology and related studies;0.5774878859519958
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF50;Social sciences;0.6839058995246887;RDF30;Medical, health and life sciences;0.17459410429000854;RDF60;Humanities and the arts;0.08944649249315262;RDF207;Medical and biomedical engineering;0.9393038153648376;RDF303;Health sciences;0.9219921231269836;RDF504;Sociology and related studies;0.784071147441864;RDF507;Social and economic geography;0.5248284935951233;RDF506;Political science and policy administration;0.41018030047416687
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.4621194899082184;RDF50;Social sciences;0.31916436553001404;RDF60;Humanities and the arts;0.10256045311689377;RDF102;Computer and information sciences;0.976691484451294;RDF207;Medical and biomedical engineering;0.9261702299118042;RDF506;Political science and policy administration;0.7876863479614258;RDF502;Economics and business administration;0.44109174609184265;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.43907082080841064
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9175533652305603;RDF10;Natural sciences;0.06839331239461899;RDF60;Humanities and the arts;0.004843172617256641;RDF105;Earth and related environmental sciences;0.8501578569412231;RDF207;Medical and biomedical engineering;0.8476527333259583;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8303879499435425;RDF106;Biological sciences;0.33361175656318665;RDF208;Environmental engineering and related engineering;0.33106565475463867
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.49642327427864075;RDF50;Social sciences;0.15385869145393372;RDF60;Humanities and the arts;0.0974893718957901;RDF207;Medical and biomedical engineering;0.960878312587738;RDF102;Computer and information sciences;0.9547741413116455;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7815808057785034;RDF203;Electrical engineering, computer engineering, and information engineering;0.6848966479301453;RDF106;Biological sciences;0.6124545931816101
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.4297627806663513;RDF50;Social sciences;0.3351083993911743;RDF60;Humanities and the arts;0.10005438327789307;RDF207;Medical and biomedical engineering;0.9577149152755737;RDF503;Education;0.9219921231269836;RDF303;Health sciences;0.8777914047241211;RDF106;Biological sciences;0.415654718875885;RDF105;Earth and related environmental sciences;0.3300931751728058
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF50;Social sciences;0.38410133123397827;RDF20-21;Engineering and technology;0.37028956413269043;RDF60;Humanities and the arts;0.09830878674983978;RDF102;Computer and information sciences;0.9692369699478149;RDF207;Medical and biomedical engineering;0.9143672585487366;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4616689682006836;RDF503;Education;0.41635164618492126;RDF203;Electrical engineering, computer engineering, and information engineering;0.3947768211364746
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9481080770492554;RDF20-21;Engineering and technology;0.013980614021420479;RDF60;Humanities and the arts;0.013056841678917408;RDF207;Medical and biomedical engineering;0.9466953277587891;RDF504;Sociology and related studies;0.8865187168121338;RDF507;Social and economic geography;0.6617043018341064;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.2058943212032318;RDF509;Other social sciences;0.17490297555923462
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.8110424280166626;RDF30;Medical, health and life sciences;0.08565036207437515;RDF60;Humanities and the arts;0.05328549072146416;RDF106;Biological sciences;0.9714016914367676;RDF207;Medical and biomedical engineering;0.9518632292747498;RDF305;Other medical sciences;0.7141797542572021;RDF107;Other natural sciences;0.680082380771637;RDF405;Other agricultural sciences;0.5919296741485596
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.688463032245636;RDF20-21;Engineering and technology;0.11772464960813522;RDF50;Social sciences;0.060363199561834335;RDF207;Medical and biomedical engineering;0.9667574167251587;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7758595943450928;RDF107;Other natural sciences;0.5604406595230103;RDF211;Nano-technology;0.5546891093254089;RDF304;Medical biotechnology;0.5121283531188965
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.7724838852882385;RDF50;Social sciences;0.11651377379894257;RDF10;Natural sciences;0.0398358553647995;RDF207;Medical and biomedical engineering;0.9270337224006653;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7375364303588867;RDF107;Other natural sciences;0.18061195313930511;RDF105;Earth and related environmental sciences;0.05981147661805153;RDF405;Other agricultural sciences;0.05370030924677849
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.5747238397598267;RDF20-21;Engineering and technology;0.34824737906455994;RDF30;Medical, health and life sciences;0.03746551647782326;RDF106;Biological sciences;0.9891186952590942;RDF207;Medical and biomedical engineering;0.9522199034690857;RDF301;Basic medicine and life sciences;0.5305966138839722;RDF405;Other agricultural sciences;0.18862271308898926;RDF107;Other natural sciences;0.10809476673603058
53;Impact Award: Insight;RDF20-21;Engineering and technology;0.29756343364715576;RDF40;Agricultural and veterinary sciences;0.2223212867975235;RDF50;Social sciences;0.18607410788536072;RDF207;Medical and biomedical engineering;0.9760379791259766;RDF303;Health sciences;0.9115740656852722;RDF104;Chemical sciences;0.8691047430038452;RDF103;Physical sciences;0.8681016564369202;RDF506;Political science and policy administration;0.8485334515571594
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.8697962760925293;RDF20-21;Engineering and technology;0.08499354869127274;RDF30;Medical, health and life sciences;0.014266404323279858;RDF104;Chemical sciences;0.9968149065971375;RDF207;Medical and biomedical engineering;0.9527942538261414;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.41254493594169617;RDF405;Other agricultural sciences;0.4047776162624359;RDF107;Other natural sciences;0.22751224040985107
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.8717223405838013;RDF50;Social sciences;0.04021737352013588;RDF20-21;Engineering and technology;0.029538819566369057;RDF207;Medical and biomedical engineering;0.9334914684295654;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8003020882606506;RDF508;Media and communications;0.08344117552042007;RDF506;Political science and policy administration;0.05904726684093475;RDF605;Other humanities;0.0541987270116806
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.7606695890426636;RDF50;Social sciences;0.08402161300182343;RDF10;Natural sciences;0.06417044997215271;RDF207;Medical and biomedical engineering;0.9608415961265564;RDF106;Biological sciences;0.7235537171363831;RDF508;Media and communications;0.5889482498168945;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.5876621007919312;RDF107;Other natural sciences;0.5751853585243225
