;sequence;code_div_1;label_div_1;score_div_1;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF10;Natural sciences;0.715325117111206;RDF106;Biological sciences;0.9289262890815735;RDF107;Other natural sciences;0.06723979860544205;RDF104;Chemical sciences;0.038142431527376175
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.6513845920562744;RDF303;Health sciences;0.8229730129241943;RDF305;Other medical sciences;0.08678673952817917;RDF301;Basic medicine and life sciences;0.07178616523742676
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF50;Social sciences;0.5622795820236206;RDF508;Media and communications;0.890007734298706;RDF504;Sociology and related studies;0.696629524230957;RDF506;Political science and policy administration;0.4657842218875885
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.9576584100723267;RDF503;Education;0.9627432227134705;RDF504;Sociology and related studies;0.8899599313735962;RDF509;Other social sciences;0.21975581347942352
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.4771658182144165;RDF103;Physical sciences;0.9997175931930542;RDF104;Chemical sciences;0.016121825203299522;RDF107;Other natural sciences;0.014587568119168282
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.7251959443092346;RDF105;Earth and related environmental sciences;0.9551102519035339;RDF103;Physical sciences;0.7586894631385803;RDF107;Other natural sciences;0.14445030689239502
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.7722272872924805;RDF505;Law and legal practice;0.7586894035339355;RDF506;Political science and policy administration;0.5113658905029297;RDF509;Other social sciences;0.08479540795087814
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9759266972541809;RDF504;Sociology and related studies;0.9231777787208557;RDF501;Psychology and cognitive sciences;0.8177200555801392;RDF509;Other social sciences;0.33334043622016907
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.872953474521637;RDF106;Biological sciences;0.9976310729980469;RDF105;Earth and related environmental sciences;0.8752015233039856;RDF107;Other natural sciences;0.6948723793029785
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9860364198684692;RDF204;Mechanical engineering;0.9877586960792542;RDF202;Industrial, systems and processes engineering;0.26114246249198914;RDF212;Other engineering and technologies;0.144209086894989
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.6608279347419739;RDF103;Physical sciences;0.9997023344039917;RDF101;Mathematics and statistics;0.01034813653677702;RDF107;Other natural sciences;0.006551525089889765
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.9004535675048828;RDF212;Other engineering and technologies;0.19505687057971954;RDF203;Electrical engineering, computer engineering, and information engineering;0.10725031793117523;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.008544331416487694
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.6520951986312866;RDF304;Medical biotechnology;0.4538785219192505;RDF305;Other medical sciences;0.2917369604110718;RDF301;Basic medicine and life sciences;0.21617695689201355
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.8800739645957947;RDF506;Political science and policy administration;0.3745618760585785;RDF509;Other social sciences;0.023442290723323822;RDF503;Education;0.013742320239543915
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF10;Natural sciences;0.5030373930931091;RDF106;Biological sciences;0.9777563214302063;RDF107;Other natural sciences;0.1032954752445221;RDF104;Chemical sciences;0.03079216741025448
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.6042286157608032;RDF206;Materials engineering and resources engineering;0.9240047931671143;RDF205;Chemical engineering;0.7540104389190674;RDF211;Nano-technology;0.5353944897651672
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.6574366092681885;RDF106;Biological sciences;0.9460011720657349;RDF107;Other natural sciences;0.12116484344005585;RDF104;Chemical sciences;0.05023735761642456
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF20-21;Engineering and technology;0.6782612800598145;RDF203;Electrical engineering, computer engineering, and information engineering;0.06512755155563354;RDF212;Other engineering and technologies;0.028544150292873383;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.003010198939591646
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF50;Social sciences;0.4293336570262909;RDF509;Other social sciences;0.04312336817383766;RDF506;Political science and policy administration;0.03381212055683136;RDF503;Education;0.015573562122881413
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.3553083539009094;RDF203;Electrical engineering, computer engineering, and information engineering;0.016705093905329704;RDF212;Other engineering and technologies;0.007345826365053654;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0013993984321132302
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.7770553827285767;RDF106;Biological sciences;0.9984662532806396;RDF107;Other natural sciences;0.7338334918022156;RDF104;Chemical sciences;0.002693914109840989
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF10;Natural sciences;0.6499506831169128;RDF106;Biological sciences;0.9986168742179871;RDF107;Other natural sciences;0.5250035524368286;RDF104;Chemical sciences;0.002704429207369685
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.8374585509300232;RDF303;Health sciences;0.9808576703071594;RDF302;Clinical medicine;0.8556100130081177;RDF304;Medical biotechnology;0.2353719025850296
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.9269371628761292;RDF503;Education;0.9929472804069519;RDF504;Sociology and related studies;0.6880493760108948;RDF509;Other social sciences;0.060141824185848236
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF10;Natural sciences;0.6514568328857422;RDF106;Biological sciences;0.9613165259361267;RDF105;Earth and related environmental sciences;0.7413932085037231;RDF107;Other natural sciences;0.43435633182525635
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.9912988543510437;RDF105;Earth and related environmental sciences;0.9994195699691772;RDF107;Other natural sciences;0.07178616523742676;RDF103;Physical sciences;0.05325542017817497
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF10;Natural sciences;0.3813360333442688;RDF105;Earth and related environmental sciences;0.3141557574272156;RDF104;Chemical sciences;0.21428008377552032;RDF107;Other natural sciences;0.16218090057373047
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF60;Humanities and the arts;0.35217970609664917;RDF605;Other humanities;0.1704389601945877;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.06785488873720169;RDF603;Philosophy;0.02241421677172184
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.7416001558303833;RDF601;History, archaeology and related studies;0.9689444303512573;RDF602;Languages and literature;0.9540517926216125;RDF605;Other humanities;0.4860723316669464
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF50;Social sciences;0.6354488730430603;RDF504;Sociology and related studies;0.8500956296920776;RDF507;Social and economic geography;0.3619537055492401;RDF509;Other social sciences;0.27899283170700073
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.6597895622253418;RDF212;Other engineering and technologies;0.29037681221961975;RDF203;Electrical engineering, computer engineering, and information engineering;0.25748491287231445;RDF202;Industrial, systems and processes engineering;0.05505606532096863
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9285777807235718;RDF208;Environmental engineering and related engineering;0.8733769059181213;RDF202;Industrial, systems and processes engineering;0.32686203718185425;RDF206;Materials engineering and resources engineering;0.08181271702051163
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.8802489638328552;RDF212;Other engineering and technologies;0.2709140181541443;RDF203;Electrical engineering, computer engineering, and information engineering;0.1629786342382431;RDF202;Industrial, systems and processes engineering;0.032466813921928406
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.5983355641365051;RDF303;Health sciences;0.873160719871521;RDF305;Other medical sciences;0.038070838898420334;RDF301;Basic medicine and life sciences;0.020606476813554764
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.846165120601654;RDF212;Other engineering and technologies;0.34092390537261963;RDF203;Electrical engineering, computer engineering, and information engineering;0.11686476320028305;RDF202;Industrial, systems and processes engineering;0.0038244836032390594
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9848453998565674;RDF504;Sociology and related studies;0.9867771863937378;RDF509;Other social sciences;0.38520121574401855;RDF507;Social and economic geography;0.1852092146873474
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.5502153038978577;RDF106;Biological sciences;0.9785082340240479;RDF107;Other natural sciences;0.2780607044696808;RDF105;Earth and related environmental sciences;0.004373823292553425
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.9753531217575073;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9657706618309021;RDF605;Other humanities;0.8088988661766052;RDF603;Philosophy;0.0023006375413388014
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9545361399650574;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9043975472450256;RDF605;Other humanities;0.3619537055492401;RDF601;History, archaeology and related studies;0.030908958986401558
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.8627445697784424;RDF106;Biological sciences;0.9514589309692383;RDF107;Other natural sciences;0.1967490315437317;RDF103;Physical sciences;0.008331900462508202
53;Impact Award: Insight;RDF50;Social sciences;0.29316508769989014;RDF506;Political science and policy administration;0.39846494793891907;RDF504;Sociology and related studies;0.23353150486946106;RDF502;Economics and business administration;0.23331306874752045
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.9827641844749451;RDF104;Chemical sciences;0.9989013075828552;RDF107;Other natural sciences;0.021409770473837852;RDF103;Physical sciences;0.0038996206130832434
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9461374878883362;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9599876999855042;RDF605;Other humanities;0.559380292892456;RDF603;Philosophy;0.034423548728227615
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9150297045707703;RDF605;Other humanities;0.7801603674888611;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.3385143280029297;RDF603;Philosophy;0.05184546485543251
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF10;Natural sciences;0.7775000929832458;RDF106;Biological sciences;0.982724130153656;RDF107;Other natural sciences;0.1860211193561554;RDF104;Chemical sciences;0.03374836966395378
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF30;Medical, health and life sciences;0.555302619934082;RDF303;Health sciences;0.8804377913475037;RDF304;Medical biotechnology;0.7765382528305054;RDF301;Basic medicine and life sciences;0.542783796787262
59;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Literature);RDF60;Humanities and the arts;0.9831185936927795;RDF602;Languages and literature;0.998031497001648;RDF605;Other humanities;0.09203285723924637;RDF601;History, archaeology and related studies;0.004564980510622263
60;Using a point-of-care electrophysiological method to study the impact of neuro-sacral function on recovery after acute spinal cord injury;RDF30;Medical, health and life sciences;0.7635457515716553;RDF303;Health sciences;0.9301416873931885;RDF304;Medical biotechnology;0.3505881130695343;RDF302;Clinical medicine;0.27396270632743835
61;Local intersectoral networks and institutional transformations: how can local actors promote social innovations? (Education);RDF50;Social sciences;0.9530465006828308;RDF504;Sociology and related studies;0.9398029446601868;RDF503;Education;0.9300146698951721;RDF507;Social and economic geography;0.7436337471008301
62;Plasma biomarkers of Alzheimer's disease in insomnia before and after cognitive behavioral therapy for insomnia;RDF30;Medical, health and life sciences;0.8085365891456604;RDF303;Health sciences;0.982938289642334;RDF304;Medical biotechnology;0.8957964777946472;RDF302;Clinical medicine;0.8659058809280396
63;Developing algorithm aided fabrication methods for polyhedral structures (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9966887831687927;RDF202;Industrial, systems and processes engineering;0.4262021780014038;RDF212;Other engineering and technologies;0.09425999969244003;RDF204;Mechanical engineering;0.04008735343813896
64;SARS-CoV-2 Spike conformation: impact on Fc-mediated effector functions (Virology & Viral Pathogenesis);RDF10;Natural sciences;0.8884520530700684;RDF106;Biological sciences;0.7551859021186829;RDF107;Other natural sciences;0.07821887731552124;RDF104;Chemical sciences;0.00657699815928936
65;Questions in number theory (Mathematics and Statistics);RDF50;Social sciences;0.33224236965179443;RDF503;Education;0.8497843146324158;RDF509;Other social sciences;0.0005254230927675962;RDF504;Sociology and related studies;0.0001398220774717629
66;The mammalian target of rapamycin provides the female rodent heart sex-dependent resistance to ischemic damage (Gender, Sex & Health);RDF10;Natural sciences;0.6434707045555115;RDF106;Biological sciences;0.9945940971374512;RDF107;Other natural sciences;0.1406310498714447;RDF104;Chemical sciences;0.04381363466382027
67;The CAnadian Mother-ChIld COLlaborative Training Platform - The CAMCCO-L Training Platform (Health Research Training Platform);RDF30;Medical, health and life sciences;0.46549585461616516;RDF303;Health sciences;0.8892406225204468;RDF304;Medical biotechnology;0.2417578250169754;RDF301;Basic medicine and life sciences;0.10284408926963806
68;Life course body fatness and physical activity, and ovarian cancer etiology (Gender, Sex & Health);RDF30;Medical, health and life sciences;0.8181098699569702;RDF303;Health sciences;0.9825742244720459;RDF301;Basic medicine and life sciences;0.954562783241272;RDF302;Clinical medicine;0.21003621816635132
69;Modeling cue-triggered relapse to cocaine use in rats (Behavioural Sciences – Neurobiological Basis of Behavioural Processes);RDF10;Natural sciences;0.6937544345855713;RDF106;Biological sciences;0.43633681535720825;RDF107;Other natural sciences;0.036390889436006546;RDF104;Chemical sciences;0.005899603012949228
70;Exploring emotional underpinnings of audit work amidst the rise of the digital age;RDF50;Social sciences;0.47031423449516296;RDF501;Psychology and cognitive sciences;0.8414351344108582;RDF502;Economics and business administration;0.7089687585830688;RDF504;Sociology and related studies;0.6378771066665649
71;Moving towards culturally safe services for Indigenous people in forensic mental health: A Partnership Development Programme;RDF30;Medical, health and life sciences;0.5796207189559937;RDF303;Health sciences;0.7581527233123779;RDF305;Other medical sciences;0.09409338980913162;RDF302;Clinical medicine;0.04054073616862297
72;Development of functional language brain networks: a multimodal neuroimaging approach (Physics);RDF10;Natural sciences;0.9146448373794556;RDF103;Physical sciences;0.9566342234611511;RDF107;Other natural sciences;0.17300857603549957;RDF106;Biological sciences;0.01945657469332218
73;Une deuxième peau à vif: vêtement, genre et violence dans la Bible hébraïque (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.9274448752403259;RDF602;Languages and literature;0.8161134719848633;RDF603;Philosophy;0.7863768339157104;RDF605;Other humanities;0.4098997712135315
74;Social Innovation through Participatory Art and Design with Youth at the Margins - Solutions for Engaging and Empowering Youth with Trans-Atlantic Mirroring (Social Innovation);RDF50;Social sciences;0.9482534527778625;RDF504;Sociology and related studies;0.9549004435539246;RDF507;Social and economic geography;0.20165593922138214;RDF509;Other social sciences;0.19314737617969513
75;Assessment of renal function in adults born preterm: The HAPI-Kidney study (Clinical Investigation – Reproduction, Maternal, Child and Youth Health);RDF30;Medical, health and life sciences;0.9736465811729431;RDF303;Health sciences;0.9898499846458435;RDF302;Clinical medicine;0.8963420987129211;RDF301;Basic medicine and life sciences;0.1458437740802765
76;Unveiling the Role of Cellular Aging in Postmenopausal Syndrome: Rationale for Senolytic-Based Strategies to Enhance Women's Health;RDF30;Medical, health and life sciences;0.6382495164871216;RDF303;Health sciences;0.9873262643814087;RDF304;Medical biotechnology;0.4146321713924408;RDF301;Basic medicine and life sciences;0.22927625477313995
77;Optimizing the Ageing Brain? Situating Ethical Aspects of Dementia Prevention (BEAD);RDF30;Medical, health and life sciences;0.8863775730133057;RDF303;Health sciences;0.9813821911811829;RDF304;Medical biotechnology;0.18579941987991333;RDF305;Other medical sciences;0.15623357892036438
78;Multicommunicating during team meetings and its effect on team functioning;RDF50;Social sciences;0.6917654871940613;RDF508;Media and communications;0.9764456748962402;RDF501;Psychology and cognitive sciences;0.6226314306259155;RDF504;Sociology and related studies;0.3925405740737915
79;Transitioning from late adolescence into emerging adulthood: The role of past and current parenting (Psychology);RDF50;Social sciences;0.9747311472892761;RDF501;Psychology and cognitive sciences;0.9621075391769409;RDF509;Other social sciences;0.04629190266132355;RDF504;Sociology and related studies;0.036838702857494354
80;Plateforme intégrée de caractérisation expérimentale/numérique pour la conception de matériaux poreux innovants (Mechanical Engineering);RDF20-21;Engineering and technology;0.9873164296150208;RDF204;Mechanical engineering;0.9962125420570374;RDF206;Materials engineering and resources engineering;0.34997692704200745;RDF212;Other engineering and technologies;0.2950268089771271
81;How Peers in Healthcare Teams Transform Homelessness Prevention and Care Practices: A Participatory Multiple Case Study;RDF30;Medical, health and life sciences;0.61036616563797;RDF303;Health sciences;0.9922143816947937;RDF302;Clinical medicine;0.45512673258781433;RDF305;Other medical sciences;0.09351231157779694
82;Online stochastic optimization for dynamic operations management systems (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9953116774559021;RDF202;Industrial, systems and processes engineering;0.4903271794319153;RDF212;Other engineering and technologies;0.10804770141839981;RDF203;Electrical engineering, computer engineering, and information engineering;0.02416844479739666
83;Assessing latent-structure models in natural language processing with artificial datasets (Computer Science);RDF20-21;Engineering and technology;0.9571201205253601;RDF203;Electrical engineering, computer engineering, and information engineering;0.7429349422454834;RDF212;Other engineering and technologies;0.08115489780902863;RDF202;Industrial, systems and processes engineering;0.002693914109840989
84;Electroactive Self-Assembled Monolayers: Putting Surface-Confined Redox Reactions to Work (Chemistry);RDF10;Natural sciences;0.9814857244491577;RDF104;Chemical sciences;0.9980807900428772;RDF103;Physical sciences;0.04119144007563591;RDF107;Other natural sciences;0.031618766486644745
85;Role of SCPPPQ1, a junctional epithelium protein, in maintaining periodontal integrity and health (Clinical Investigation – Arthritis, Bone, Skin and Cartilage);RDF30;Medical, health and life sciences;0.9598162770271301;RDF303;Health sciences;0.9822025299072266;RDF302;Clinical medicine;0.9553191661834717;RDF304;Medical biotechnology;0.5465415120124817
86;What dreams may come: How cinema shapes the language, experience, and images of dreaming (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.7609027028083801;RDF508;Media and communications;0.867429256439209;RDF504;Sociology and related studies;0.8673731684684753;RDF509;Other social sciences;0.541757345199585
87;Supramolecular strategies to target cellular membranes (Chemistry);RDF10;Natural sciences;0.9404786229133606;RDF104;Chemical sciences;0.996509850025177;RDF107;Other natural sciences;0.0478690080344677;RDF106;Biological sciences;0.00736008258536458
88;Geopolitics, bargaining, and firm selection along the Belt and Road;RDF50;Social sciences;0.6880000829696655;RDF506;Political science and policy administration;0.9762426614761353;RDF504;Sociology and related studies;0.32241931557655334;RDF509;Other social sciences;0.09276993572711945
89;Role of neuron-glia interactions in sensori-motor integration in mastication (Movement & Exercise);RDF10;Natural sciences;0.5935929417610168;RDF106;Biological sciences;0.9659638404846191;RDF107;Other natural sciences;0.16165083646774292;RDF103;Physical sciences;0.014447852037847042
90;Dual-Energy Cone-Beam CT as an online quantitative imaging modality for adaptive radiotherapy (Physics);RDF20-21;Engineering and technology;0.5487807989120483;RDF212;Other engineering and technologies;0.04240383207798004;RDF207;Medical and biomedical engineering;0.0051696584559977055;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0021699920762330294
91;"Le ""patient expert"": enjeux épistémiques et normatifs (Philosophy, medieval studies, classics, religious)";RDF50;Social sciences;0.5028986930847168;RDF509;Other social sciences;0.2831367552280426;RDF503;Education;0.10636527836322784;RDF505;Law and legal practice;0.009178772568702698
92;Les données numériques en santé: peut-on bâtir la confiance;RDF30;Medical, health and life sciences;0.6239192485809326;RDF303;Health sciences;0.9356411099433899;RDF301;Basic medicine and life sciences;0.5092228651046753;RDF304;Medical biotechnology;0.26170814037323
93;Role of ARF1 as a key GTPAse regulating immune surveillance in breast cancer;RDF30;Medical, health and life sciences;0.6119465231895447;RDF303;Health sciences;0.9573177695274353;RDF302;Clinical medicine;0.4103427231311798;RDF304;Medical biotechnology;0.3953676223754883
94;Critical Replacement of Thermogravimetric Analyzer to Leverage Materials Discovery and Innovation (Chemistry);RDF20-21;Engineering and technology;0.6191972494125366;RDF205;Chemical engineering;0.9754135012626648;RDF206;Materials engineering and resources engineering;0.6794977784156799;RDF212;Other engineering and technologies;0.05155819281935692
95;Partnering with Canadian Youth to Co-Design a Toolkit to Support Youth who Experience Climate-Related Distress;RDF50;Social sciences;0.5479576587677002;RDF504;Sociology and related studies;0.41054949164390564;RDF506;Political science and policy administration;0.3085547387599945;RDF509;Other social sciences;0.22507578134536743
96;Family Acculturation: Identity, Legitimacy, and the Marketplace;RDF50;Social sciences;0.7620469927787781;RDF504;Sociology and related studies;0.9493415951728821;RDF509;Other social sciences;0.21766993403434753;RDF507;Social and economic geography;0.05189349129796028
97;Low-Resource Text Understanding (Computer Science);RDF20-21;Engineering and technology;0.9842249155044556;RDF203;Electrical engineering, computer engineering, and information engineering;0.8236123323440552;RDF212;Other engineering and technologies;0.059101544320583344;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.007460643537342548
98;Privilège des minoritaires et inégalités épistémiques: une perspective féministe et décoloniale sur la reconnaissance des savoirs expérientiels dans la lutte contre la pauvreté au Québec et en Belgique francophone (Sociology, demography and related fields);RDF50;Social sciences;0.9783498048782349;RDF504;Sociology and related studies;0.9834704399108887;RDF509;Other social sciences;0.3707093596458435;RDF507;Social and economic geography;0.31153157353401184
99;L'esthétique moyenne ou la coupe régulière (Sociology, demography and related fields);RDF50;Social sciences;0.7411819100379944;RDF504;Sociology and related studies;0.9836755394935608;RDF509;Other social sciences;0.4814995527267456;RDF507;Social and economic geography;0.10118906199932098
