;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF50;Social sciences;0.5622795820236206;RDF30;Medical, health and life sciences;0.2890836298465729;RDF10;Natural sciences;0.07017165422439575;RDF508;Media and communications;0.890007734298706;RDF504;Sociology and related studies;0.696629524230957;RDF207;Medical and biomedical engineering;0.6004812121391296;RDF303;Health sciences;0.5510604381561279;RDF208;Environmental engineering and related engineering;0.5106757283210754
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.9576584100723267;RDF30;Medical, health and life sciences;0.017033709213137627;RDF60;Humanities and the arts;0.009592441841959953;RDF503;Education;0.9627432227134705;RDF504;Sociology and related studies;0.8899599313735962;RDF509;Other social sciences;0.21975581347942352;RDF605;Other humanities;0.10678369551897049;RDF305;Other medical sciences;0.018833130598068237
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF10;Natural sciences;0.4771658182144165;RDF20-21;Engineering and technology;0.37234362959861755;RDF30;Medical, health and life sciences;0.05459243431687355;RDF103;Physical sciences;0.9997175931930542;RDF211;Nano-technology;0.05141511932015419;RDF503;Education;0.023087240755558014;RDF206;Materials engineering and resources engineering;0.017576884478330612;RDF104;Chemical sciences;0.016121825203299522
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.7251959443092346;RDF20-21;Engineering and technology;0.1859915554523468;RDF60;Humanities and the arts;0.04071347415447235;RDF105;Earth and related environmental sciences;0.9551102519035339;RDF208;Environmental engineering and related engineering;0.7819972634315491;RDF103;Physical sciences;0.7586894631385803;RDF206;Materials engineering and resources engineering;0.277570903301239;RDF209;Environmental biotechnology;0.18068422377109528
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.7722272872924805;RDF10;Natural sciences;0.06813864409923553;RDF30;Medical, health and life sciences;0.050735339522361755;RDF505;Law and legal practice;0.7586894035339355;RDF506;Political science and policy administration;0.5113658905029297;RDF509;Other social sciences;0.08479540795087814;RDF605;Other humanities;0.04624880850315094;RDF603;Philosophy;0.009178772568702698
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9759266972541809;RDF30;Medical, health and life sciences;0.01453204546123743;RDF10;Natural sciences;0.004187967628240585;RDF504;Sociology and related studies;0.9231777787208557;RDF501;Psychology and cognitive sciences;0.8177200555801392;RDF509;Other social sciences;0.33334043622016907;RDF305;Other medical sciences;0.10762491077184677;RDF303;Health sciences;0.07585819065570831
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.872953474521637;RDF30;Medical, health and life sciences;0.08589766919612885;RDF40;Agricultural and veterinary sciences;0.03509346768260002;RDF106;Biological sciences;0.9976310729980469;RDF105;Earth and related environmental sciences;0.8752015233039856;RDF301;Basic medicine and life sciences;0.7767923474311829;RDF107;Other natural sciences;0.6948723793029785;RDF404;Agricultural biotechnology and food sciences;0.23792989552021027
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9860364198684692;RDF10;Natural sciences;0.009433613158762455;RDF50;Social sciences;0.0016635063802823424;RDF204;Mechanical engineering;0.9877586960792542;RDF103;Physical sciences;0.9339749217033386;RDF202;Industrial, systems and processes engineering;0.26114246249198914;RDF212;Other engineering and technologies;0.144209086894989;RDF206;Materials engineering and resources engineering;0.12754391133785248
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.6608279347419739;RDF20-21;Engineering and technology;0.26183438301086426;RDF30;Medical, health and life sciences;0.029927173629403114;RDF103;Physical sciences;0.9997023344039917;RDF101;Mathematics and statistics;0.01034813653677702;RDF212;Other engineering and technologies;0.008461998775601387;RDF107;Other natural sciences;0.006551525089889765;RDF503;Education;0.001536727068014443
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.9004535675048828;RDF10;Natural sciences;0.032133232802152634;RDF60;Humanities and the arts;0.026329027488827705;RDF102;Computer and information sciences;0.9217106699943542;RDF101;Mathematics and statistics;0.9032089114189148;RDF212;Other engineering and technologies;0.19505687057971954;RDF203;Electrical engineering, computer engineering, and information engineering;0.10725031793117523;RDF503;Education;0.016324438154697418
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.6520951986312866;RDF20-21;Engineering and technology;0.14801007509231567;RDF10;Natural sciences;0.08684086054563522;RDF204;Mechanical engineering;0.890246570110321;RDF207;Medical and biomedical engineering;0.7544630169868469;RDF206;Materials engineering and resources engineering;0.6376796960830688;RDF304;Medical biotechnology;0.4538785219192505;RDF305;Other medical sciences;0.2917369604110718
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.8800739645957947;RDF10;Natural sciences;0.026876073330640793;RDF30;Medical, health and life sciences;0.026356244459748268;RDF506;Political science and policy administration;0.3745618760585785;RDF605;Other humanities;0.025083141401410103;RDF509;Other social sciences;0.023442290723323822;RDF503;Education;0.013742320239543915;RDF603;Philosophy;0.007922627963125706
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF10;Natural sciences;0.5030373930931091;RDF30;Medical, health and life sciences;0.4725598692893982;RDF20-21;Engineering and technology;0.012170132249593735;RDF106;Biological sciences;0.9777563214302063;RDF303;Health sciences;0.946793794631958;RDF304;Medical biotechnology;0.8458787798881531;RDF207;Medical and biomedical engineering;0.6366919875144958;RDF301;Basic medicine and life sciences;0.24171306192874908
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.6042286157608032;RDF10;Natural sciences;0.3535206615924835;RDF30;Medical, health and life sciences;0.015641067177057266;RDF104;Chemical sciences;0.962249755859375;RDF206;Materials engineering and resources engineering;0.9240047931671143;RDF205;Chemical engineering;0.7540104389190674;RDF211;Nano-technology;0.5353944897651672;RDF212;Other engineering and technologies;0.3582969009876251
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.6574366092681885;RDF30;Medical, health and life sciences;0.3230797350406647;RDF20-21;Engineering and technology;0.008563662879168987;RDF106;Biological sciences;0.9460011720657349;RDF301;Basic medicine and life sciences;0.41661861538887024;RDF107;Other natural sciences;0.12116484344005585;RDF303;Health sciences;0.10965809226036072;RDF104;Chemical sciences;0.05023735761642456
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF20-21;Engineering and technology;0.6782612800598145;RDF10;Natural sciences;0.1269446760416031;RDF50;Social sciences;0.08862166851758957;RDF101;Mathematics and statistics;0.9972262382507324;RDF102;Computer and information sciences;0.5445137619972229;RDF203;Electrical engineering, computer engineering, and information engineering;0.06512755155563354;RDF212;Other engineering and technologies;0.028544150292873383;RDF103;Physical sciences;0.003758094273507595
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF50;Social sciences;0.4293336570262909;RDF60;Humanities and the arts;0.24319778382778168;RDF30;Medical, health and life sciences;0.11443062871694565;RDF601;History, archaeology and related studies;0.9970707893371582;RDF605;Other humanities;0.06681232154369354;RDF509;Other social sciences;0.04312336817383766;RDF506;Political science and policy administration;0.03381212055683136;RDF503;Education;0.015573562122881413
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.3553083539009094;RDF10;Natural sciences;0.3286064863204956;RDF50;Social sciences;0.1793595254421234;RDF101;Mathematics and statistics;0.9962418675422668;RDF103;Physical sciences;0.055157776921987534;RDF102;Computer and information sciences;0.04004979878664017;RDF503;Education;0.01954994909465313;RDF203;Electrical engineering, computer engineering, and information engineering;0.016705093905329704
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.7770553827285767;RDF30;Medical, health and life sciences;0.21789804100990295;RDF40;Agricultural and veterinary sciences;0.0018343375995755196;RDF106;Biological sciences;0.9984662532806396;RDF301;Basic medicine and life sciences;0.9779045581817627;RDF107;Other natural sciences;0.7338334918022156;RDF303;Health sciences;0.08756384253501892;RDF305;Other medical sciences;0.08057423681020737
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF10;Natural sciences;0.6499506831169128;RDF30;Medical, health and life sciences;0.3465372323989868;RDF50;Social sciences;0.001380712492391467;RDF106;Biological sciences;0.9986168742179871;RDF301;Basic medicine and life sciences;0.969956636428833;RDF107;Other natural sciences;0.5250035524368286;RDF303;Health sciences;0.5102777481079102;RDF305;Other medical sciences;0.10208071023225784
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.8374585509300232;RDF50;Social sciences;0.088267482817173;RDF10;Natural sciences;0.04464450106024742;RDF303;Health sciences;0.9808576703071594;RDF501;Psychology and cognitive sciences;0.9056565761566162;RDF302;Clinical medicine;0.8556100130081177;RDF207;Medical and biomedical engineering;0.642768919467926;RDF304;Medical biotechnology;0.2353719025850296
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.9269371628761292;RDF60;Humanities and the arts;0.04477331414818764;RDF30;Medical, health and life sciences;0.014707108959555626;RDF503;Education;0.9929472804069519;RDF504;Sociology and related studies;0.6880493760108948;RDF605;Other humanities;0.07316472381353378;RDF509;Other social sciences;0.060141824185848236;RDF603;Philosophy;0.047691285610198975
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF10;Natural sciences;0.6514568328857422;RDF40;Agricultural and veterinary sciences;0.270244836807251;RDF30;Medical, health and life sciences;0.0699489638209343;RDF106;Biological sciences;0.9613165259361267;RDF402;Animal and dairy sciences;0.9256342649459839;RDF404;Agricultural biotechnology and food sciences;0.8581251502037048;RDF403;Veterinary sciences;0.8388118743896484;RDF105;Earth and related environmental sciences;0.7413932085037231
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.9912988543510437;RDF20-21;Engineering and technology;0.003204772248864174;RDF50;Social sciences;0.001962867798283696;RDF105;Earth and related environmental sciences;0.9994195699691772;RDF107;Other natural sciences;0.07178616523742676;RDF103;Physical sciences;0.05325542017817497;RDF208;Environmental engineering and related engineering;0.019215848296880722;RDF504;Sociology and related studies;0.005752544850111008
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF10;Natural sciences;0.3813360333442688;RDF50;Social sciences;0.2743309736251831;RDF20-21;Engineering and technology;0.14716176688671112;RDF208;Environmental engineering and related engineering;0.44111618399620056;RDF105;Earth and related environmental sciences;0.3141557574272156;RDF501;Psychology and cognitive sciences;0.30689045786857605;RDF502;Economics and business administration;0.28032076358795166;RDF104;Chemical sciences;0.21428008377552032
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF60;Humanities and the arts;0.35217970609664917;RDF20-21;Engineering and technology;0.2576601803302765;RDF50;Social sciences;0.24851639568805695;RDF605;Other humanities;0.1704389601945877;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.06785488873720169;RDF509;Other social sciences;0.04940525069832802;RDF603;Philosophy;0.02241421677172184;RDF507;Social and economic geography;0.011419613845646381
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.7416001558303833;RDF50;Social sciences;0.14863750338554382;RDF30;Medical, health and life sciences;0.0909823626279831;RDF601;History, archaeology and related studies;0.9689444303512573;RDF602;Languages and literature;0.9540517926216125;RDF605;Other humanities;0.4860723316669464;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.30798205733299255;RDF305;Other medical sciences;0.2189197689294815
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF50;Social sciences;0.6354488730430603;RDF30;Medical, health and life sciences;0.31518498063087463;RDF60;Humanities and the arts;0.02969132922589779;RDF504;Sociology and related studies;0.8500956296920776;RDF303;Health sciences;0.8000679016113281;RDF305;Other medical sciences;0.6101921796798706;RDF605;Other humanities;0.5178909301757812;RDF507;Social and economic geography;0.3619537055492401
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.6597895622253418;RDF50;Social sciences;0.2140977680683136;RDF60;Humanities and the arts;0.051552701741456985;RDF102;Computer and information sciences;0.9456508755683899;RDF502;Economics and business administration;0.8250970244407654;RDF603;Philosophy;0.7801604270935059;RDF212;Other engineering and technologies;0.29037681221961975;RDF203;Electrical engineering, computer engineering, and information engineering;0.25748491287231445
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9285777807235718;RDF10;Natural sciences;0.05107338726520538;RDF50;Social sciences;0.007517607416957617;RDF208;Environmental engineering and related engineering;0.8733769059181213;RDF105;Earth and related environmental sciences;0.8643105030059814;RDF202;Industrial, systems and processes engineering;0.32686203718185425;RDF206;Materials engineering and resources engineering;0.08181271702051163;RDF212;Other engineering and technologies;0.07303238660097122
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.8802489638328552;RDF50;Social sciences;0.03237771615386009;RDF10;Natural sciences;0.031015951186418533;RDF102;Computer and information sciences;0.8841893672943115;RDF212;Other engineering and technologies;0.2709140181541443;RDF203;Electrical engineering, computer engineering, and information engineering;0.1629786342382431;RDF602;Languages and literature;0.14996656775474548;RDF601;History, archaeology and related studies;0.07004895806312561
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.5983355641365051;RDF50;Social sciences;0.21933752298355103;RDF10;Natural sciences;0.07851329445838928;RDF503;Education;0.9434518814086914;RDF303;Health sciences;0.873160719871521;RDF504;Sociology and related studies;0.40250954031944275;RDF605;Other humanities;0.17702700197696686;RDF601;History, archaeology and related studies;0.13095079362392426
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.846165120601654;RDF50;Social sciences;0.10165390372276306;RDF60;Humanities and the arts;0.030019504949450493;RDF102;Computer and information sciences;0.9561454057693481;RDF503;Education;0.8930298686027527;RDF507;Social and economic geography;0.46333804726600647;RDF212;Other engineering and technologies;0.34092390537261963;RDF504;Sociology and related studies;0.24508501589298248
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9848453998565674;RDF30;Medical, health and life sciences;0.00429279450327158;RDF60;Humanities and the arts;0.0036078416742384434;RDF504;Sociology and related studies;0.9867771863937378;RDF509;Other social sciences;0.38520121574401855;RDF507;Social and economic geography;0.1852092146873474;RDF603;Philosophy;0.09260569512844086;RDF602;Languages and literature;0.06596493721008301
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.5502153038978577;RDF30;Medical, health and life sciences;0.43271321058273315;RDF50;Social sciences;0.006506551057100296;RDF106;Biological sciences;0.9785082340240479;RDF301;Basic medicine and life sciences;0.8781053423881531;RDF602;Languages and literature;0.4268142879009247;RDF107;Other natural sciences;0.2780607044696808;RDF303;Health sciences;0.05561761185526848
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.9753531217575073;RDF20-21;Engineering and technology;0.016635026782751083;RDF50;Social sciences;0.003215413074940443;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9657706618309021;RDF605;Other humanities;0.8088988661766052;RDF212;Other engineering and technologies;0.04004979878664017;RDF509;Other social sciences;0.009559398517012596;RDF203;Electrical engineering, computer engineering, and information engineering;0.009143315255641937
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9545361399650574;RDF50;Social sciences;0.027855928987264633;RDF10;Natural sciences;0.006655245088040829;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9043975472450256;RDF605;Other humanities;0.3619537055492401;RDF509;Other social sciences;0.1695433259010315;RDF601;History, archaeology and related studies;0.030908958986401558;RDF504;Sociology and related studies;0.030271869152784348
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.8627445697784424;RDF30;Medical, health and life sciences;0.11433384567499161;RDF20-21;Engineering and technology;0.014443940483033657;RDF106;Biological sciences;0.9514589309692383;RDF301;Basic medicine and life sciences;0.8730525374412537;RDF207;Medical and biomedical engineering;0.34654131531715393;RDF503;Education;0.33862367272377014;RDF107;Other natural sciences;0.1967490315437317
53;Impact Award: Insight;RDF50;Social sciences;0.29316508769989014;RDF30;Medical, health and life sciences;0.18863573670387268;RDF10;Natural sciences;0.16736699640750885;RDF601;History, archaeology and related studies;0.3999873995780945;RDF506;Political science and policy administration;0.39846494793891907;RDF504;Sociology and related studies;0.23353150486946106;RDF502;Economics and business administration;0.23331306874752045;RDF105;Earth and related environmental sciences;0.1916300505399704
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.9827641844749451;RDF20-21;Engineering and technology;0.007577132433652878;RDF30;Medical, health and life sciences;0.0040716202929615974;RDF104;Chemical sciences;0.9989013075828552;RDF205;Chemical engineering;0.1711997240781784;RDF107;Other natural sciences;0.021409770473837852;RDF503;Education;0.013584391213953495;RDF103;Physical sciences;0.0038996206130832434
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9461374878883362;RDF50;Social sciences;0.02229452133178711;RDF20-21;Engineering and technology;0.017914149910211563;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9599876999855042;RDF605;Other humanities;0.559380292892456;RDF508;Media and communications;0.31205543875694275;RDF509;Other social sciences;0.09568694978952408;RDF504;Sociology and related studies;0.04738177731633186
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9150297045707703;RDF50;Social sciences;0.04055850952863693;RDF10;Natural sciences;0.01959366910159588;RDF508;Media and communications;0.8183016180992126;RDF605;Other humanities;0.7801603674888611;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.3385143280029297;RDF509;Other social sciences;0.2632204592227936;RDF305;Other medical sciences;0.24059613049030304
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF10;Natural sciences;0.7775000929832458;RDF30;Medical, health and life sciences;0.20783568918704987;RDF20-21;Engineering and technology;0.006088942289352417;RDF106;Biological sciences;0.982724130153656;RDF301;Basic medicine and life sciences;0.7253568768501282;RDF107;Other natural sciences;0.1860211193561554;RDF304;Medical biotechnology;0.054651036858558655;RDF303;Health sciences;0.050517670810222626
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF30;Medical, health and life sciences;0.555302619934082;RDF10;Natural sciences;0.38258644938468933;RDF20-21;Engineering and technology;0.029315223917365074;RDF106;Biological sciences;0.9706321954727173;RDF303;Health sciences;0.8804377913475037;RDF207;Medical and biomedical engineering;0.7918210625648499;RDF304;Medical biotechnology;0.7765382528305054;RDF301;Basic medicine and life sciences;0.542783796787262
59;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Literature);RDF60;Humanities and the arts;0.9831185936927795;RDF30;Medical, health and life sciences;0.010647648945450783;RDF50;Social sciences;0.0025191784370690584;RDF602;Languages and literature;0.998031497001648;RDF605;Other humanities;0.09203285723924637;RDF503;Education;0.02608109824359417;RDF508;Media and communications;0.008364237844944;RDF601;History, archaeology and related studies;0.004564980510622263
