;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF10;Natural sciences;0.5924634337425232;RDF30;Medical, health and life sciences;0.3249462842941284;RDF20-21;Engineering and technology;0.03266874700784683;RDF106;Biological sciences;0.9901442527770996;RDF301;Basic medicine and life sciences;0.9864226579666138;RDF303;Health sciences;0.5862650275230408;RDF304;Medical biotechnology;0.5793177485466003;RDF207;Medical and biomedical engineering;0.4834670126438141
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.5316938757896423;RDF10;Natural sciences;0.13144543766975403;RDF20-21;Engineering and technology;0.09780660271644592;RDF508;Media and communications;0.9261364936828613;RDF602;Languages and literature;0.7396833896636963;RDF208;Environmental engineering and related engineering;0.2236500233411789;RDF503;Education;0.19615821540355682;RDF605;Other humanities;0.18385328352451324
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.6596198081970215;RDF60;Humanities and the arts;0.07398279011249542;RDF30;Medical, health and life sciences;0.06900743395090103;RDF503;Education;0.9749165177345276;RDF504;Sociology and related studies;0.21922722458839417;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.015986159443855286;RDF509;Other social sciences;0.011413658037781715;RDF605;Other humanities;0.008189807645976543
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.48356637358665466;RDF10;Natural sciences;0.4293975830078125;RDF30;Medical, health and life sciences;0.025614148005843163;RDF103;Physical sciences;0.9963286519050598;RDF211;Nano-technology;0.782360851764679;RDF206;Materials engineering and resources engineering;0.7213646769523621;RDF208;Environmental engineering and related engineering;0.5777719020843506;RDF212;Other engineering and technologies;0.14744921028614044
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.6406331658363342;RDF20-21;Engineering and technology;0.1993953436613083;RDF60;Humanities and the arts;0.05114120617508888;RDF105;Earth and related environmental sciences;0.9769598245620728;RDF208;Environmental engineering and related engineering;0.9662002921104431;RDF103;Physical sciences;0.8692317008972168;RDF204;Mechanical engineering;0.8593778014183044;RDF206;Materials engineering and resources engineering;0.8119496703147888
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.9832665324211121;RDF10;Natural sciences;0.0053193531930446625;RDF30;Medical, health and life sciences;0.003034767461940646;RDF506;Political science and policy administration;0.9992186427116394;RDF509;Other social sciences;0.24213248491287231;RDF504;Sociology and related studies;0.001813624519854784;RDF605;Other humanities;0.0014559008413925767;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0011806261027231812
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9310877323150635;RDF30;Medical, health and life sciences;0.02052384428679943;RDF10;Natural sciences;0.019180260598659515;RDF504;Sociology and related studies;0.8273731470108032;RDF501;Psychology and cognitive sciences;0.36137107014656067;RDF509;Other social sciences;0.14040745794773102;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.09967517852783203;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0835101455450058
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.843586802482605;RDF40;Agricultural and veterinary sciences;0.06259790807962418;RDF30;Medical, health and life sciences;0.05999124050140381;RDF209;Environmental biotechnology;0.9580165147781372;RDF404;Agricultural biotechnology and food sciences;0.9480507969856262;RDF301;Basic medicine and life sciences;0.9363929629325867;RDF106;Biological sciences;0.8961279392242432;RDF207;Medical and biomedical engineering;0.826183021068573
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.9771491885185242;RDF10;Natural sciences;0.008876371197402477;RDF30;Medical, health and life sciences;0.005928868427872658;RDF204;Mechanical engineering;0.8543508648872375;RDF102;Computer and information sciences;0.7329800128936768;RDF206;Materials engineering and resources engineering;0.5787935256958008;RDF101;Mathematics and statistics;0.5459837317466736;RDF212;Other engineering and technologies;0.5432308912277222
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.4088880121707916;RDF20-21;Engineering and technology;0.16162055730819702;RDF30;Medical, health and life sciences;0.15497471392154694;RDF103;Physical sciences;0.9868006706237793;RDF107;Other natural sciences;0.0033053113147616386;RDF305;Other medical sciences;0.001074969652108848;RDF212;Other engineering and technologies;9.239160863216966e-05;RDF211;Nano-technology;5.2546198276104406e-05
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.6456195116043091;RDF10;Natural sciences;0.30393192172050476;RDF60;Humanities and the arts;0.020412804558873177;RDF102;Computer and information sciences;0.9966750144958496;RDF202;Industrial, systems and processes engineering;0.8744624853134155;RDF106;Biological sciences;0.8517854809761047;RDF103;Physical sciences;0.795846700668335;RDF203;Electrical engineering, computer engineering, and information engineering;0.720231831073761
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.6828234195709229;RDF10;Natural sciences;0.1406411975622177;RDF20-21;Engineering and technology;0.08533690124750137;RDF503;Education;0.9315513372421265;RDF301;Basic medicine and life sciences;0.8997434377670288;RDF203;Electrical engineering, computer engineering, and information engineering;0.852060854434967;RDF107;Other natural sciences;0.8193021416664124;RDF305;Other medical sciences;0.7866932153701782
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.6888311505317688;RDF10;Natural sciences;0.08801165223121643;RDF60;Humanities and the arts;0.06036832928657532;RDF506;Political science and policy administration;0.9982022047042847;RDF509;Other social sciences;0.0006458646384999156;RDF504;Sociology and related studies;0.00022554199676960707;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.00020424560352694243;RDF605;Other humanities;0.00012658558262046427
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.5119651556015015;RDF10;Natural sciences;0.2567930221557617;RDF20-21;Engineering and technology;0.14281515777111053;RDF304;Medical biotechnology;0.9394634962081909;RDF302;Clinical medicine;0.6019288301467896;RDF301;Basic medicine and life sciences;0.5916927456855774;RDF303;Health sciences;0.47324663400650024;RDF207;Medical and biomedical engineering;0.47256648540496826
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.576507031917572;RDF10;Natural sciences;0.19284914433956146;RDF30;Medical, health and life sciences;0.09371811896562576;RDF206;Materials engineering and resources engineering;0.8740177750587463;RDF211;Nano-technology;0.850925862789154;RDF208;Environmental engineering and related engineering;0.6880121231079102;RDF104;Chemical sciences;0.5157695412635803;RDF212;Other engineering and technologies;0.4696504771709442
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF10;Natural sciences;0.6167179942131042;RDF30;Medical, health and life sciences;0.2713719308376312;RDF20-21;Engineering and technology;0.07735279947519302;RDF106;Biological sciences;0.994375467300415;RDF304;Medical biotechnology;0.9806082844734192;RDF301;Basic medicine and life sciences;0.9452219605445862;RDF104;Chemical sciences;0.7996845841407776;RDF202;Industrial, systems and processes engineering;0.7966504693031311
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF10;Natural sciences;0.40424180030822754;RDF20-21;Engineering and technology;0.20247791707515717;RDF30;Medical, health and life sciences;0.13131378591060638;RDF101;Mathematics and statistics;0.9989559650421143;RDF107;Other natural sciences;0.1632813662290573;RDF212;Other engineering and technologies;0.056055113673210144;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.02155817672610283;RDF102;Computer and information sciences;0.00657582888379693
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF60;Humanities and the arts;0.44608789682388306;RDF50;Social sciences;0.3379424214363098;RDF20-21;Engineering and technology;0.06863479316234589;RDF605;Other humanities;0.5225750803947449;RDF202;Industrial, systems and processes engineering;0.3689439296722412;RDF507;Social and economic geography;0.31401440501213074;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.3089141249656677;RDF504;Sociology and related studies;0.22473691403865814
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF10;Natural sciences;0.38523614406585693;RDF20-21;Engineering and technology;0.2151033878326416;RDF30;Medical, health and life sciences;0.1346212476491928;RDF101;Mathematics and statistics;0.9980875849723816;RDF107;Other natural sciences;0.025540171191096306;RDF208;Environmental engineering and related engineering;0.01073332130908966;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.005596339702606201;RDF102;Computer and information sciences;0.0010607399744912982
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.36760953068733215;RDF40;Agricultural and veterinary sciences;0.27027666568756104;RDF30;Medical, health and life sciences;0.24053582549095154;RDF301;Basic medicine and life sciences;0.8735540509223938;RDF106;Biological sciences;0.7470529079437256;RDF403;Veterinary sciences;0.45403870940208435;RDF402;Animal and dairy sciences;0.39111581444740295;RDF304;Medical biotechnology;0.3898989260196686
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF10;Natural sciences;0.703139066696167;RDF30;Medical, health and life sciences;0.2237153947353363;RDF40;Agricultural and veterinary sciences;0.042482733726501465;RDF106;Biological sciences;0.9573256969451904;RDF301;Basic medicine and life sciences;0.8370351195335388;RDF304;Medical biotechnology;0.6403968334197998;RDF207;Medical and biomedical engineering;0.48505836725234985;RDF303;Health sciences;0.48349910974502563
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.5179899334907532;RDF10;Natural sciences;0.21160276234149933;RDF20-21;Engineering and technology;0.1168861985206604;RDF302;Clinical medicine;0.916174054145813;RDF303;Health sciences;0.5945472121238708;RDF304;Medical biotechnology;0.3594263195991516;RDF501;Psychology and cognitive sciences;0.2525170147418976;RDF102;Computer and information sciences;0.10481874644756317
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF10;Natural sciences;0.8152284622192383;RDF50;Social sciences;0.1630687415599823;RDF60;Humanities and the arts;0.015386674553155899;RDF303;Health sciences;0.9936148524284363;RDF106;Biological sciences;0.9525419473648071;RDF503;Education;0.9105378985404968;RDF501;Psychology and cognitive sciences;0.9015867114067078;RDF504;Sociology and related studies;0.647409975528717
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF10;Natural sciences;0.43534162640571594;RDF40;Agricultural and veterinary sciences;0.3813180923461914;RDF30;Medical, health and life sciences;0.14080177247524261;RDF301;Basic medicine and life sciences;0.9682167172431946;RDF403;Veterinary sciences;0.9181225299835205;RDF304;Medical biotechnology;0.8719727396965027;RDF106;Biological sciences;0.8557553887367249;RDF208;Environmental engineering and related engineering;0.7417037487030029
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF10;Natural sciences;0.5144762396812439;RDF30;Medical, health and life sciences;0.11730927228927612;RDF20-21;Engineering and technology;0.1069311872124672;RDF105;Earth and related environmental sciences;0.99916011095047;RDF208;Environmental engineering and related engineering;0.7082178592681885;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.051423605531454086;RDF107;Other natural sciences;0.005101908929646015;RDF605;Other humanities;0.002143846359103918
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF40;Agricultural and veterinary sciences;0.293780654668808;RDF10;Natural sciences;0.2623269259929657;RDF30;Medical, health and life sciences;0.14088210463523865;RDF208;Environmental engineering and related engineering;0.8231706619262695;RDF401;Agriculture, forestry, and fisheries;0.5499439239501953;RDF508;Media and communications;0.34972643852233887;RDF504;Sociology and related studies;0.3029431402683258;RDF502;Economics and business administration;0.29205915331840515
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF60;Humanities and the arts;0.6533169746398926;RDF50;Social sciences;0.10664550960063934;RDF20-21;Engineering and technology;0.07365459203720093;RDF507;Social and economic geography;0.796941339969635;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.5515308976173401;RDF605;Other humanities;0.002610943280160427;RDF509;Other social sciences;0.0011301927734166384;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0001026200843625702
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.7139748930931091;RDF30;Medical, health and life sciences;0.1058797836303711;RDF50;Social sciences;0.0778845027089119;RDF601;History, archaeology and related studies;0.6393837332725525;RDF605;Other humanities;0.3545140027999878;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.3050655424594879;RDF509;Other social sciences;0.04461008310317993;RDF301;Basic medicine and life sciences;0.02984129637479782
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF50;Social sciences;0.4076361060142517;RDF30;Medical, health and life sciences;0.37451571226119995;RDF60;Humanities and the arts;0.09127084165811539;RDF504;Sociology and related studies;0.9700278043746948;RDF501;Psychology and cognitive sciences;0.532497227191925;RDF605;Other humanities;0.3588376045227051;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.0871167778968811;RDF507;Social and economic geography;0.030165378004312515
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.4478411078453064;RDF50;Social sciences;0.18622219562530518;RDF30;Medical, health and life sciences;0.1082422062754631;RDF102;Computer and information sciences;0.7265087366104126;RDF212;Other engineering and technologies;0.14084449410438538;RDF203;Electrical engineering, computer engineering, and information engineering;0.013851386494934559;RDF509;Other social sciences;0.0067170532420277596;RDF107;Other natural sciences;0.0032139320392161608
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.9932071566581726;RDF10;Natural sciences;0.0025706905871629715;RDF30;Medical, health and life sciences;0.0014674708945676684;RDF208;Environmental engineering and related engineering;0.9259102940559387;RDF202;Industrial, systems and processes engineering;0.8384698033332825;RDF206;Materials engineering and resources engineering;0.6626183390617371;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.2597165107727051;RDF212;Other engineering and technologies;0.1921982318162918
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF10;Natural sciences;0.23639686405658722;RDF30;Medical, health and life sciences;0.21854306757450104;RDF20-21;Engineering and technology;0.15326574444770813;RDF102;Computer and information sciences;0.32286229729652405;RDF501;Psychology and cognitive sciences;0.26590922474861145;RDF602;Languages and literature;0.10287251323461533;RDF208;Environmental engineering and related engineering;0.08346033096313477;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.06240005046129227
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.5313405990600586;RDF10;Natural sciences;0.21552178263664246;RDF50;Social sciences;0.17516526579856873;RDF303;Health sciences;0.9984283447265625;RDF302;Clinical medicine;0.6074876189231873;RDF301;Basic medicine and life sciences;0.5859697461128235;RDF106;Biological sciences;0.3815992772579193;RDF503;Education;0.3035675883293152
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF60;Humanities and the arts;0.3796943724155426;RDF50;Social sciences;0.1752372533082962;RDF20-21;Engineering and technology;0.1652432680130005;RDF508;Media and communications;0.9979463815689087;RDF203;Electrical engineering, computer engineering, and information engineering;0.11252807080745697;RDF602;Languages and literature;0.0035878268536180258;RDF509;Other social sciences;0.002205330180004239;RDF102;Computer and information sciences;0.0011134601663798094
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.957877516746521;RDF10;Natural sciences;0.023553995415568352;RDF60;Humanities and the arts;0.005122023168951273;RDF504;Sociology and related studies;0.9048985838890076;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.1364443153142929;RDF106;Biological sciences;0.10398087650537491;RDF509;Other social sciences;0.051759958267211914;RDF103;Physical sciences;0.04014253616333008
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.5242845416069031;RDF30;Medical, health and life sciences;0.226161390542984;RDF40;Agricultural and veterinary sciences;0.1464817225933075;RDF106;Biological sciences;0.7496445775032043;RDF301;Basic medicine and life sciences;0.6178452372550964;RDF501;Psychology and cognitive sciences;0.39483147859573364;RDF304;Medical biotechnology;0.3863758146762848;RDF403;Veterinary sciences;0.3527075946331024
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF20-21;Engineering and technology;0.5643906593322754;RDF60;Humanities and the arts;0.2721636891365051;RDF50;Social sciences;0.053602565079927444;RDF508;Media and communications;0.9989679455757141;RDF212;Other engineering and technologies;0.9926401376724243;RDF102;Computer and information sciences;0.7826945781707764;RDF202;Industrial, systems and processes engineering;0.677569568157196;RDF203;Electrical engineering, computer engineering, and information engineering;0.5207206010818481
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.6964625120162964;RDF20-21;Engineering and technology;0.0760597437620163;RDF50;Social sciences;0.06477109342813492;RDF605;Other humanities;0.9254091382026672;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.49799951910972595;RDF507;Social and economic geography;0.006819855887442827;RDF509;Other social sciences;0.0005747588002122939;RDF508;Media and communications;0.00031767343170940876
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.5426275730133057;RDF30;Medical, health and life sciences;0.21040558815002441;RDF40;Agricultural and veterinary sciences;0.1594361811876297;RDF301;Basic medicine and life sciences;0.8228038549423218;RDF106;Biological sciences;0.7716898322105408;RDF403;Veterinary sciences;0.6043391227722168;RDF207;Medical and biomedical engineering;0.47338899970054626;RDF304;Medical biotechnology;0.4456126093864441
53;Impact Award: Insight;RDF30;Medical, health and life sciences;0.2674236595630646;RDF10;Natural sciences;0.2658568024635315;RDF40;Agricultural and veterinary sciences;0.20644663274288177;RDF208;Environmental engineering and related engineering;0.5891637802124023;RDF202;Industrial, systems and processes engineering;0.46158555150032043;RDF105;Earth and related environmental sciences;0.39502379298210144;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.34496137499809265;RDF301;Basic medicine and life sciences;0.33456823229789734
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.44243407249450684;RDF40;Agricultural and veterinary sciences;0.14237260818481445;RDF30;Medical, health and life sciences;0.14226175844669342;RDF104;Chemical sciences;0.996924638748169;RDF210;Industrial biotechnology;0.009559892117977142;RDF107;Other natural sciences;0.004614383447915316;RDF205;Chemical engineering;0.0016500530764460564;RDF301;Basic medicine and life sciences;0.0008805011748336256
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.8049466013908386;RDF20-21;Engineering and technology;0.05469885095953941;RDF10;Natural sciences;0.05020590499043465;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7820866107940674;RDF508;Media and communications;0.27985742688179016;RDF202;Industrial, systems and processes engineering;0.2049938291311264;RDF102;Computer and information sciences;0.14091269671916962;RDF504;Sociology and related studies;0.12651772797107697
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.9866893291473389;RDF30;Medical, health and life sciences;0.0045678275637328625;RDF10;Natural sciences;0.003637999529018998;RDF508;Media and communications;0.9996682405471802;RDF507;Social and economic geography;0.9834502339363098;RDF605;Other humanities;0.9737566113471985;RDF208;Environmental engineering and related engineering;0.9445269107818604;RDF105;Earth and related environmental sciences;0.8528009653091431
