;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.6265819668769836;RDF20-21;Engineering and technology;0.09111878275871277;RDF10;Natural sciences;0.08381534367799759;RDF301;Basic medicine and life sciences;0.0019117055926471949;RDF302;Clinical medicine;0.0006587530369870365;RDF304;Medical biotechnology;0.0006162687204778194;RDF303;Health sciences;0.00044570068712346256;RDF305;Other medical sciences;0.0002736583410296589
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.6307642459869385;RDF50;Social sciences;0.12056490033864975;RDF10;Natural sciences;0.0900089368224144;RDF603;Philosophy;0.9423844814300537;RDF605;Other humanities;0.4787531793117523;RDF601;History, archaeology and related studies;0.00023965156287886202;RDF602;Languages and literature;0.00016714519006200135;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;8.452609108644538e-06
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.5338932275772095;RDF10;Natural sciences;0.2738761603832245;RDF20-21;Engineering and technology;0.070279560983181;RDF304;Medical biotechnology;0.403097540140152;RDF301;Basic medicine and life sciences;0.2700779438018799;RDF305;Other medical sciences;0.009450075216591358;RDF303;Health sciences;0.0007478826446458697;RDF302;Clinical medicine;0.00010512290464248508
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.5810548067092896;RDF10;Natural sciences;0.23597514629364014;RDF30;Medical, health and life sciences;0.12704704701900482;RDF212;Other engineering and technologies;0.2546651363372803;RDF207;Medical and biomedical engineering;0.19428901374340057;RDF210;Industrial biotechnology;0.06503833830356598;RDF202;Industrial, systems and processes engineering;0.027723977342247963;RDF208;Environmental engineering and related engineering;0.024523815140128136
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF10;Natural sciences;0.5924634337425232;RDF30;Medical, health and life sciences;0.3249462842941284;RDF20-21;Engineering and technology;0.03266874700784683;RDF106;Biological sciences;0.9901442527770996;RDF107;Other natural sciences;0.21774372458457947;RDF103;Physical sciences;0.0007150291930884123;RDF104;Chemical sciences;4.392326081870124e-05;RDF102;Computer and information sciences;4.237934263073839e-05
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.5316938757896423;RDF10;Natural sciences;0.13144543766975403;RDF20-21;Engineering and technology;0.09780660271644592;RDF302;Clinical medicine;0.12986186146736145;RDF303;Health sciences;0.00597783038392663;RDF301;Basic medicine and life sciences;0.00313785788603127;RDF305;Other medical sciences;0.0003571879060473293;RDF304;Medical biotechnology;0.00011717043526005
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.6596198081970215;RDF60;Humanities and the arts;0.07398279011249542;RDF30;Medical, health and life sciences;0.06900743395090103;RDF503;Education;0.9749165177345276;RDF504;Sociology and related studies;0.21922722458839417;RDF509;Other social sciences;0.011413658037781715;RDF501;Psychology and cognitive sciences;5.3591302275890484e-05;RDF507;Social and economic geography;3.741654290934093e-05
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.48356637358665466;RDF10;Natural sciences;0.4293975830078125;RDF30;Medical, health and life sciences;0.025614148005843163;RDF211;Nano-technology;0.782360851764679;RDF206;Materials engineering and resources engineering;0.7213646769523621;RDF208;Environmental engineering and related engineering;0.5777719020843506;RDF212;Other engineering and technologies;0.14744921028614044;RDF202;Industrial, systems and processes engineering;0.11604467779397964
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.6406331658363342;RDF20-21;Engineering and technology;0.1993953436613083;RDF60;Humanities and the arts;0.05114120617508888;RDF105;Earth and related environmental sciences;0.9769598245620728;RDF103;Physical sciences;0.8692317008972168;RDF102;Computer and information sciences;0.48111823201179504;RDF107;Other natural sciences;0.30185744166374207;RDF106;Biological sciences;0.0014150040224194527
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.9832665324211121;RDF10;Natural sciences;0.0053193531930446625;RDF30;Medical, health and life sciences;0.003034767461940646;RDF506;Political science and policy administration;0.9992186427116394;RDF509;Other social sciences;0.24213248491287231;RDF504;Sociology and related studies;0.001813624519854784;RDF505;Law and legal practice;0.00016979803331196308;RDF503;Education;3.1003582989796996e-05
