;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.2903757691383362;RDF40;Agricultural and veterinary sciences;0.20684586465358734;RDF20-21;Engineering and technology;0.18240979313850403;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9987667798995972;RDF305;Other medical sciences;0.9417058825492859;RDF203;Electrical engineering, computer engineering, and information engineering;0.9179771542549133;RDF303;Health sciences;0.8835948705673218;RDF503;Education;0.8350515365600586
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.29282906651496887;RDF20-21;Engineering and technology;0.20826274156570435;RDF40;Agricultural and veterinary sciences;0.17858104407787323;RDF506;Political science and policy administration;0.9992902278900146;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9992113709449768;RDF503;Education;0.8652746081352234;RDF103;Physical sciences;0.8584809899330139;RDF207;Medical and biomedical engineering;0.8308563828468323
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF20-21;Engineering and technology;0.27258235216140747;RDF30;Medical, health and life sciences;0.24164296686649323;RDF40;Agricultural and veterinary sciences;0.22060585021972656;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994400143623352;RDF503;Education;0.9971853494644165;RDF501;Psychology and cognitive sciences;0.9968794584274292;RDF506;Political science and policy administration;0.9955796003341675;RDF203;Electrical engineering, computer engineering, and information engineering;0.8224013447761536
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.5221577882766724;RDF30;Medical, health and life sciences;0.19433031976222992;RDF10;Natural sciences;0.12589946389198303;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9995343685150146;RDF107;Other natural sciences;0.9646075963973999;RDF506;Political science and policy administration;0.9340688586235046;RDF103;Physical sciences;0.9048370122909546;RDF203;Electrical engineering, computer engineering, and information engineering;0.8983930945396423
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF40;Agricultural and veterinary sciences;0.26201900839805603;RDF50;Social sciences;0.2125183343887329;RDF30;Medical, health and life sciences;0.21008054912090302;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994654655456543;RDF506;Political science and policy administration;0.9987800717353821;RDF207;Medical and biomedical engineering;0.9911583065986633;RDF107;Other natural sciences;0.9911378026008606;RDF205;Chemical engineering;0.9738274216651917
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF20-21;Engineering and technology;0.2608877122402191;RDF30;Medical, health and life sciences;0.21977631747722626;RDF40;Agricultural and veterinary sciences;0.18138471245765686;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994413256645203;RDF506;Political science and policy administration;0.9984716176986694;RDF203;Electrical engineering, computer engineering, and information engineering;0.9167046546936035;RDF503;Education;0.8917392492294312;RDF302;Clinical medicine;0.8862369656562805
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF30;Medical, health and life sciences;0.3216788172721863;RDF20-21;Engineering and technology;0.1764529049396515;RDF40;Agricultural and veterinary sciences;0.1714722365140915;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9987862706184387;RDF506;Political science and policy administration;0.9702160358428955;RDF503;Education;0.8882937431335449;RDF203;Electrical engineering, computer engineering, and information engineering;0.8561309576034546;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8555079102516174
21;Biophysical and genetic control of root growth;RDF30;Medical, health and life sciences;0.2873546779155731;RDF40;Agricultural and veterinary sciences;0.2067742794752121;RDF50;Social sciences;0.16979467868804932;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994866251945496;RDF405;Other agricultural sciences;0.9989607930183411;RDF506;Political science and policy administration;0.9979162216186523;RDF305;Other medical sciences;0.9904022216796875;RDF107;Other natural sciences;0.9899140000343323
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF30;Medical, health and life sciences;0.2437659502029419;RDF50;Social sciences;0.20349906384944916;RDF40;Agricultural and veterinary sciences;0.18898874521255493;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.999170184135437;RDF506;Political science and policy administration;0.9940628409385681;RDF207;Medical and biomedical engineering;0.9694018959999084;RDF203;Electrical engineering, computer engineering, and information engineering;0.8896005153656006;RDF104;Chemical sciences;0.8507372140884399
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF10;Natural sciences;0.3080933690071106;RDF20-21;Engineering and technology;0.30510032176971436;RDF30;Medical, health and life sciences;0.26342862844467163;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9978079795837402;RDF103;Physical sciences;0.7819927930831909;RDF203;Electrical engineering, computer engineering, and information engineering;0.7348029017448425;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.6032363176345825;RDF104;Chemical sciences;0.45182493329048157
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF30;Medical, health and life sciences;0.4177784025669098;RDF10;Natural sciences;0.1923993080854416;RDF20-21;Engineering and technology;0.18425136804580688;RDF506;Political science and policy administration;0.9989208579063416;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9988205432891846;RDF401;Agriculture, forestry, and fisheries;0.9544878602027893;RDF203;Electrical engineering, computer engineering, and information engineering;0.9235242009162903;RDF104;Chemical sciences;0.9107335805892944
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF30;Medical, health and life sciences;0.30692747235298157;RDF40;Agricultural and veterinary sciences;0.24485115706920624;RDF50;Social sciences;0.14852620661258698;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9995709657669067;RDF506;Political science and policy administration;0.9995508790016174;RDF405;Other agricultural sciences;0.9980639815330505;RDF207;Medical and biomedical engineering;0.9973808526992798;RDF503;Education;0.996140718460083
26;La nouvelle politique de la redistribution (Political science and public administration);RDF40;Agricultural and veterinary sciences;0.24857109785079956;RDF30;Medical, health and life sciences;0.20846952497959137;RDF20-21;Engineering and technology;0.19928421080112457;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994316697120667;RDF506;Political science and policy administration;0.9938967227935791;RDF503;Education;0.960406482219696;RDF103;Physical sciences;0.8801736235618591;RDF202;Industrial, systems and processes engineering;0.8574985861778259
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.38250014185905457;RDF40;Agricultural and veterinary sciences;0.2081405073404312;RDF20-21;Engineering and technology;0.20734012126922607;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9985859990119934;RDF304;Medical biotechnology;0.9981139302253723;RDF305;Other medical sciences;0.9860169291496277;RDF107;Other natural sciences;0.9833356142044067;RDF506;Political science and policy administration;0.9686377048492432
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF30;Medical, health and life sciences;0.34176501631736755;RDF40;Agricultural and veterinary sciences;0.3073921799659729;RDF20-21;Engineering and technology;0.22438712418079376;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9992805123329163;RDF205;Chemical engineering;0.7432469725608826;RDF506;Political science and policy administration;0.7108675837516785;RDF401;Agriculture, forestry, and fisheries;0.6992208957672119;RDF404;Agricultural biotechnology and food sciences;0.67898029088974
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.2913573086261749;RDF10;Natural sciences;0.19340401887893677;RDF40;Agricultural and veterinary sciences;0.18573886156082153;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9995191693305969;RDF304;Medical biotechnology;0.9994046688079834;RDF207;Medical and biomedical engineering;0.9983826279640198;RDF305;Other medical sciences;0.9980923533439636;RDF107;Other natural sciences;0.9973837733268738
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.2630291283130646;RDF10;Natural sciences;0.20231080055236816;RDF40;Agricultural and veterinary sciences;0.19412575662136078;RDF101;Mathematics and statistics;0.999479353427887;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9992477297782898;RDF506;Political science and policy administration;0.9845375418663025;RDF102;Computer and information sciences;0.9079016447067261;RDF503;Education;0.9008213877677917
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF40;Agricultural and veterinary sciences;0.2448607236146927;RDF20-21;Engineering and technology;0.2242705374956131;RDF30;Medical, health and life sciences;0.21341834962368011;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994097352027893;RDF506;Political science and policy administration;0.9988154172897339;RDF405;Other agricultural sciences;0.997592031955719;RDF305;Other medical sciences;0.9971700310707092;RDF207;Medical and biomedical engineering;0.9951473474502563
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF30;Medical, health and life sciences;0.26822447776794434;RDF10;Natural sciences;0.22796981036663055;RDF40;Agricultural and veterinary sciences;0.20495466887950897;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9983165264129639;RDF101;Mathematics and statistics;0.9982483386993408;RDF102;Computer and information sciences;0.8115149140357971;RDF203;Electrical engineering, computer engineering, and information engineering;0.7673080563545227;RDF503;Education;0.7473633885383606
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.25775933265686035;RDF40;Agricultural and veterinary sciences;0.21836596727371216;RDF20-21;Engineering and technology;0.1917043775320053;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9995277523994446;RDF506;Political science and policy administration;0.9987584352493286;RDF405;Other agricultural sciences;0.9982849359512329;RDF305;Other medical sciences;0.9957097172737122;RDF107;Other natural sciences;0.9950133562088013
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.2749185860157013;RDF40;Agricultural and veterinary sciences;0.23319517076015472;RDF20-21;Engineering and technology;0.18323811888694763;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9995031356811523;RDF506;Political science and policy administration;0.9955333471298218;RDF305;Other medical sciences;0.990210235118866;RDF107;Other natural sciences;0.9862900376319885;RDF207;Medical and biomedical engineering;0.9625470638275146
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.2710016071796417;RDF20-21;Engineering and technology;0.2601467967033386;RDF40;Agricultural and veterinary sciences;0.1632155179977417;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9981054067611694;RDF506;Political science and policy administration;0.9857385158538818;RDF305;Other medical sciences;0.9543578028678894;RDF203;Electrical engineering, computer engineering, and information engineering;0.7807817459106445;RDF104;Chemical sciences;0.7802712917327881
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF30;Medical, health and life sciences;0.26760223507881165;RDF10;Natural sciences;0.2151404172182083;RDF40;Agricultural and veterinary sciences;0.16860933601856232;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9996098875999451;RDF506;Political science and policy administration;0.9950032234191895;RDF503;Education;0.8990103602409363;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8508485555648804;RDF501;Psychology and cognitive sciences;0.8303890824317932
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF30;Medical, health and life sciences;0.2752891182899475;RDF40;Agricultural and veterinary sciences;0.2268570512533188;RDF20-21;Engineering and technology;0.16891887784004211;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9992547035217285;RDF506;Political science and policy administration;0.9959697127342224;RDF405;Other agricultural sciences;0.994979202747345;RDF305;Other medical sciences;0.9907610416412354;RDF107;Other natural sciences;0.987308144569397
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF30;Medical, health and life sciences;0.3121531903743744;RDF40;Agricultural and veterinary sciences;0.19369101524353027;RDF20-21;Engineering and technology;0.18755163252353668;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9996603727340698;RDF506;Political science and policy administration;0.9889729619026184;RDF203;Electrical engineering, computer engineering, and information engineering;0.9130898118019104;RDF503;Education;0.8366351127624512;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8255561590194702
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF30;Medical, health and life sciences;0.26067054271698;RDF40;Agricultural and veterinary sciences;0.25501126050949097;RDF20-21;Engineering and technology;0.16659818589687347;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9989819526672363;RDF506;Political science and policy administration;0.9989413022994995;RDF405;Other agricultural sciences;0.9966470003128052;RDF203;Electrical engineering, computer engineering, and information engineering;0.9039652347564697;RDF503;Education;0.9036632776260376
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF20-21;Engineering and technology;0.4797269403934479;RDF40;Agricultural and veterinary sciences;0.24098366498947144;RDF30;Medical, health and life sciences;0.17651262879371643;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9993438124656677;RDF203;Electrical engineering, computer engineering, and information engineering;0.8825936913490295;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8346652388572693;RDF104;Chemical sciences;0.7833926677703857;RDF507;Social and economic geography;0.7679941058158875
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF30;Medical, health and life sciences;0.24611763656139374;RDF40;Agricultural and veterinary sciences;0.21594789624214172;RDF10;Natural sciences;0.20111311972141266;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9993019104003906;RDF506;Political science and policy administration;0.9990995526313782;RDF405;Other agricultural sciences;0.997809648513794;RDF107;Other natural sciences;0.9936442375183105;RDF305;Other medical sciences;0.9935069680213928
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF20-21;Engineering and technology;0.24091674387454987;RDF30;Medical, health and life sciences;0.21685601770877838;RDF40;Agricultural and veterinary sciences;0.1886838674545288;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9994656443595886;RDF506;Political science and policy administration;0.9993557333946228;RDF203;Electrical engineering, computer engineering, and information engineering;0.9495850205421448;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9391160607337952;RDF503;Education;0.9118040800094604
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.36349862813949585;RDF30;Medical, health and life sciences;0.3355597257614136;RDF10;Natural sciences;0.13563323020935059;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9923312664031982;RDF203;Electrical engineering, computer engineering, and information engineering;0.7136731147766113;RDF102;Computer and information sciences;0.4177883565425873;RDF401;Agriculture, forestry, and fisheries;0.2782454788684845;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.27078020572662354
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF40;Agricultural and veterinary sciences;0.29051175713539124;RDF30;Medical, health and life sciences;0.26313385367393494;RDF20-21;Engineering and technology;0.22413606941699982;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9954484701156616;RDF506;Political science and policy administration;0.9692553281784058;RDF208;Environmental engineering and related engineering;0.8519370555877686;RDF202;Industrial, systems and processes engineering;0.8042765259742737;RDF104;Chemical sciences;0.7620899081230164
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF50;Social sciences;0.25180163979530334;RDF40;Agricultural and veterinary sciences;0.21989984810352325;RDF30;Medical, health and life sciences;0.21102142333984375;RDF506;Political science and policy administration;0.9993163347244263;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9990147948265076;RDF405;Other agricultural sciences;0.9769585728645325;RDF305;Other medical sciences;0.8872135877609253;RDF503;Education;0.8690143823623657
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.31176120042800903;RDF20-21;Engineering and technology;0.23054711520671844;RDF40;Agricultural and veterinary sciences;0.20484104752540588;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9995548129081726;RDF506;Political science and policy administration;0.9993008971214294;RDF305;Other medical sciences;0.9969762563705444;RDF207;Medical and biomedical engineering;0.9921156764030457;RDF107;Other natural sciences;0.9680966734886169
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF40;Agricultural and veterinary sciences;0.3190554976463318;RDF30;Medical, health and life sciences;0.2774111330509186;RDF20-21;Engineering and technology;0.22906595468521118;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9987162351608276;RDF506;Political science and policy administration;0.9864951372146606;RDF203;Electrical engineering, computer engineering, and information engineering;0.8574065566062927;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8338903784751892;RDF508;Media and communications;0.7966723442077637
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF30;Medical, health and life sciences;0.279228538274765;RDF20-21;Engineering and technology;0.19561490416526794;RDF50;Social sciences;0.18898165225982666;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.999512791633606;RDF506;Political science and policy administration;0.9978308081626892;RDF501;Psychology and cognitive sciences;0.8411256074905396;RDF503;Education;0.8345031142234802;RDF203;Electrical engineering, computer engineering, and information engineering;0.7718703150749207
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.2744108736515045;RDF40;Agricultural and veterinary sciences;0.2136640101671219;RDF20-21;Engineering and technology;0.18582935631275177;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.999318540096283;RDF506;Political science and policy administration;0.9980055093765259;RDF405;Other agricultural sciences;0.9820162057876587;RDF305;Other medical sciences;0.962634265422821;RDF203;Electrical engineering, computer engineering, and information engineering;0.9266543388366699
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF20-21;Engineering and technology;0.3614976704120636;RDF30;Medical, health and life sciences;0.28085049986839294;RDF40;Agricultural and veterinary sciences;0.15104995667934418;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9996945858001709;RDF506;Political science and policy administration;0.9991796016693115;RDF207;Medical and biomedical engineering;0.9854828715324402;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9791508316993713;RDF503;Education;0.9791294932365417
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF30;Medical, health and life sciences;0.27082833647727966;RDF20-21;Engineering and technology;0.25974372029304504;RDF40;Agricultural and veterinary sciences;0.2121356576681137;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9990298748016357;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8091200590133667;RDF104;Chemical sciences;0.6957914233207703;RDF401;Agriculture, forestry, and fisheries;0.5827722549438477;RDF203;Electrical engineering, computer engineering, and information engineering;0.5576046705245972
