;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.9529715776443481;RDF50;Social sciences;0.025124486535787582;RDF20-21;Engineering and technology;0.010381795465946198;RDF303;Health sciences;0.9327602386474609;RDF302;Clinical medicine;0.8806431889533997;RDF207;Medical and biomedical engineering;0.800106942653656;RDF503;Education;0.4991302192211151;RDF304;Medical biotechnology;0.35225751996040344
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.3939254879951477;RDF50;Social sciences;0.33107125759124756;RDF10;Natural sciences;0.1464821994304657;RDF503;Education;0.8871557116508484;RDF603;Philosophy;0.46292823553085327;RDF509;Other social sciences;0.10576342046260834;RDF602;Languages and literature;0.060307640582323074;RDF305;Other medical sciences;0.05360114574432373
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.7708495855331421;RDF30;Medical, health and life sciences;0.12983225286006927;RDF50;Social sciences;0.053231045603752136;RDF106;Biological sciences;0.9778834581375122;RDF301;Basic medicine and life sciences;0.4806462824344635;RDF107;Other natural sciences;0.1704389452934265;RDF103;Physical sciences;0.11666334420442581;RDF305;Other medical sciences;0.10311470180749893
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.8866768479347229;RDF10;Natural sciences;0.06005987152457237;RDF30;Medical, health and life sciences;0.036526113748550415;RDF207;Medical and biomedical engineering;0.5338379740715027;RDF104;Chemical sciences;0.5247143507003784;RDF106;Biological sciences;0.39028701186180115;RDF103;Physical sciences;0.3736186623573303;RDF205;Chemical engineering;0.3510885238647461
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.9278621673583984;RDF10;Natural sciences;0.0519644059240818;RDF50;Social sciences;0.008445759303867817;RDF303;Health sciences;0.9761745929718018;RDF106;Biological sciences;0.9194980263710022;RDF301;Basic medicine and life sciences;0.6910805702209473;RDF207;Medical and biomedical engineering;0.4169672727584839;RDF304;Medical biotechnology;0.3351876139640808
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.7030988931655884;RDF50;Social sciences;0.12501662969589233;RDF60;Humanities and the arts;0.07823340594768524;RDF508;Media and communications;0.9377259612083435;RDF303;Health sciences;0.862351655960083;RDF504;Sociology and related studies;0.7919015884399414;RDF501;Psychology and cognitive sciences;0.37203454971313477;RDF509;Other social sciences;0.1892962008714676
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.6344485878944397;RDF60;Humanities and the arts;0.20901472866535187;RDF20-21;Engineering and technology;0.04196920245885849;RDF503;Education;0.9982108473777771;RDF504;Sociology and related studies;0.23318210244178772;RDF509;Other social sciences;0.16701477766036987;RDF501;Psychology and cognitive sciences;0.07885492593050003;RDF605;Other humanities;0.04703038930892944
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.8083696365356445;RDF10;Natural sciences;0.1496063768863678;RDF50;Social sciences;0.016597917303442955;RDF103;Physical sciences;0.9961531162261963;RDF211;Nano-technology;0.43141013383865356;RDF104;Chemical sciences;0.34989362955093384;RDF205;Chemical engineering;0.20713451504707336;RDF503;Education;0.07172112166881561
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.4997808337211609;RDF20-21;Engineering and technology;0.39943400025367737;RDF50;Social sciences;0.04324597120285034;RDF103;Physical sciences;0.9234543442726135;RDF105;Earth and related environmental sciences;0.7446098923683167;RDF106;Biological sciences;0.7265711426734924;RDF104;Chemical sciences;0.42614805698394775;RDF101;Mathematics and statistics;0.3091801106929779
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.5327737331390381;RDF60;Humanities and the arts;0.14794592559337616;RDF20-21;Engineering and technology;0.11589750647544861;RDF506;Political science and policy administration;0.958304226398468;RDF505;Law and legal practice;0.6103228330612183;RDF509;Other social sciences;0.09434341639280319;RDF605;Other humanities;0.07793769240379333;RDF504;Sociology and related studies;0.05921025201678276
