;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.9529715776443481;RDF50;Social sciences;0.025124486535787582;RDF20-21;Engineering and technology;0.010381795465946198;RDF303;Health sciences;0.9327602386474609;RDF302;Clinical medicine;0.8806431889533997;RDF207;Medical and biomedical engineering;0.800106942653656;RDF503;Education;0.4991302192211151;RDF304;Medical biotechnology;0.35225751996040344
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.3939254879951477;RDF50;Social sciences;0.33107125759124756;RDF10;Natural sciences;0.1464821994304657;RDF503;Education;0.8871557116508484;RDF603;Philosophy;0.46292823553085327;RDF509;Other social sciences;0.10576342046260834;RDF602;Languages and literature;0.060307640582323074;RDF305;Other medical sciences;0.05360114574432373
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.7708495855331421;RDF30;Medical, health and life sciences;0.12983225286006927;RDF50;Social sciences;0.053231045603752136;RDF106;Biological sciences;0.9778834581375122;RDF301;Basic medicine and life sciences;0.4806462824344635;RDF107;Other natural sciences;0.1704389452934265;RDF103;Physical sciences;0.11666334420442581;RDF305;Other medical sciences;0.10311470180749893
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.8866768479347229;RDF10;Natural sciences;0.06005987152457237;RDF30;Medical, health and life sciences;0.036526113748550415;RDF207;Medical and biomedical engineering;0.5338379740715027;RDF104;Chemical sciences;0.5247143507003784;RDF106;Biological sciences;0.39028701186180115;RDF103;Physical sciences;0.3736186623573303;RDF205;Chemical engineering;0.3510885238647461
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.9278621673583984;RDF10;Natural sciences;0.0519644059240818;RDF50;Social sciences;0.008445759303867817;RDF303;Health sciences;0.9761745929718018;RDF106;Biological sciences;0.9194980263710022;RDF301;Basic medicine and life sciences;0.6910805702209473;RDF207;Medical and biomedical engineering;0.4169672727584839;RDF304;Medical biotechnology;0.3351876139640808
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.7030988931655884;RDF50;Social sciences;0.12501662969589233;RDF60;Humanities and the arts;0.07823340594768524;RDF508;Media and communications;0.9377259612083435;RDF303;Health sciences;0.862351655960083;RDF504;Sociology and related studies;0.7919015884399414;RDF501;Psychology and cognitive sciences;0.37203454971313477;RDF509;Other social sciences;0.1892962008714676
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.6344485878944397;RDF60;Humanities and the arts;0.20901472866535187;RDF20-21;Engineering and technology;0.04196920245885849;RDF503;Education;0.9982108473777771;RDF504;Sociology and related studies;0.23318210244178772;RDF509;Other social sciences;0.16701477766036987;RDF501;Psychology and cognitive sciences;0.07885492593050003;RDF605;Other humanities;0.04703038930892944
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.8083696365356445;RDF10;Natural sciences;0.1496063768863678;RDF50;Social sciences;0.016597917303442955;RDF103;Physical sciences;0.9961531162261963;RDF211;Nano-technology;0.43141013383865356;RDF104;Chemical sciences;0.34989362955093384;RDF205;Chemical engineering;0.20713451504707336;RDF503;Education;0.07172112166881561
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF10;Natural sciences;0.4997808337211609;RDF20-21;Engineering and technology;0.39943400025367737;RDF50;Social sciences;0.04324597120285034;RDF103;Physical sciences;0.9234543442726135;RDF105;Earth and related environmental sciences;0.7446098923683167;RDF106;Biological sciences;0.7265711426734924;RDF104;Chemical sciences;0.42614805698394775;RDF101;Mathematics and statistics;0.3091801106929779
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.5327737331390381;RDF60;Humanities and the arts;0.14794592559337616;RDF20-21;Engineering and technology;0.11589750647544861;RDF506;Political science and policy administration;0.958304226398468;RDF505;Law and legal practice;0.6103228330612183;RDF509;Other social sciences;0.09434341639280319;RDF605;Other humanities;0.07793769240379333;RDF504;Sociology and related studies;0.05921025201678276
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.8715706467628479;RDF30;Medical, health and life sciences;0.08075264096260071;RDF60;Humanities and the arts;0.026267798617482185;RDF501;Psychology and cognitive sciences;0.9029524326324463;RDF504;Sociology and related studies;0.7496374249458313;RDF503;Education;0.5590192675590515;RDF603;Philosophy;0.21518577635288239;RDF509;Other social sciences;0.12116485089063644
21;Biophysical and genetic control of root growth;RDF10;Natural sciences;0.699303925037384;RDF40;Agricultural and veterinary sciences;0.11037614196538925;RDF50;Social sciences;0.07623165845870972;RDF106;Biological sciences;0.9406263828277588;RDF401;Agriculture, forestry, and fisheries;0.7085655927658081;RDF103;Physical sciences;0.24789637327194214;RDF107;Other natural sciences;0.20386597514152527;RDF404;Agricultural biotechnology and food sciences;0.18884699046611786
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.8241460919380188;RDF10;Natural sciences;0.10684498399496078;RDF50;Social sciences;0.02938144840300083;RDF202;Industrial, systems and processes engineering;0.9345744848251343;RDF204;Mechanical engineering;0.9207184314727783;RDF103;Physical sciences;0.7148271799087524;RDF101;Mathematics and statistics;0.5804263949394226;RDF104;Chemical sciences;0.46640506386756897
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF20-21;Engineering and technology;0.8765439987182617;RDF10;Natural sciences;0.07452563941478729;RDF30;Medical, health and life sciences;0.022552156820893288;RDF103;Physical sciences;0.9969721436500549;RDF212;Other engineering and technologies;0.08509904146194458;RDF503;Education;0.025736059993505478;RDF107;Other natural sciences;0.020196635276079178;RDF305;Other medical sciences;0.013096004724502563
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.9495943188667297;RDF10;Natural sciences;0.023426933214068413;RDF50;Social sciences;0.011710982769727707;RDF101;Mathematics and statistics;0.614126443862915;RDF102;Computer and information sciences;0.28937169909477234;RDF202;Industrial, systems and processes engineering;0.18506188690662384;RDF203;Electrical engineering, computer engineering, and information engineering;0.15335889160633087;RDF204;Mechanical engineering;0.1478625386953354
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF60;Humanities and the arts;0.24260441958904266;RDF20-21;Engineering and technology;0.20873001217842102;RDF10;Natural sciences;0.18152496218681335;RDF504;Sociology and related studies;0.19482697546482086;RDF305;Other medical sciences;0.06058495119214058;RDF107;Other natural sciences;0.039379432797431946;RDF501;Psychology and cognitive sciences;0.038901980966329575;RDF601;History, archaeology and related studies;0.032344333827495575
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.5479992032051086;RDF60;Humanities and the arts;0.13574334979057312;RDF10;Natural sciences;0.12603344023227692;RDF506;Political science and policy administration;0.9851146936416626;RDF504;Sociology and related studies;0.10866095870733261;RDF503;Education;0.05094090849161148;RDF509;Other social sciences;0.04903962463140488;RDF603;Philosophy;0.04312337189912796
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.6922649145126343;RDF20-21;Engineering and technology;0.21975378692150116;RDF10;Natural sciences;0.05891533941030502;RDF303;Health sciences;0.9630224704742432;RDF207;Medical and biomedical engineering;0.8743457198143005;RDF106;Biological sciences;0.8560919165611267;RDF304;Medical biotechnology;0.8415654301643372;RDF104;Chemical sciences;0.5344910025596619
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.4796943664550781;RDF10;Natural sciences;0.43847617506980896;RDF50;Social sciences;0.05376768112182617;RDF104;Chemical sciences;0.8219034671783447;RDF206;Materials engineering and resources engineering;0.4150618314743042;RDF211;Nano-technology;0.3203427493572235;RDF205;Chemical engineering;0.2877177894115448;RDF107;Other natural sciences;0.2499503642320633
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.6777094602584839;RDF10;Natural sciences;0.2380145937204361;RDF50;Social sciences;0.03648290038108826;RDF106;Biological sciences;0.9591925144195557;RDF301;Basic medicine and life sciences;0.9073122143745422;RDF303;Health sciences;0.673782229423523;RDF103;Physical sciences;0.48087483644485474;RDF104;Chemical sciences;0.4270457327365875
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF10;Natural sciences;0.6291378140449524;RDF50;Social sciences;0.15737132728099823;RDF20-21;Engineering and technology;0.07897687703371048;RDF101;Mathematics and statistics;0.9882335066795349;RDF503;Education;0.40293529629707336;RDF102;Computer and information sciences;0.20537589490413666;RDF103;Physical sciences;0.0401625819504261;RDF107;Other natural sciences;0.03680407255887985
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF60;Humanities and the arts;0.4306696057319641;RDF20-21;Engineering and technology;0.2208254337310791;RDF50;Social sciences;0.13367605209350586;RDF601;History, archaeology and related studies;0.9987131953239441;RDF503;Education;0.9691786766052246;RDF212;Other engineering and technologies;0.04252295196056366;RDF506;Political science and policy administration;0.04189130663871765;RDF602;Languages and literature;0.03085050918161869
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF10;Natural sciences;0.5201441049575806;RDF20-21;Engineering and technology;0.24521927535533905;RDF50;Social sciences;0.1318988800048828;RDF101;Mathematics and statistics;0.9888527393341064;RDF102;Computer and information sciences;0.8606622219085693;RDF107;Other natural sciences;0.024053551256656647;RDF212;Other engineering and technologies;0.02254296839237213;RDF103;Physical sciences;0.021471237763762474
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.577215313911438;RDF10;Natural sciences;0.34695056080818176;RDF50;Social sciences;0.04171138256788254;RDF106;Biological sciences;0.9806734323501587;RDF301;Basic medicine and life sciences;0.6174260973930359;RDF303;Health sciences;0.6133378744125366;RDF103;Physical sciences;0.39798226952552795;RDF503;Education;0.30481716990470886
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF30;Medical, health and life sciences;0.6145818829536438;RDF10;Natural sciences;0.19080738723278046;RDF20-21;Engineering and technology;0.09714607149362564;RDF106;Biological sciences;0.9154316782951355;RDF303;Health sciences;0.39313745498657227;RDF501;Psychology and cognitive sciences;0.3268083333969116;RDF305;Other medical sciences;0.2934044897556305;RDF207;Medical and biomedical engineering;0.2918378710746765
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.7046036124229431;RDF20-21;Engineering and technology;0.19570912420749664;RDF50;Social sciences;0.05263582989573479;RDF303;Health sciences;0.9200026392936707;RDF501;Psychology and cognitive sciences;0.795181393623352;RDF302;Clinical medicine;0.6089138388633728;RDF304;Medical biotechnology;0.25446265935897827;RDF301;Basic medicine and life sciences;0.23952719569206238
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF60;Humanities and the arts;0.3989679515361786;RDF50;Social sciences;0.30411219596862793;RDF10;Natural sciences;0.09569314867258072;RDF503;Education;0.9985591173171997;RDF509;Other social sciences;0.02010023593902588;RDF501;Psychology and cognitive sciences;0.014309456571936607;RDF605;Other humanities;0.012007351033389568;RDF504;Sociology and related studies;0.008847354911267757
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF30;Medical, health and life sciences;0.5062474608421326;RDF10;Natural sciences;0.2470870018005371;RDF40;Agricultural and veterinary sciences;0.18492412567138672;RDF402;Animal and dairy sciences;0.9940544366836548;RDF403;Veterinary sciences;0.9333701133728027;RDF106;Biological sciences;0.9301416277885437;RDF303;Health sciences;0.9029096961021423;RDF301;Basic medicine and life sciences;0.6773939728736877
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF20-21;Engineering and technology;0.46321940422058105;RDF10;Natural sciences;0.4392102360725403;RDF50;Social sciences;0.03178522735834122;RDF105;Earth and related environmental sciences;0.9859904050827026;RDF208;Environmental engineering and related engineering;0.22456520795822144;RDF503;Education;0.11456650495529175;RDF107;Other natural sciences;0.07389651983976364;RDF209;Environmental biotechnology;0.028034118935465813
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF50;Social sciences;0.40563660860061646;RDF10;Natural sciences;0.22415058314800262;RDF30;Medical, health and life sciences;0.13655297458171844;RDF503;Education;0.6815677881240845;RDF501;Psychology and cognitive sciences;0.5673368573188782;RDF502;Economics and business administration;0.5288832187652588;RDF208;Environmental engineering and related engineering;0.4860113263130188;RDF504;Sociology and related studies;0.45934897661209106
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF50;Social sciences;0.35008367896080017;RDF20-21;Engineering and technology;0.22317960858345032;RDF10;Natural sciences;0.17415226995944977;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.8259410262107849;RDF509;Other social sciences;0.07068779319524765;RDF107;Other natural sciences;0.04027567431330681;RDF605;Other humanities;0.03743230551481247;RDF212;Other engineering and technologies;0.028140749782323837
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.47809073328971863;RDF50;Social sciences;0.26805368065834045;RDF10;Natural sciences;0.08143302798271179;RDF601;History, archaeology and related studies;0.6295753121376038;RDF504;Sociology and related studies;0.3600108027458191;RDF509;Other social sciences;0.11930549144744873;RDF501;Psychology and cognitive sciences;0.10096722841262817;RDF503;Education;0.08374040573835373
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF50;Social sciences;0.4539099931716919;RDF60;Humanities and the arts;0.299065500497818;RDF30;Medical, health and life sciences;0.15984390676021576;RDF504;Sociology and related studies;0.7057597041130066;RDF503;Education;0.24757789075374603;RDF501;Psychology and cognitive sciences;0.17546741664409637;RDF509;Other social sciences;0.155270516872406;RDF508;Media and communications;0.09877259284257889
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.9456502795219421;RDF10;Natural sciences;0.01811598427593708;RDF50;Social sciences;0.01711840182542801;RDF102;Computer and information sciences;0.9725193381309509;RDF203;Electrical engineering, computer engineering, and information engineering;0.718298077583313;RDF202;Industrial, systems and processes engineering;0.13957221806049347;RDF212;Other engineering and technologies;0.12956784665584564;RDF509;Other social sciences;0.06866228580474854
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.6299806237220764;RDF10;Natural sciences;0.26157519221305847;RDF30;Medical, health and life sciences;0.05459205433726311;RDF208;Environmental engineering and related engineering;0.8183015584945679;RDF105;Earth and related environmental sciences;0.5336329340934753;RDF202;Industrial, systems and processes engineering;0.5142173767089844;RDF104;Chemical sciences;0.3446364402770996;RDF107;Other natural sciences;0.19521023333072662
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.6657456159591675;RDF50;Social sciences;0.1307734251022339;RDF10;Natural sciences;0.12539567053318024;RDF102;Computer and information sciences;0.9943908452987671;RDF503;Education;0.6660625338554382;RDF203;Electrical engineering, computer engineering, and information engineering;0.46092578768730164;RDF501;Psychology and cognitive sciences;0.12168575078248978;RDF103;Physical sciences;0.11211312562227249
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF30;Medical, health and life sciences;0.6865019798278809;RDF50;Social sciences;0.12720730900764465;RDF10;Natural sciences;0.09082222729921341;RDF503;Education;0.9876877069473267;RDF303;Health sciences;0.8155999779701233;RDF504;Sociology and related studies;0.3940843641757965;RDF501;Psychology and cognitive sciences;0.09653531014919281;RDF301;Basic medicine and life sciences;0.0755847916007042
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.7520171403884888;RDF60;Humanities and the arts;0.16911375522613525;RDF50;Social sciences;0.055064283311367035;RDF503;Education;0.8752015233039856;RDF102;Computer and information sciences;0.8598991632461548;RDF508;Media and communications;0.7085655927658081;RDF203;Electrical engineering, computer engineering, and information engineering;0.4579774737358093;RDF602;Languages and literature;0.40248018503189087
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.9683359861373901;RDF60;Humanities and the arts;0.014920373447239399;RDF30;Medical, health and life sciences;0.005126218311488628;RDF504;Sociology and related studies;0.9043975472450256;RDF503;Education;0.1336977332830429;RDF509;Other social sciences;0.12995381653308868;RDF602;Languages and literature;0.07257095724344254;RDF507;Social and economic geography;0.04463920369744301
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF10;Natural sciences;0.46696925163269043;RDF50;Social sciences;0.2117164134979248;RDF30;Medical, health and life sciences;0.13197222352027893;RDF503;Education;0.9686195254325867;RDF106;Biological sciences;0.952175498008728;RDF501;Psychology and cognitive sciences;0.7911763787269592;RDF602;Languages and literature;0.7074804902076721;RDF504;Sociology and related studies;0.12320729345083237
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.7627790570259094;RDF20-21;Engineering and technology;0.1598152220249176;RDF50;Social sciences;0.025709738954901695;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.6748411655426025;RDF212;Other engineering and technologies;0.10338596254587173;RDF503;Education;0.06548521667718887;RDF508;Media and communications;0.026006784290075302;RDF605;Other humanities;0.01971912756562233
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.9551150798797607;RDF50;Social sciences;0.011590790003538132;RDF20-21;Engineering and technology;0.009684466756880283;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9494354724884033;RDF508;Media and communications;0.05122493952512741;RDF605;Other humanities;0.043365802615880966;RDF507;Social and economic geography;0.025932677090168;RDF509;Other social sciences;0.025858772918581963
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF10;Natural sciences;0.6019353866577148;RDF20-21;Engineering and technology;0.22646965086460114;RDF50;Social sciences;0.07077635824680328;RDF503;Education;0.9855242967605591;RDF106;Biological sciences;0.9177091717720032;RDF103;Physical sciences;0.6173107624053955;RDF107;Other natural sciences;0.10221505165100098;RDF305;Other medical sciences;0.07133200019598007
53;Impact Award: Insight;RDF20-21;Engineering and technology;0.43142062425613403;RDF60;Humanities and the arts;0.18958128988742828;RDF50;Social sciences;0.12300202250480652;RDF501;Psychology and cognitive sciences;0.298951655626297;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.28002533316612244;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.06614568084478378;RDF504;Sociology and related studies;0.05577168986201286;RDF601;History, archaeology and related studies;0.04177388176321983
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF10;Natural sciences;0.5228455662727356;RDF20-21;Engineering and technology;0.24362114071846008;RDF50;Social sciences;0.09438405185937881;RDF104;Chemical sciences;0.9854404926300049;RDF107;Other natural sciences;0.05701886862516403;RDF205;Chemical engineering;0.05374995246529579;RDF103;Physical sciences;0.012747264467179775;RDF509;Other social sciences;0.011777843348681927
55;Capturer le rythme de la vie moderne : le montage rapide comme symptôme et modèle pour les sociétés du début du XXe siècle jusqu'à aujourd'hui (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.6076696515083313;RDF20-21;Engineering and technology;0.27004706859588623;RDF50;Social sciences;0.06663181632757187;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.6450221538543701;RDF504;Sociology and related studies;0.2922416925430298;RDF503;Education;0.28017303347587585;RDF202;Industrial, systems and processes engineering;0.24319282174110413;RDF212;Other engineering and technologies;0.11023146659135818
56;Environnement, médias, archives : une anatomie contemporaine de la mélancolie et de la nostalgie (Fine Arts, Research-Creation);RDF60;Humanities and the arts;0.8454530239105225;RDF50;Social sciences;0.056310903280973434;RDF10;Natural sciences;0.05570923909544945;RDF105;Earth and related environmental sciences;0.5397717356681824;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.434101402759552;RDF508;Media and communications;0.24598954617977142;RDF208;Environmental engineering and related engineering;0.24247460067272186;RDF107;Other natural sciences;0.14990434050559998
57;Multimode determination of gene transcription and metabolic labeling (Genes, Cells and Molecules);RDF10;Natural sciences;0.407629132270813;RDF30;Medical, health and life sciences;0.39072319865226746;RDF20-21;Engineering and technology;0.12494362145662308;RDF106;Biological sciences;0.8534247279167175;RDF301;Basic medicine and life sciences;0.2494015246629715;RDF104;Chemical sciences;0.2183358520269394;RDF107;Other natural sciences;0.18293584883213043;RDF103;Physical sciences;0.10856643319129944
58;SLAMF7 in innate immune cells and anti-cancer immunotherapy;RDF30;Medical, health and life sciences;0.7914034128189087;RDF10;Natural sciences;0.11234082281589508;RDF20-21;Engineering and technology;0.039788324385881424;RDF303;Health sciences;0.9398581981658936;RDF106;Biological sciences;0.863909125328064;RDF304;Medical biotechnology;0.8548846244812012;RDF207;Medical and biomedical engineering;0.3257618248462677;RDF301;Basic medicine and life sciences;0.31357741355895996
59;À votre service : figures ambivalentes du care dans le Roman français de 1870 à 1945 (Literature);RDF60;Humanities and the arts;0.670817494392395;RDF30;Medical, health and life sciences;0.16367006301879883;RDF40;Agricultural and veterinary sciences;0.09763646125793457;RDF602;Languages and literature;0.8574699759483337;RDF503;Education;0.8537908792495728;RDF302;Clinical medicine;0.2030746191740036;RDF305;Other medical sciences;0.1148144006729126;RDF601;History, archaeology and related studies;0.08905768394470215
