;sequence;code_div_1;label_div_1;score_div_1;code_div_2;label_div_2;score_div_2;code_div_3;label_div_3;score_div_3;code_gr_1;label_gr_1;score_gr_1;code_gr_2;label_gr_2;score_gr_2;code_gr_3;label_gr_3;score_gr_3;code_gr_4;label_gr_4;score_gr_4;code_gr_5;label_gr_5;score_gr_5
10;Transitioning patients with advanced chronic kidney disease to home or facility dialysis: understanding the experience and quality of life for patients and their caregivers (TRANSIT-CARE);RDF30;Medical, health and life sciences;0.8399843573570251;RDF20-21;Engineering and technology;0.05214802920818329;RDF50;Social sciences;0.03778154402971268;RDF303;Health sciences;0.970687747001648;RDF302;Clinical medicine;0.8122723698616028;RDF301;Basic medicine and life sciences;0.5372841954231262;RDF207;Medical and biomedical engineering;0.4877343773841858;RDF104;Chemical sciences;0.2887194752693176
11;Tenrikyo and the Rise and Fall of New Religions in Japan (Philosophy, medieval studies, classics, religious);RDF60;Humanities and the arts;0.2873910963535309;RDF20-21;Engineering and technology;0.24165333807468414;RDF50;Social sciences;0.15188880264759064;RDF601;History, archaeology and related studies;0.8334601521492004;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.5871591567993164;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.49118131399154663;RDF503;Education;0.1691998690366745;RDF603;Philosophy;0.16851459443569183
12;Systems biology of size control in eukaryotes (Genes, Cells and Molecules);RDF10;Natural sciences;0.44602319598197937;RDF20-21;Engineering and technology;0.2318461686372757;RDF40;Agricultural and veterinary sciences;0.15152962505817413;RDF106;Biological sciences;0.9317735433578491;RDF202;Industrial, systems and processes engineering;0.8584815263748169;RDF103;Physical sciences;0.7496832609176636;RDF104;Chemical sciences;0.7261344194412231;RDF301;Basic medicine and life sciences;0.6336228251457214
13;Drop-based microfluidics (DBM) for single cell studies and ultrahigh-throughput phenotypic screens and lab evolution (Genes, Cells and Molecules);RDF20-21;Engineering and technology;0.7418971657752991;RDF10;Natural sciences;0.10016003251075745;RDF30;Medical, health and life sciences;0.0893455520272255;RDF103;Physical sciences;0.8573505878448486;RDF106;Biological sciences;0.8359528183937073;RDF104;Chemical sciences;0.7946241497993469;RDF102;Computer and information sciences;0.675149142742157;RDF301;Basic medicine and life sciences;0.2401057928800583
14;Neural repair in glaucoma: the role of insulin signaling (Cell Biology – Disease);RDF30;Medical, health and life sciences;0.6198538541793823;RDF20-21;Engineering and technology;0.2392084300518036;RDF10;Natural sciences;0.04912300780415535;RDF301;Basic medicine and life sciences;0.9510058760643005;RDF106;Biological sciences;0.937210738658905;RDF302;Clinical medicine;0.9318975806236267;RDF303;Health sciences;0.8972009420394897;RDF104;Chemical sciences;0.8670920133590698
15;Impacts des mesures de protection contre la COVID-19 sur la communication des personnes malentendantes;RDF30;Medical, health and life sciences;0.39380550384521484;RDF50;Social sciences;0.21201467514038086;RDF20-21;Engineering and technology;0.16462410986423492;RDF508;Media and communications;0.8934024572372437;RDF303;Health sciences;0.8468945622444153;RDF504;Sociology and related studies;0.8358188271522522;RDF104;Chemical sciences;0.8229730129241943;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7904494404792786
16;Mixité sociale et scolaire en classe : perception des exigences professionnelles des étudiant·e·s en formation à l'enseignement au Québec et en Suisse (Education and social work);RDF50;Social sciences;0.7052897214889526;RDF20-21;Engineering and technology;0.14092911779880524;RDF60;Humanities and the arts;0.05069342255592346;RDF503;Education;0.9921841025352478;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.5799655318260193;RDF504;Sociology and related studies;0.3449397683143616;RDF509;Other social sciences;0.3224726617336273;RDF104;Chemical sciences;0.23292027413845062
17;Discharges at/near gas-liquid and liquid-liquid interfaces: fundamental investigation and application in liquid processing and nanomaterial synthesis (Physics);RDF20-21;Engineering and technology;0.5760921239852905;RDF10;Natural sciences;0.33537590503692627;RDF40;Agricultural and veterinary sciences;0.03573012351989746;RDF103;Physical sciences;0.9964756369590759;RDF104;Chemical sciences;0.9252299666404724;RDF202;Industrial, systems and processes engineering;0.4832521080970764;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.29660332202911377;RDF105;Earth and related environmental sciences;0.2511882185935974
18;Fully-Lagrangian three-dimensional modelling of river ice jam initiation;RDF20-21;Engineering and technology;0.45134004950523376;RDF10;Natural sciences;0.2523149251937866;RDF40;Agricultural and veterinary sciences;0.1103898286819458;RDF104;Chemical sciences;0.9475754499435425;RDF103;Physical sciences;0.9110215306282043;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9010098576545715;RDF101;Mathematics and statistics;0.8587185740470886;RDF105;Earth and related environmental sciences;0.8486589193344116
19;Juger l'homosexualité, attribuer l'asile: le traitement des demandes d'asile OSIG au Canada (Political science and public administration);RDF50;Social sciences;0.2655124068260193;RDF20-21;Engineering and technology;0.2549670338630676;RDF30;Medical, health and life sciences;0.1446388065814972;RDF506;Political science and policy administration;0.7473394870758057;RDF505;Law and legal practice;0.3267814517021179;RDF509;Other social sciences;0.14027734100818634;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.11556088179349899;RDF301;Basic medicine and life sciences;0.09816574305295944
20;Intentions or affect: Which is a key driver of physical activity? Using ecological momentary assessment to understand the intention-behaviour gap in schizophrenia spectrum disorders (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.42192503809928894;RDF30;Medical, health and life sciences;0.19251222908496857;RDF20-21;Engineering and technology;0.13988542556762695;RDF504;Sociology and related studies;0.8533636927604675;RDF501;Psychology and cognitive sciences;0.8413047790527344;RDF509;Other social sciences;0.38026976585388184;RDF103;Physical sciences;0.2559475898742676;RDF603;Philosophy;0.15184348821640015
21;Biophysical and genetic control of root growth;RDF40;Agricultural and veterinary sciences;0.36368581652641296;RDF10;Natural sciences;0.28938981890678406;RDF30;Medical, health and life sciences;0.18074217438697815;RDF401;Agriculture, forestry, and fisheries;0.8779484629631042;RDF302;Clinical medicine;0.823257327079773;RDF404;Agricultural biotechnology and food sciences;0.8084077835083008;RDF105;Earth and related environmental sciences;0.7964112162590027;RDF202;Industrial, systems and processes engineering;0.7511008381843567
22;Open-source numerical strategy for the analysis and redesign of turbomachine blades accounting for nonlinear structural interactions;RDF20-21;Engineering and technology;0.6723430752754211;RDF10;Natural sciences;0.13221858441829681;RDF40;Agricultural and veterinary sciences;0.10483317822217941;RDF102;Computer and information sciences;0.9855243563652039;RDF204;Mechanical engineering;0.9817181825637817;RDF202;Industrial, systems and processes engineering;0.9774570465087891;RDF104;Chemical sciences;0.9654138088226318;RDF103;Physical sciences;0.9215696454048157
23;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications (Physics);RDF20-21;Engineering and technology;0.7540327906608582;RDF10;Natural sciences;0.1722373366355896;RDF40;Agricultural and veterinary sciences;0.021244538947939873;RDF103;Physical sciences;0.997087836265564;RDF104;Chemical sciences;0.9366336464881897;RDF102;Computer and information sciences;0.3315795063972473;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.29153522849082947;RDF301;Basic medicine and life sciences;0.15869519114494324
24;La théorie des graphes : analyse structurelle, algorithmique et applications dans les sciences de l'ingénieur;RDF20-21;Engineering and technology;0.8122459053993225;RDF10;Natural sciences;0.055490363389253616;RDF40;Agricultural and veterinary sciences;0.0501803457736969;RDF202;Industrial, systems and processes engineering;0.9217106699943542;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8166623711585999;RDF204;Mechanical engineering;0.7500954270362854;RDF102;Computer and information sciences;0.7350239753723145;RDF101;Mathematics and statistics;0.6584998369216919
25;Interdisciplinary Canadian Collaborative ME Research Network;RDF20-21;Engineering and technology;0.3686577081680298;RDF30;Medical, health and life sciences;0.28087112307548523;RDF40;Agricultural and veterinary sciences;0.15218591690063477;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9320833086967468;RDF102;Computer and information sciences;0.9208252429962158;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.9109423160552979;RDF104;Chemical sciences;0.9005735516548157;RDF105;Earth and related environmental sciences;0.8822758197784424
26;La nouvelle politique de la redistribution (Political science and public administration);RDF50;Social sciences;0.3574891984462738;RDF20-21;Engineering and technology;0.21077364683151245;RDF40;Agricultural and veterinary sciences;0.13430337607860565;RDF506;Political science and policy administration;0.9419752359390259;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7634837627410889;RDF104;Chemical sciences;0.28776779770851135;RDF106;Biological sciences;0.2093888223171234;RDF509;Other social sciences;0.17575016617774963
27;Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease (Cardiovascular System – Vascular System);RDF30;Medical, health and life sciences;0.517661452293396;RDF20-21;Engineering and technology;0.3820725679397583;RDF10;Natural sciences;0.06968258321285248;RDF103;Physical sciences;0.924891471862793;RDF104;Chemical sciences;0.9223425984382629;RDF106;Biological sciences;0.8620035648345947;RDF301;Basic medicine and life sciences;0.8617128729820251;RDF302;Clinical medicine;0.7507355213165283
28;Low-Dimensional Organic Materials for Energy, Electronic and Environment Applications;RDF20-21;Engineering and technology;0.5917239189147949;RDF10;Natural sciences;0.14729173481464386;RDF40;Agricultural and veterinary sciences;0.12133648991584778;RDF104;Chemical sciences;0.967471718788147;RDF103;Physical sciences;0.5077356100082397;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.40160712599754333;RDF105;Earth and related environmental sciences;0.30352529883384705;RDF202;Industrial, systems and processes engineering;0.2916361093521118
29;Histone protein supply and demand: life on a knife's edge (Genes, Cells and Molecules);RDF30;Medical, health and life sciences;0.3851229250431061;RDF20-21;Engineering and technology;0.22640210390090942;RDF40;Agricultural and veterinary sciences;0.15656113624572754;RDF106;Biological sciences;0.9644556045532227;RDF301;Basic medicine and life sciences;0.8449854850769043;RDF303;Health sciences;0.8266417980194092;RDF103;Physical sciences;0.8113772869110107;RDF104;Chemical sciences;0.6985865831375122
30;Bayesian deep-learning prediction with sparse graphs (Mathematics and Statistics);RDF20-21;Engineering and technology;0.3812902867794037;RDF10;Natural sciences;0.3114280700683594;RDF40;Agricultural and veterinary sciences;0.11725625395774841;RDF101;Mathematics and statistics;0.9654137492179871;RDF102;Computer and information sciences;0.9608783721923828;RDF104;Chemical sciences;0.8822250962257385;RDF503;Education;0.6632055640220642;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.609595000743866
31;At the Edge of Soft Power: French Saint-Simonians and Nineteenth-Century Visions of Development (History);RDF20-21;Engineering and technology;0.756250262260437;RDF40;Agricultural and veterinary sciences;0.06972669810056686;RDF60;Humanities and the arts;0.06235020235180855;RDF601;History, archaeology and related studies;0.9966626167297363;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9190995693206787;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.8354164958000183;RDF104;Chemical sciences;0.7300974726676941;RDF106;Biological sciences;0.5894985198974609
32;Random walks on random graphs in high dimensions (Mathematics and Statistics);RDF20-21;Engineering and technology;0.5068654417991638;RDF10;Natural sciences;0.21204225718975067;RDF40;Agricultural and veterinary sciences;0.12834350764751434;RDF101;Mathematics and statistics;0.9881079196929932;RDF102;Computer and information sciences;0.9528819918632507;RDF104;Chemical sciences;0.8339340686798096;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.5799580812454224;RDF105;Earth and related environmental sciences;0.5049131512641907
33;Roles, mechanisms of action and regulation of Hippo signaling in the testis (Biological Systems and Functions);RDF10;Natural sciences;0.3397546708583832;RDF30;Medical, health and life sciences;0.2896159887313843;RDF20-21;Engineering and technology;0.2186136245727539;RDF301;Basic medicine and life sciences;0.9093450307846069;RDF106;Biological sciences;0.9080895185470581;RDF104;Chemical sciences;0.7172594666481018;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.6322047710418701;RDF103;Physical sciences;0.5174489617347717
34;The role of the TGFB-SOX9 signaling pathway in brain angiogenesis (Biological Systems and Functions);RDF20-21;Engineering and technology;0.47947534918785095;RDF30;Medical, health and life sciences;0.23793770372867584;RDF10;Natural sciences;0.19221797585487366;RDF106;Biological sciences;0.9289263486862183;RDF301;Basic medicine and life sciences;0.820900559425354;RDF104;Chemical sciences;0.7582869529724121;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.6425025463104248;RDF302;Clinical medicine;0.6266526579856873
35;A randomized controlled trial comparing Virtual Reality Therapy to Supportive Therapy to reduce cannabis use in patients with psychotic disorders;RDF30;Medical, health and life sciences;0.7814603447914124;RDF50;Social sciences;0.062142252922058105;RDF20-21;Engineering and technology;0.053153086453676224;RDF302;Clinical medicine;0.9053641557693481;RDF303;Health sciences;0.889192521572113;RDF501;Psychology and cognitive sciences;0.6732454299926758;RDF102;Computer and information sciences;0.3685476779937744;RDF509;Other social sciences;0.3659946918487549
36;Le contrat didactique en sciences humaines au primaire : mieux comprendre les pratiques enseignantes et leurs effets sur l'apprentissage (Education and social work);RDF50;Social sciences;0.4264894127845764;RDF20-21;Engineering and technology;0.16799713671207428;RDF60;Humanities and the arts;0.15431345999240875;RDF503;Education;0.9915543794631958;RDF301;Basic medicine and life sciences;0.17518502473831177;RDF104;Chemical sciences;0.10894504189491272;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.09868569672107697;RDF105;Earth and related environmental sciences;0.09025322645902634
37;Impact of insects by-products and phytogenics on the piglet's intestinal health;RDF30;Medical, health and life sciences;0.38981708884239197;RDF10;Natural sciences;0.26583215594291687;RDF40;Agricultural and veterinary sciences;0.2363205999135971;RDF402;Animal and dairy sciences;0.8771088719367981;RDF106;Biological sciences;0.8538517951965332;RDF403;Veterinary sciences;0.8133866786956787;RDF104;Chemical sciences;0.7525131106376648;RDF301;Basic medicine and life sciences;0.7053285241127014
38;Response of the continental water cycle to greenhouse warming: evaluating, understanding and constraining Earth System Model projections (Geosciences);RDF20-21;Engineering and technology;0.6860840320587158;RDF10;Natural sciences;0.17950081825256348;RDF40;Agricultural and veterinary sciences;0.07277319580316544;RDF105;Earth and related environmental sciences;0.9900539517402649;RDF208;Environmental engineering and related engineering;0.7844841480255127;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7202207446098328;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.05098814517259598;RDF202;Industrial, systems and processes engineering;0.04509957134723663
39;Why Do Green Products Suffer from Low Consumer Preference? An Explanation Based on Ease of Benefit Visualization and Price Fairness Perceptions;RDF50;Social sciences;0.3758244812488556;RDF40;Agricultural and veterinary sciences;0.2095356285572052;RDF20-21;Engineering and technology;0.1724434792995453;RDF502;Economics and business administration;0.9365756511688232;RDF504;Sociology and related studies;0.8566924333572388;RDF104;Chemical sciences;0.7440989017486572;RDF208;Environmental engineering and related engineering;0.5777410864830017;RDF501;Psychology and cognitive sciences;0.5181499719619751
40;Architecture comme tissu spatial et social: perspectives japonaises pour promouvoir les relations multi échelles (Geography, urban planning and related fields);RDF20-21;Engineering and technology;0.331771582365036;RDF60;Humanities and the arts;0.27184391021728516;RDF50;Social sciences;0.1361587792634964;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.936343252658844;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.13307687640190125;RDF507;Social and economic geography;0.07906799018383026;RDF107;Other natural sciences;0.06662989407777786;RDF105;Earth and related environmental sciences;0.03577948734164238
41;Femmes mémorialistes sous l'Ancien Régime (XVIe-XVIIIe siècles);RDF60;Humanities and the arts;0.26516440510749817;RDF50;Social sciences;0.19734233617782593;RDF30;Medical, health and life sciences;0.15354035794734955;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7723590135574341;RDF601;History, archaeology and related studies;0.6915233731269836;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.3706026077270508;RDF509;Other social sciences;0.1736382395029068;RDF104;Chemical sciences;0.14706453680992126
42;Répit Une Heure pour Moi : Ethnographie ciblée d'un programme de soutien familial à domicile pour les familles dont un enfant a des problèmes de santé mentale;RDF30;Medical, health and life sciences;0.23041170835494995;RDF50;Social sciences;0.2035362869501114;RDF20-21;Engineering and technology;0.19478550553321838;RDF501;Psychology and cognitive sciences;0.5265710353851318;RDF504;Sociology and related studies;0.4359990954399109;RDF301;Basic medicine and life sciences;0.26364678144454956;RDF303;Health sciences;0.21983955800533295;RDF509;Other social sciences;0.20641373097896576
43;The ethical challenges of Artificial Intelligence for start-ups;RDF20-21;Engineering and technology;0.625851571559906;RDF40;Agricultural and veterinary sciences;0.0955566018819809;RDF50;Social sciences;0.07980155944824219;RDF102;Computer and information sciences;0.9856353402137756;RDF202;Industrial, systems and processes engineering;0.9008791446685791;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.808672308921814;RDF203;Electrical engineering, computer engineering, and information engineering;0.45246028900146484;RDF104;Chemical sciences;0.41257452964782715
44;Integrating impacts from marine plastics in Life Cycle Assessment (Civil, Industrial and Systems Engineering);RDF20-21;Engineering and technology;0.602612316608429;RDF10;Natural sciences;0.13160298764705658;RDF40;Agricultural and veterinary sciences;0.10319553315639496;RDF104;Chemical sciences;0.8454964756965637;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7861717343330383;RDF208;Environmental engineering and related engineering;0.7821637392044067;RDF202;Industrial, systems and processes engineering;0.5605683922767639;RDF105;Earth and related environmental sciences;0.4791838228702545
45;A Semantic Parsing Approach to Open-world Knowledge Graph Question Answering;RDF20-21;Engineering and technology;0.6277912855148315;RDF40;Agricultural and veterinary sciences;0.09873863309621811;RDF50;Social sciences;0.08160777390003204;RDF102;Computer and information sciences;0.9925537705421448;RDF104;Chemical sciences;0.9524415731430054;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9462500810623169;RDF103;Physical sciences;0.9343951344490051;RDF105;Earth and related environmental sciences;0.9293122291564941
46;Appropriation et déploiement d'une approche pédagogique antiraciste chez des formateurs en sciences de la santé (Indigenous research);RDF50;Social sciences;0.6433294415473938;RDF30;Medical, health and life sciences;0.1767265647649765;RDF20-21;Engineering and technology;0.06873982399702072;RDF503;Education;0.8399966359138489;RDF303;Health sciences;0.636889636516571;RDF301;Basic medicine and life sciences;0.32557412981987;RDF504;Sociology and related studies;0.2221934199333191;RDF104;Chemical sciences;0.13863661885261536
47;Pathways for the digital economy: Adolescent digital literacies and InstaPoetry;RDF20-21;Engineering and technology;0.46028631925582886;RDF50;Social sciences;0.20071634650230408;RDF60;Humanities and the arts;0.19718283414840698;RDF102;Computer and information sciences;0.9571578502655029;RDF503;Education;0.7828285098075867;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.7620701193809509;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.7200238704681396;RDF508;Media and communications;0.6083177924156189
48;Les discours en matière de pauvreté dans les revues scientifiques francophones du travail social : ce qu'ils nous disent du travail social et de ses rapports à la science et à la théorie (Multidisciplinary or interdisciplinary social sciences);RDF50;Social sciences;0.7820689082145691;RDF20-21;Engineering and technology;0.06613697856664658;RDF40;Agricultural and veterinary sciences;0.060987770557403564;RDF504;Sociology and related studies;0.8369547128677368;RDF509;Other social sciences;0.621828019618988;RDF602;Languages and literature;0.05948283523321152;RDF105;Earth and related environmental sciences;0.048496000468730927;RDF603;Philosophy;0.043691061437129974
49;Bilingualism and attentional processes in the age and language proficiency continuum (Biological Systems and Functions);RDF50;Social sciences;0.2548471987247467;RDF20-21;Engineering and technology;0.22816486656665802;RDF40;Agricultural and veterinary sciences;0.1439017653465271;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.6669172048568726;RDF503;Education;0.6548947095870972;RDF602;Languages and literature;0.5725024342536926;RDF301;Basic medicine and life sciences;0.46447646617889404;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.4426816701889038
50;Arts de la scène, innovations technologiques et clowns pour le renouvellement de l'opéra;RDF60;Humanities and the arts;0.4793180525302887;RDF20-21;Engineering and technology;0.36333519220352173;RDF40;Agricultural and veterinary sciences;0.048780474811792374;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.6435323357582092;RDF503;Education;0.09518112987279892;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.08993301540613174;RDF605;Other humanities;0.06371498852968216;RDF508;Media and communications;0.05665242299437523
51;"""Domestic art galleries"" in Cuba, Russia, and China after 1989: a(n) (imagined) trans-socialist network (Fine Arts, Research-Creation)";RDF60;Humanities and the arts;0.7733473181724548;RDF20-21;Engineering and technology;0.0695154145359993;RDF40;Agricultural and veterinary sciences;0.05100778490304947;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9759464263916016;RDF605;Other humanities;0.044514428824186325;RDF104;Chemical sciences;0.03132111579179764;RDF508;Media and communications;0.024964014068245888;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.022694088518619537
52;Advancing the understanding of fundamental principles of motor control (Biological Systems and Functions);RDF20-21;Engineering and technology;0.5477620959281921;RDF10;Natural sciences;0.1721086949110031;RDF40;Agricultural and veterinary sciences;0.0971590057015419;RDF106;Biological sciences;0.7704648375511169;RDF201;Civil engineering, maritime engineering, transport engineering, and mining engineering;0.701662003993988;RDF103;Physical sciences;0.48994579911231995;RDF202;Industrial, systems and processes engineering;0.4895339906215668;RDF104;Chemical sciences;0.40614044666290283
53;Impact Award: Insight;RDF60;Humanities and the arts;0.2549813985824585;RDF30;Medical, health and life sciences;0.25225698947906494;RDF20-21;Engineering and technology;0.20072440803050995;RDF503;Education;0.9549424648284912;RDF604;Arts (arts, history of arts, performing arts, music), architecture and design;0.9545204043388367;RDF102;Computer and information sciences;0.9503649473190308;RDF105;Earth and related environmental sciences;0.928732693195343;RDF104;Chemical sciences;0.9205043315887451
54;New Methods for the Stereoselective Synthesis of Organic Compounds (Chemistry);RDF20-21;Engineering and technology;0.46661245822906494;RDF10;Natural sciences;0.2127978801727295;RDF40;Agricultural and veterinary sciences;0.17044606804847717;RDF104;Chemical sciences;0.9875803589820862;RDF103;Physical sciences;0.5549076795578003;RDF205;Chemical engineering;0.5376179814338684;RDF106;Biological sciences;0.4895797669887543;RDF105;Earth and related environmental sciences;0.42881491780281067
